frame_start	frame_end	parasubiculum	HATA	fimbria	hippocampal_fissure	HP_tail	presubiculum-head	presubiculum-body	subiculum-head	subiculum-body	CA1-head	CA1-body	CA3-head	CA3-body	CA4-head	CA4-body	GC-ML-DG-head	GC-ML-DG-body	molecular_layer_HP-head	molecular_layer_HP-body	Lateral-nucleus	Basal-nucleus	Central-nucleus	Medial-nucleus	Cortical-nucleus	Accessory-Basal-nucleus	Corticoamygdaloid-transitio	Anterior-amygdaloid-area-AAA	Paralaminar-nucleus
0	30	153.82098	217.35769	514.95123	181.52685	170.98031	119.09257	448.39612	135.26305	460.98245	144.64813	197.50067	233.77432	369.23694	157.1314	497.14097	167.68534	439.38866	135.34981	370.88092	78.59154	124.46643	99.38592	24.94977	38.39099	99.18945	102.80666	32.15598	237.92795
30	60	5896.36385	6491.03008	6639.50733	5169.30803	6697.24726	4605.2215	7694.16919	4072.06732	6163.88274	5816.79665	5643.73045	6313.46422	5982.19362	5695.73511	6037.20485	5836.01882	5955.04675	5423.81909	6173.30013	4400.94636	4806.31144	5080.6739	4735.9825	5033.39274	5113.1339	4704.60865	4371.45409	5223.37579
60	90	11462.14926	19974.73352	14767.30236	14013.17712	18545.71379	11983.19774	15575.70749	12826.77545	15811.49149	15282.18815	16685.24418	14333.57617	16035.58945	13636.34283	14731.22206	13899.20098	14952.97098	14313.59279	15828.88662	14120.21481	16190.53903	14691.29581	16713.3457	14953.17018	16385.22177	17298.19611	12507.02719	16266.75946
90	120	20022.50912	27578.78003	26568.45933	23249.37118	25763.60624	20315.52931	25490.05987	21388.3094	26971.45172	25070.25546	25639.61846	24277.91496	24886.48726	21523.05269	25546.64238	21622.50501	25239.35661	23597.3145	25286.99225	26407.92501	26760.21788	24046.28983	25596.23242	23852.64857	25902.31196	24867.37627	22062.69391	27100.39211
120	150	27575.72363	38635.26495	35967.89311	34254.78791	35680.17869	30024.49454	35589.31825	31062.49917	37899.7942	34286.90699	36944.17024	33727.36362	35067.05096	33117.10667	36642.12259	33115.98231	36557.95873	34145.25426	36817.50409	29704.31364	32003.30502	37526.59112	34966.5599	32633.61628	35964.07974	33343.35258	20333.11609	36319.88948
150	180	24072.74394	37271.59692	36624.95437	31175.54305	38297.01025	24975.48825	33535.24353	27040.15578	37468.68427	33021.6179	39844.53437	31580.81363	37582.10316	29629.5965	36269.37118	29952.89509	36254.82726	30990.58055	37492.17073	33365.90796	39804.11203	35376.23989	32262.64421	34633.6401	43323.3246	41834.65806	28132.73852	38801.06634
180	240	24637.18899	35490.99933	38509.52617	33782.46978	35586.3472	26482.21694	35433.9249	28164.73264	40691.96501	33503.02094	41116.19352	34720.9007	38494.56599	31890.17366	39223.97532	31844.6934	39176.9981	32592.58017	39488.70752	32070.2856	33892.99462	35493.19107	37080.99674	35607.10859	37410.8566	36199.04452	29107.40164	32031.12406
240	300	23262.56101	34823.94067	36510.64825	31855.22783	34955.32699	25014.97343	30379.52025	26290.14685	37432.9731	33424.55044	38875.64579	34929.11269	35865.73245	30963.70505	36728.94064	31086.01814	36622.5529	32289.52998	36251.4593	30160.7777	33261.72967	32222.68784	29499.16927	32866.37422	36499.8832	35899.02485	30222.19836	31229.56378
300	360	22596.58219	30097.60352	32153.60662	29823.17245	29791.41233	24290.35441	28385.68622	25132.50508	33929.39941	30558.88967	35184.27697	30249.36344	32676.53317	29554.45681	32396.34086	29603.38753	32415.09724	29826.67382	32874.0787	28283.96231	32608.63958	32024.50866	26207.25684	33115.23516	34736.17386	34066.80972	30681.9018	28979.84321
360	480	19501.27878	28530.03082	28573.63579	26422.87514	28577.08442	21051.83077	25147.87597	23059.40005	28528.81785	27303.48531	30626.15376	28439.64762	29218.80484	27256.90425	28867.88723	26841.94019	28915.91417	26401.88224	28846.51389	27747.33888	31139.35154	29436.13969	23016.57878	27079.25443	32677.60244	30043.77801	27691.38531	27169.07617
480	600	18131.75026	23624.15704	26655.04982	23501.77809	23876.92673	18825.19997	23338.37454	20616.97036	27612.25113	24205.35079	26302.18205	24833.19827	26252.78263	22689.67884	27084.97764	22702.09277	26802.68125	23277.49596	26294.63081	24293.28932	26634.8473	25619.27548	21181.73503	23225.97995	27130.86363	26165.31791	25883.17594	24677.2628
600	900	16319.42419	19395.28094	20662.37202	19780.29328	18609.55035	17005.76028	18096.13364	17461.64981	21091.32479	19777.47143	22339.65421	20975.26804	21234.97052	20028.64022	21386.51888	19702.67103	21528.5822	19441.42203	21144.08676	20210.67236	22520.09633	20009.58212	18002.41797	20547.85378	22576.31546	21858.96447	23128.3118	19564.7302
900	1200	14349.09868	16332.72238	17405.754	17020.66118	15969.08491	15349.57986	15267.36306	15518.01772	17268.63202	16889.06397	18373.74708	17408.05994	17947.62408	17422.98993	17694.24574	17104.88072	17784.06127	17045.8249	17716.54305	17260.90477	18084.30156	15462.15222	14428.79395	16303.83359	18284.6757	18146.0265	20017.26172	16555.07991
1200	1500	14536.7104	13559.31476	14725.48323	15239.11801	13926.37238	14945.95975	14119.31807	14240.59701	15094.81093	15219.29224	15340.26044	14443.49818	14904.44349	15763.917	15097.38198	15545.58954	15201.99736	15419.40773	15047.60418	15462.29764	15714.54431	15081.92302	14602.0791	14806.8362	15968.40706	14953.60084	18055.69016	13974.72235
1500	1800	12942.48743	12603.8089	13839.80971	13990.11891	13620.79097	13955.36861	13050.30607	13721.37173	13753.72671	13130.42104	13876.53091	12943.1586	14112.25679	13469.05144	13993.29802	13379.56515	14008.93563	13679.07737	13887.27462	13172.53459	12951.51156	11140.57273	12641.29476	13256.85482	12879.93247	13709.57114	15683.85586	12177.29701
1800	2100	11024.78361	11590.54459	13675.11944	12339.12665	11545.93979	11442.31371	11528.03551	12158.18466	12457.3354	11758.53741	12563.0516	12978.29107	13231.74232	12249.52856	13471.0545	12099.42057	13131.6823	11850.80102	12635.27654	12496.99407	12460.19822	13204.86617	12843.99349	12921.46719	11778.48692	11649.37812	14445.91418	12129.22629
2100	2400	9964.18637	10823.06009	11545.61237	10969.15573	11152.74445	10090.06661	10453.38716	10863.20008	10732.43385	10804.19866	12041.17912	10308.39019	11658.8998	10771.18544	11317.30445	10780.89981	11291.91657	10697.85812	11350.30246	10226.41424	10474.97406	10568.74758	11090.68473	11653.42591	10910.09243	11376.57663	11367.88852	9181.64147
2400	2700	10332.18593	9719.42944	10816.1199	10739.79466	10718.13769	11175.32534	9844.953	10962.92235	10935.66575	10080.00602	11152.46143	9987.23792	10513.88912	10258.71935	10585.38434	10382.12927	10563.97614	10720.91892	10589.61596	9112.55633	9630.53801	9832.48981	11593.2762	10954.96777	9429.16565	9466.24271	10059.55648	9438.85008
2700	3000	7971.28742	11477.58249	10042.28216	9883.38821	8720.49347	8669.2971	9542.93466	9413.58707	10223.48117	9501.02983	10206.05438	9369.02118	9869.9366	10066.25898	9984.22481	9827.40219	10072.48463	9467.18978	10130.96693	8979.45794	8963.00658	9549.22639	11073.77165	10295.69023	9667.3766	9966.1811	9611.90223	8047.91795
3000	3300	8720.50858	9071.20152	9084.66828	9810.56002	9105.26787	8980.17419	8090.35991	8888.45626	9634.99603	9052.95271	10193.53596	8981.52808	9479.0341	10022.3311	9365.56755	9784.23552	9555.272	9208.54426	9458.72967	8441.73199	7825.14493	7362.22291	9467.95882	9413.34759	8132.34594	8637.06084	7849.86443	8563.27856
3300	3600	5290.0328	8466.40027	7785.2478	7127.42165	7923.07578	5667.87657	7144.02466	7078.90392	8050.58337	7576.45381	8703.04881	7215.62521	7882.23656	7086.15215	7739.16964	7041.81997	7771.09219	7153.59522	7910.22466	7689.5168	6665.17159	7516.12326	9135.62744	9279.67145	7643.33731	8193.42455	8026.84719	6034.65218
