region	acq	desc	success	VT	VT-se	AIC	BIC	RSS	reduced_chisq
ACC	acq	NA	TRUE	3.1318748668461045	0.015044952375505783	15.78076624565725	17.235486195021252	1.2748376940761654	0.12748376940761655
Amygdala	acq	NA	TRUE	2.5208143623696966	0.0076803346474540015	15.556499004407737	17.01121895377174	1.2512335878684635	0.12512335878684636
Caudate	acq	NA	TRUE	2.314257850203776	0.008744722680035243	7.430344016737458	8.885063966101459	0.63568657269986	0.06356865726998599
Frontal	acq	NA	TRUE	3.0700254391833974	0.014511823903443783	12.323025467281711	13.777745416645713	0.9556856928851052	0.09556856928851051
Hippocampus	acq	NA	TRUE	2.4461828031293855	0.006415441212980557	5.430014790640111	6.884734740004112	0.5380823037848587	0.053808230378485866
Insula	acq	NA	TRUE	3.15015639332003	0.013507536446951735	15.844569622154118	17.29928957151812	1.281633991626367	0.1281633991626367
Occipital	acq	NA	TRUE	3.2724718389707994	0.01587408677348437	12.91165125904605	14.366371208410051	1.0037329061963858	0.10037329061963858
PCC	acq	NA	TRUE	3.204653122440948	0.01207331945220372	9.303185696484046	10.757905645848048	0.7430592394556127	0.07430592394556126
Parietal	acq	NA	TRUE	3.0967402578697163	0.015612202826189697	10.076118519098042	11.530838468462044	0.7924955100465308	0.07924955100465308
Putamen	acq	NA	TRUE	3.0719191370660397	0.006691376280794345	10.866673189130067	12.321393138494068	0.8464629194071328	0.08464629194071328
Temporal	acq	NA	TRUE	3.0670242238849768	0.013161280754711699	11.241682174689712	12.696402124053714	0.8733331907394648	0.08733331907394648
Thalamus	acq	NA	TRUE	2.71924757807992	0.0044697597591995585	11.176484991180025	12.631204940544027	0.8686011518382548	0.08686011518382548
