frame_start	frame_end	parasubiculum	HATA	fimbria	hippocampal_fissure	HP_tail	presubiculum-head	presubiculum-body	subiculum-head	subiculum-body	CA1-head	CA1-body	CA3-head	CA3-body	CA4-head	CA4-body	GC-ML-DG-head	GC-ML-DG-body	molecular_layer_HP-head	molecular_layer_HP-body	Lateral-nucleus	Basal-nucleus	Central-nucleus	Medial-nucleus	Cortical-nucleus	Accessory-Basal-nucleus	Corticoamygdaloid-transitio	Anterior-amygdaloid-area-AAA	Paralaminar-nucleus
0	30	459.06008	49.80613	328.64863	212.66834	163.21075	448.63097	302.81917	256.02359	200.59287	158.7668	200.8449	235.57198	328.21271	128.11607	263.77499	142.01701	261.42074	222.87042	250.94783	203.0924	135.61227	241.4856	178.87138	142.0268	80.61845	79.92901	293.40367	341.69994
30	60	4108.07706	4254.68087	3644.24041	3262.87275	3719.22056	4435.9807	4665.99415	3473.55881	4038.50475	3457.49464	2925.1577	4271.8615	3311.88017	2882.1133	3543.08829	3147.36786	3585.63537	3563.81147	3728.70421	2476.09097	3992.983	3940.7022	3525.74292	4357.77581	4792.22514	3932.73066	5051.15156	4089.59964
60	90	9010.52232	6530.66075	9180.36949	7540.72263	9435.40631	7709.33899	8180.37377	6714.89572	7871.23938	7338.48893	8828.70677	8646.08545	8937.80854	7558.84289	9183.9854	7448.39603	8971.95659	7414.32986	8783.4121	5652.39131	7176.89404	6509.2764	7038.58097	6967.03052	7415.10864	7394.05419	10111.64584	7331.70603
90	120	14409.23381	14670.72466	17029.46914	14755.09499	15070.77218	15228.70152	15793.85285	14201.38134	15222.92237	14296.81199	12366.19616	13954.76877	15889.05443	12976.82047	16492.55393	13839.52134	16372.9074	14159.15609	15539.53894	11627.64807	14276.30269	14944.09836	11980.23096	11857.78617	15829.45956	13330.26435	14509.89668	12861.35237
120	150	15526.6352	20639.71777	20822.51747	19151.7716	19819.62738	17774.31545	19822.62842	17986.71919	21079.6243	17808.56319	20597.47713	22428.64287	20482.31649	20026.42663	21342.04122	19335.99592	21387.55099	18563.23778	21240.1284	17330.52915	19078.60268	19371.67736	17342.5096	19730.93179	19939.42599	17488.63625	18193.37354	19306.29328
150	180	16882.45379	17044.34812	21081.97184	20599.30344	19748.60798	20669.35903	21661.85439	19451.72104	23506.54614	18866.64862	19827.03967	21656.60735	18347.26022	23185.16365	21234.24516	21357.6856	21670.62318	20109.46182	21277.93652	17981.54031	19915.86355	21551.19684	19225.96126	19721.30687	21385.32205	15861.78564	21025.2686	18893.78384
180	240	15353.09911	15166.28512	21914.67179	19017.07293	20102.24154	19380.34174	20722.01204	18827.70267	21743.21162	17903.04915	18997.60421	21182.21343	20063.81118	20889.50682	22070.91251	19908.07111	21750.92634	19129.06362	21105.63181	18463.10494	21918.6849	20127.09852	17867.2959	17136.15565	19978.28012	15537.40848	18984.51263	20330.56437
240	300	16078.60656	15132.31958	20971.00385	18684.49315	19440.71297	20852.00479	18597.69307	18817.93965	20097.95795	17829.94159	17740.75158	19452.80479	19147.54141	21495.39169	20687.46248	19978.12723	20384.14301	19328.75193	19453.78268	17172.61148	18159.02546	17828.96604	16554.70475	16543.59131	17959.42173	14007.54032	17013.47738	18080.44554
300	360	16531.19429	15228.10972	17571.71841	19157.73526	17148.17022	20491.53604	19364.54086	19687.08931	19691.89596	18111.52575	17121.24338	18498.56084	16673.32797	20794.23702	18190.59397	19821.44561	18386.86556	20032.33234	18415.65484	16865.32914	18764.01858	17704.01191	16636.44564	17069.6576	17804.45594	14415.52973	17556.68854	17844.13744
360	480	15717.62264	14408.43623	17924.35901	17024.57544	16620.05626	17792.19597	16108.39075	16500.46422	18836.68911	16830.56832	16014.879	16214.0831	16180.22195	17809.62242	18876.17129	17018.71423	18527.48791	17190.69004	17548.5407	17061.87516	18720.88081	15746.44256	16425.84147	17089.33815	16916.65263	14178.44463	16772.9717	17940.03331
