frame_start	frame_end	Left-AV	Left-CeM	Left-CL	Left-CM	Left-LD	Left-LGN	Left-LP	Left-L-Sg	Left-MDl	Left-MDm	Left-MGN	Left-MV(Re)	Left-Pf	Left-PuA	Left-PuI	Left-PuL	Left-PuM	Left-VA	Left-VAmc	Left-VLa	Left-VLp	Left-VM	Left-VPL	Right-AV	Right-CeM	Right-CL	Right-CM	Right-LD	Right-LGN	Right-LP	Right-L-Sg	Right-MDl	Right-MDm	Right-MGN	Right-MV(Re)	Right-Pc	Right-Pf	Right-PuA	Right-PuI	Right-PuL	Right-PuM	Right-VA	Right-VAmc	Right-VLa	Right-VLp	Right-VM	Right-VPL
0	30	149.4592	286.2494	320.79795	537.9798	659.60818	328.58946	822.75791	175.89744	332.22282	444.88199	847.22241	56.06691	554.91696	509.21581	166.29551	254.10164	226.14019	343.3014	211.47453	324.35639	501.91448	416.45201	341.39131	153.84792	230.79418	359.33858	104.82026	323.4165	206.95494	195.38406	272.07618	281.97315	340.00227	185.86293	93.36936	90.94335	82.4357	317.15586	160.55516	250.65133	245.03213	191.07187	205.24417	130.49878	185.0219	216.59646	196.15013
30	60	5423.26532	3941.0023	5910.00521	5190.41695	4205.17571	4198.70914	4529.60774	5647.42118	6026.19622	5280.12407	4122.71038	2949.28706	4297.55185	5415.83617	4194.21879	4417.74435	4310.03792	3979.49833	3499.71365	4645.39915	4686.24813	1858.15986	3986.95144	4386.10141	4157.14478	4292.64903	4765.21009	4972.69728	4009.26499	3690.53105	3579.90495	5469.57463	4969.53643	4975.87696	4221.79757	3345.85107	3901.97291	4965.65605	3781.83176	4576.13153	3910.0562	3399.12881	3988.71057	3944.05317	4422.05517	2736.11304	3619.62863
60	90	10033.34883	8705.17191	9223.295	9827.89406	8586.4408	10060.03198	10930.97924	9338.94365	11032.01635	10796.29846	12293.10363	8208.1416	8443.24505	12259.50329	9098.34408	9887.72479	9333.85187	8517.90124	8183.07069	9960.61422	10264.64147	7678.55234	9643.16712	9767.56706	9095.35136	13176.545	11278.06744	10793.75894	9803.47424	11738.75804	7911.08117	12698.64728	12086.18642	10236.17178	8941.44835	9119.46387	9365.66156	12946.43534	9188.56543	8623.29595	10341.43632	6744.91458	8387.53159	8462.28542	9768.78459	6716.36599	8113.19682
90	120	18659.67781	17636.3186	21483.90918	18159.85344	20879.55227	17429.73056	19559.37698	15782.09136	22783.35075	20913.7719	16545.30722	14736.87979	16718.90964	20989.8782	16809.73355	18438.02362	17027.64896	14817.65149	16546.29688	17096.25058	18350.539	14385.17813	15637.58741	16234.64974	17523.34987	22703.61735	21782.25112	20021.47595	18969.42953	20600.25047	13830.16549	23998.73054	22567.69694	20756.50781	14315.25841	19977.54688	17495.56361	22089.95039	16979.19151	17239.03817	17520.42261	13159.03221	16941.25254	15161.26905	17453.80286	10764.13303	15390.2976
120	150	24360.86726	24526.20246	26026.45703	25777.27866	22263.75735	24124.94264	26557.32832	19421.34491	30085.41528	28698.89779	20359.3763	22582.5261	24132.61948	29611.65897	22583.73496	26821.62307	24540.28018	20559.35526	25590.18121	23668.10354	24514.36471	16341.86738	21810.22231	21460.85406	21900.6862	33063.44434	28002.30305	28638.93976	23203.40663	27919.18089	17023.99684	33535.23767	31071.66925	22030.6451	20721.78548	25393.14258	22561.77378	30937.62026	22464.34964	23228.41651	24017.73941	17783.23356	22262.10664	21419.11094	24930.07515	13625.32845	20071.58594
150	180	24802.202	27939.59678	27473.71191	26445.72972	24871.51097	27373.32796	33304.62444	22728.51852	33863.48808	29201.61374	25453.89527	23711.51385	21946.23005	34717.85562	25142.86598	28253.95805	24256.99962	20585.80362	28218.18316	24493.06042	26690.83851	19428.1	25327.76922	23115.044	22040.32945	36022.16911	28729.27539	24600.51275	27408.14221	29270.83444	18954.62883	34518.20983	30795.63877	25292.93699	20419.24533	27977.83008	21789.8308	32494.50926	27807.12167	26039.63063	25666.96525	17801.3139	20708.36426	21325.09384	26191.67949	16503.61491	22043.84491
180	240	23807.49834	23401.01735	28526.90918	27257.17048	26156.29706	25511.49785	29729.55299	21494.76382	33775.30557	29902.48784	23801.80415	19912.55327	22287.40881	32050.49242	25557.24932	27618.6565	24181.54953	20288.33502	20620.42014	24565.93791	25913.49984	20479.14805	23140.22612	22294.85882	24402.04156	31520.98519	26950.86549	24923.8234	24817.81604	27285.49558	18584.00601	33036.9376	31310.7234	24149.08654	23105.51248	31538.04492	21884.04703	31032.84472	23879.60694	26007.49645	24838.4596	18853.39831	23968.60195	22247.37601	24603.11062	17433.76497	21897.35522
240	300	21287.1874	23007.95235	26046.53353	24710.53531	22038.61217	22424.81601	24927.89028	19734.47414	30905.45831	26595.26611	24329.33286	22214.6179	21145.08279	28932.12097	23646.56996	25046.83989	22694.97006	19130.81883	22687.15126	23207.76088	26293.71223	17986.45469	23348.48048	21536.43154	23023.1814	30933.35612	28233.87422	22161.38178	22307.59626	26553.72145	17663.04289	30937.85665	27773.51072	23343.94336	22952.69097	25819.19531	26193.41606	30774.74512	22486.82401	24005.14996	22696.32349	18196.33046	21709.28047	21510.03964	25025.40367	16082.40625	22113.07569
300	360	21833.71559	23031.74963	24299.99707	25937.45176	21691.01283	23101.73282	23338.13589	19369.24186	29081.08165	26354.76852	21625.51538	20291.10778	20127.7859	28825.79982	22546.82276	25159.13793	22325.33478	20437.24257	21704.09115	23227.01232	24380.08478	16094.06406	22337.589	22303.86613	22282.96223	26661.1377	27819.93348	21335.87942	19798.5874	22838.36617	15398.93645	30170.77173	27274.71105	22007.12406	20111.51497	24731.08984	21347.09233	27312.05817	20499.14753	22182.24731	21709.234	18561.00346	23416.39258	21901.87391	23790.06861	16007.15788	19884.34603
360	480	19730.14171	21140.89017	22142.0179	23736.19779	20420.43638	19733.66646	21565.45044	18013.89601	26101.29463	23451.67233	19219.55319	20122.45668	19926.28563	26165.07149	20907.38299	22082.41254	20276.11291	18130.4614	20926.84657	21296.51465	22252.7817	16192.88711	20217.12877	20560.2527	21702.64913	23625.28955	25494.70472	17330.5737	19961.88207	20847.40922	16389.30807	26580.51912	23505.11063	20853.36673	22123.19455	23928.62891	19950.15179	25873.19087	21616.0736	22815.04533	20395.03494	18090.93678	22113.05605	20457.25234	22323.21405	15434.67676	20253.16717
480	600	17760.37191	21930.6932	18873.39372	23079.01559	17380.50265	19734.57246	17991.30342	16125.32223	24099.60408	21057.95833	20386.54174	18403.12322	17214.74171	23771.09437	19262.18409	19177.77053	17902.61231	18037.00686	23443.92643	20074.36881	20963.47622	16122.21523	19671.5053	17805.73898	20268.12137	23010.73804	23521.30065	16269.42635	18191.36252	18933.49788	15630.06273	24660.20831	21396.51731	20251.11774	19897.7895	22275.74219	20961.64797	23392.73997	19511.81678	20528.53541	18227.57847	17296.76334	20630.97852	19831.83512	20767.93461	12449.18815	18370.92852
600	900	15785.61241	17863.36962	16244.93066	19398.44888	13654.80938	16751.20498	14704.79873	15402.0655	19704.1933	17272.656	16625.34207	15244.43617	15544.36652	19732.63145	17651.10385	17047.60876	15608.83896	15946.10423	16985.45345	17483.11323	18094.77132	14481.53203	17282.43491	15204.65137	18312.30919	18320.96045	20178.36052	12669.74311	16329.22253	15360.11885	12620.73287	19742.28741	17745.73951	16709.92297	16083.39399	20381.32617	16305.57395	18936.56158	17469.49955	16616.54632	15017.68704	15449.08968	18086.99531	16588.34165	18078.2055	12581.85959	16654.96894
900	1200	12365.28348	15045.79377	12876.49935	15749.23221	11071.50981	15139.50192	12066.64743	12049.15072	15286.07657	13585.65425	13965.20224	15151.95579	13738.64226	15701.33891	14551.9651	13730.20277	12766.66415	14041.88681	15694.62782	14972.23262	15244.5512	13140.36875	14718.21464	12782.62931	15127.98847	14250.47754	16892.27136	10286.43508	14038.60366	10632.68025	11814.59691	16366.82537	14319.08557	14434.13638	14171.09939	16751.64062	14473.83971	15619.51863	15164.67653	14830.41351	12925.12497	14053.45354	16359.4999	15366.1628	15395.85227	10929.17068	14253.07705
1200	1500	11928.32613	13478.27183	11330.7946	13722.83207	9833.03743	12874.85289	9552.85709	9458.23891	13262.76631	11664.5571	11486.19345	12345.72603	12017.82533	12954.85739	12130.23008	11509.68431	10892.74884	12647.04891	14215.10135	13546.45338	13491.38786	12036.56953	13227.94212	12338.80483	13994.76168	12397.19214	15119.39203	9407.51108	13725.07504	9557.51227	10203.79718	13463.60417	11796.60691	13509.70781	13161.27973	14354.56152	11824.03863	13687.85044	13510.62567	11877.44834	11133.90078	13792.37212	14726.21406	14106.69328	13562.22504	9910.40766	13236.91875
1500	1800	9718.63139	12235.25202	9459.896	12613.67582	8361.88191	12789.4842	8391.87527	9914.38798	12124.07888	10736.91327	11483.06413	11423.46866	10584.94969	11782.86171	11969.61416	10419.37027	10250.178	11559.82549	12097.25467	12053.79897	12153.61086	10624.15313	11978.36019	11458.02272	11585.84057	10345.18726	13101.24119	8555.74946	12003.73743	8075.41269	9336.49609	11071.24985	10497.19252	12147.90763	10102.41802	11653.71289	11041.24774	11106.1005	12046.07469	10344.86026	9720.24712	12139.70562	11610.77686	11944.9507	11707.90826	10678.398	12002.94218
1800	2100	9322.31572	11700.34603	8615.89111	10854.87101	7517.62586	11071.65214	7025.39162	9288.41471	9634.62248	8786.93206	10311.34791	12792.84473	9520.79561	9832.97192	10965.46123	10209.58739	8894.68499	10771.18932	12317.03396	10822.26827	10385.85118	10817.61543	11030.69127	10021.58522	12419.85921	9684.5328	11921.78264	7078.93755	11826.14461	7672.78025	9091.09401	10524.04736	9572.18403	10296.72934	13247.9675	11497.24805	9620.88145	10943.87825	10699.32519	9700.82897	9272.11596	10969.3729	13132.85186	11422.93118	10753.80528	8883.6709	10953.62377
