Left-Cerebral-White-Matter	2.59154
Left-Lateral-Ventricle	1.59844
Left-Inf-Lat-Vent	2.13478
Left-Cerebellum-White-Matter	2.11055
Left-Cerebellum-Cortex	1.96405
Left-Thalamus	2.21993
Left-Caudate	2.01584
Left-Putamen	2.52863
Left-Pallidum	2.39975
Brain-Stem	1.79188
Left-Hippocampus	2.04441
Left-Amygdala	1.98801
CSF	1.46580
Left-Accumbens-area	2.01459
Left-VentralDC	2.16677
Left-choroid-plexus	1.63512
Right-Cerebral-White-Matter	2.58045
Right-Lateral-Ventricle	1.72056
Right-Inf-Lat-Vent	2.02827
Right-Cerebellum-White-Matter	2.05485
Right-Cerebellum-Cortex	1.94629
Right-Thalamus	2.20717
Right-Caudate	2.05260
Right-Putamen	2.49442
Right-Pallidum	2.28096
Right-Hippocampus	2.02358
Right-Amygdala	2.04766
Right-Accumbens-area	1.96507
Right-VentralDC	2.14012
Right-choroid-plexus	1.81115
Skull	0.83148
Vermis	1.85204
Pons	2.21043
ctx-lh-bankssts	2.60181
ctx-lh-caudalanteriorcingulate	2.55262
ctx-lh-caudalmiddlefrontal	2.39973
ctx-lh-cuneus	2.65630
ctx-lh-entorhinal	2.11915
ctx-lh-fusiform	2.76016
ctx-lh-inferiorparietal	2.60284
ctx-lh-inferiortemporal	2.80193
ctx-lh-isthmuscingulate	2.72152
ctx-lh-lateraloccipital	2.39952
ctx-lh-lateralorbitofrontal	2.68698
ctx-lh-lingual	2.82083
ctx-lh-medialorbitofrontal	2.50866
ctx-lh-middletemporal	2.53799
ctx-lh-parahippocampal	2.26656
ctx-lh-paracentral	2.40216
ctx-lh-parsopercularis	2.77780
ctx-lh-parsorbitalis	2.30868
ctx-lh-parstriangularis	2.49045
ctx-lh-pericalcarine	3.01077
ctx-lh-postcentral	2.19080
ctx-lh-posteriorcingulate	2.83127
ctx-lh-precentral	2.43413
ctx-lh-precuneus	2.63475
ctx-lh-rostralanteriorcingulate	2.31358
ctx-lh-rostralmiddlefrontal	2.57813
ctx-lh-superiorfrontal	2.38010
ctx-lh-superiorparietal	2.39592
ctx-lh-superiortemporal	2.50032
ctx-lh-supramarginal	2.48303
ctx-lh-frontalpole	2.35028
ctx-lh-temporalpole	2.27198
ctx-lh-transversetemporal	2.75151
ctx-lh-insula	2.70650
ctx-rh-bankssts	2.73155
ctx-rh-caudalanteriorcingulate	2.36165
ctx-rh-caudalmiddlefrontal	2.44479
ctx-rh-cuneus	2.90750
ctx-rh-entorhinal	2.00251
ctx-rh-fusiform	2.74290
ctx-rh-inferiorparietal	2.51829
ctx-rh-inferiortemporal	2.60955
ctx-rh-isthmuscingulate	2.61500
ctx-rh-lateraloccipital	2.59158
ctx-rh-lateralorbitofrontal	2.68834
ctx-rh-lingual	2.85548
ctx-rh-medialorbitofrontal	2.45994
ctx-rh-middletemporal	2.66642
ctx-rh-parahippocampal	2.22930
ctx-rh-paracentral	2.49921
ctx-rh-parsopercularis	2.66752
ctx-rh-parsorbitalis	2.54621
ctx-rh-parstriangularis	2.67444
ctx-rh-pericalcarine	2.95009
ctx-rh-postcentral	2.30781
ctx-rh-posteriorcingulate	2.70846
ctx-rh-precentral	2.37480
ctx-rh-precuneus	2.59718
ctx-rh-rostralanteriorcingulate	2.47204
ctx-rh-rostralmiddlefrontal	2.69010
ctx-rh-superiorfrontal	2.38630
ctx-rh-superiorparietal	2.45295
ctx-rh-superiortemporal	2.49811
ctx-rh-supramarginal	2.49594
ctx-rh-frontalpole	2.56153
ctx-rh-temporalpole	2.12651
ctx-rh-transversetemporal	2.68625
ctx-rh-insula	2.50407
