index	name	volume-mm3
203	parasubiculum	43.0
211	HATA	58.0
212	fimbria	59.0
215	hippocampal_fissure	80.0
226	HP_tail	685.0
233	presubiculum-head	116.0
234	presubiculum-body	134.0
235	subiculum-head	181.0
236	subiculum-body	225.0
237	CA1-head	529.0
238	CA1-body	124.0
239	CA3-head	102.0
240	CA3-body	110.0
241	CA4-head	138.0
242	CA4-body	114.0
243	GC-ML-DG-head	150.0
244	GC-ML-DG-body	135.0
245	molecular_layer_HP-head	302.0
246	molecular_layer_HP-body	213.0
7001	Lateral-nucleus	613.0
7003	Basal-nucleus	408.0
7005	Central-nucleus	40.0
7006	Medial-nucleus	2.0
7007	Cortical-nucleus	18.0
7008	Accessory-Basal-nucleus	254.0
7009	Corticoamygdaloid-transitio	157.0
7010	Anterior-amygdaloid-area-AAA	27.0
7015	Paralaminar-nucleus	38.0
