index	name	volume-mm3
8103	Left-AV	142.0
8104	Left-CeM	69.0
8105	Left-CL	7.0
8106	Left-CM	236.0
8108	Left-LD	28.0
8109	Left-LGN	265.0
8110	Left-LP	112.0
8111	Left-L-Sg	13.0
8112	Left-MDl	264.0
8113	Left-MDm	806.0
8115	Left-MGN	95.0
8116	Left-MV(Re)	9.0
8118	Left-Pf	45.0
8120	Left-PuA	236.0
8121	Left-PuI	186.0
8122	Left-PuL	169.0
8123	Left-PuM	1061.0
8126	Left-VA	364.0
8127	Left-VAmc	7.0
8128	Left-VLa	552.0
8129	Left-VLp	902.0
8130	Left-VM	8.0
8133	Left-VPL	965.0
8203	Right-AV	136.0
8204	Right-CeM	76.0
8205	Right-CL	19.0
8206	Right-CM	242.0
8208	Right-LD	31.0
8209	Right-LGN	274.0
8210	Right-LP	119.0
8211	Right-L-Sg	6.0
8212	Right-MDl	219.0
8213	Right-MDm	754.0
8215	Right-MGN	97.0
8216	Right-MV(Re)	10.0
8218	Right-Pf	43.0
8220	Right-PuA	198.0
8221	Right-PuI	197.0
8222	Right-PuL	130.0
8223	Right-PuM	1072.0
8226	Right-VA	350.0
8227	Right-VAmc	5.0
8228	Right-VLa	576.0
8229	Right-VLp	865.0
8230	Right-VM	1.0
8233	Right-VPL	983.0
