index	name	volume-mm3
4	Left-Lateral-Ventricle	3945.0
5	Left-Inf-Lat-Vent	125.0
7	Left-Cerebellum-White-Matter	13060.0
8	Left-Cerebellum-Cortex	45533.0
10	Left-Thalamus	7375.0
11	Left-Caudate	3257.0
12	Left-Putamen	4872.0
13	Left-Pallidum	1833.0
14	3rd-Ventricle	497.0
15	4th-Ventricle	1047.0
16	Brain-Stem	18481.0
17	Left-Hippocampus	4114.0
18	Left-Amygdala	1521.0
24	CSF	896.0
26	Left-Accumbens-area	518.0
28	Left-VentralDC	3802.0
30	Left-vessel	35.0
31	Left-choroid-plexus	502.0
43	Right-Lateral-Ventricle	3348.0
44	Right-Inf-Lat-Vent	151.0
46	Right-Cerebellum-White-Matter	12890.0
47	Right-Cerebellum-Cortex	46544.0
49	Right-Thalamus	7067.0
50	Right-Caudate	3396.0
51	Right-Putamen	4872.0
52	Right-Pallidum	1879.0
53	Right-Hippocampus	4068.0
54	Right-Amygdala	1576.0
58	Right-Accumbens-area	588.0
60	Right-VentralDC	3640.0
63	Right-choroid-plexus	502.0
85	Optic-Chiasm	65.0
251	CC_Posterior	1043.0
252	CC_Mid_Posterior	678.0
253	CC_Central	737.0
254	CC_Mid_Anterior	666.0
255	CC_Anterior	919.0
1001	ctx-lh-bankssts	1816.0
1002	ctx-lh-caudalanteriorcingulate	2195.0
1003	ctx-lh-caudalmiddlefrontal	6079.0
1005	ctx-lh-cuneus	3238.0
1006	ctx-lh-entorhinal	1417.0
1007	ctx-lh-fusiform	8372.0
1008	ctx-lh-inferiorparietal	8456.0
1009	ctx-lh-inferiortemporal	7766.0
1010	ctx-lh-isthmuscingulate	1993.0
1011	ctx-lh-lateraloccipital	11572.0
1012	ctx-lh-lateralorbitofrontal	6505.0
1013	ctx-lh-lingual	5689.0
1014	ctx-lh-medialorbitofrontal	4101.0
1015	ctx-lh-middletemporal	8380.0
1016	ctx-lh-parahippocampal	1718.0
1017	ctx-lh-paracentral	3157.0
1018	ctx-lh-parsopercularis	4140.0
1019	ctx-lh-parsorbitalis	1850.0
1020	ctx-lh-parstriangularis	3347.0
1021	ctx-lh-pericalcarine	1993.0
1022	ctx-lh-postcentral	9522.0
1023	ctx-lh-posteriorcingulate	2583.0
1024	ctx-lh-precentral	12763.0
1025	ctx-lh-precuneus	8008.0
1026	ctx-lh-rostralanteriorcingulate	2330.0
1027	ctx-lh-rostralmiddlefrontal	11034.0
1028	ctx-lh-superiorfrontal	20258.0
1029	ctx-lh-superiorparietal	11347.0
1030	ctx-lh-superiortemporal	9465.0
1031	ctx-lh-supramarginal	9842.0
1032	ctx-lh-frontalpole	917.0
1033	ctx-lh-temporalpole	2100.0
1034	ctx-lh-transversetemporal	1337.0
1035	ctx-lh-insula	6240.0
2001	ctx-rh-bankssts	1620.0
2002	ctx-rh-caudalanteriorcingulate	1560.0
2003	ctx-rh-caudalmiddlefrontal	4480.0
2005	ctx-rh-cuneus	3501.0
2006	ctx-rh-entorhinal	1734.0
2007	ctx-rh-fusiform	6813.0
2008	ctx-rh-inferiorparietal	10170.0
2009	ctx-rh-inferiortemporal	7441.0
2010	ctx-rh-isthmuscingulate	1684.0
2011	ctx-rh-lateraloccipital	11648.0
2012	ctx-rh-lateralorbitofrontal	6184.0
2013	ctx-rh-lingual	6482.0
2014	ctx-rh-medialorbitofrontal	4283.0
2015	ctx-rh-middletemporal	8362.0
2016	ctx-rh-parahippocampal	2406.0
2017	ctx-rh-paracentral	3681.0
