frame_start	frame_end	Left-AV	Left-CeM	Left-CL	Left-CM	Left-LD	Left-LGN	Left-LP	Left-L-Sg	Left-MDl	Left-MDm	Left-MGN	Left-MV(Re)	Left-Pf	Left-PuA	Left-PuI	Left-PuL	Left-PuM	Left-VA	Left-VAmc	Left-VLa	Left-VLp	Left-VM	Left-VPL	Right-AV	Right-CeM	Right-CL	Right-CM	Right-LD	Right-LGN	Right-LP	Right-L-Sg	Right-MDl	Right-MDm	Right-MGN	Right-MV(Re)	Right-Pf	Right-PuA	Right-PuI	Right-PuL	Right-PuM	Right-VA	Right-VAmc	Right-VLa	Right-VLp	Right-VM	Right-VPL
480	600	22280.20402	32434.92493	21503.10686	34748.06512	13966.1739	25526.50873	14699.24903	27895.00691	32843.22286	28985.72362	32647.14661	33947.65169	28714.32784	27675.10013	28198.72502	18307.41771	20358.55903	27063.01163	35916.55022	28922.05638	28484.56968	18809.3313	26790.38998	20086.33371	32045.1168	20970.8439	36560.3733	13609.37639	27186.1917	16399.34916	26572.5957	34448.08816	29513.97443	32192.02167	32042.10488	31253.66043	28223.32046	29091.28611	20634.406	19929.74286	25062.96785	32545.38125	28699.14886	29797.05094	20244.13477	28013.91348
600	900	16036.05256	27052.70151	14270.08482	26797.74136	10890.46143	22267.23055	11070.19564	22071.89243	23821.69621	21877.06387	26157.83209	28497.02474	23485.05469	18852.37427	22269.97731	12719.07978	14405.7559	21769.10976	28763.67411	22576.93204	21907.57855	17850.1499	21281.28275	15087.42468	28326.01246	14831.08121	28166.43798	12381.72203	24633.50446	12190.07246	21530.95003	24982.82753	22228.75925	28244.46593	29352.48711	24176.98914	19593.32759	23634.47209	14390.42945	14573.45766	22039.49661	30081.25195	22610.31671	22671.18199	17363.89648	22013.45928
900	1200	11153.21464	20343.24192	11869.14202	20028.77124	12986.19109	19396.84769	12658.2933	16561.68074	15231.92845	14585.38076	22288.35331	22961.70681	17424.08181	12272.99677	15852.45481	10323.47021	10441.05955	16577.72226	23180.02679	16144.92201	15985.10984	15069.51147	15549.08184	10424.17417	20344.22574	11278.34288	20188.67854	13322.37771	19988.35868	12659.16567	15468.896	15497.08674	14702.84793	22705.71687	22313.66504	17891.11948	12301.06869	16173.78516	11505.82374	11027.67099	16163.44939	22542.1918	17126.24196	16488.31975	15061.30176	15836.69378
1200	1500	11061.48635	15561.80279	11396.00879	14583.43481	12795.84469	16112.33301	13182.61714	12860.25248	12321.40481	12147.09269	17084.94442	18253.6849	12313.82726	10392.01909	11691.0134	10128.13639	10256.93778	12743.54307	18214.5957	13571.0057	13400.87958	12852.69604	12008.41548	10648.27642	15684.12324	12403.10639	15977.11918	13570.13716	16793.69921	13560.59754	11728.67269	12871.71578	12600.4209	17903.44624	17953.02676	14677.24553	10632.76311	11792.25458	10836.83569	10114.8006	13029.02422	16739.52754	13721.67879	13819.17677	13812.14551	13053.82031
1500	1800	10666.33676	11976.79719	12389.96582	10573.94058	13015.60774	12776.00422	13567.15204	9754.39355	10701.11188	10823.38819	13203.6609	13400.67339	10163.62256	9676.56837	8819.86678	11236.94193	9974.24784	10859.85245	13746.33566	11910.25022	11466.97792	12045.62964	10512.4533	10277.2414	12105.56593	12225.03187	11448.8466	12427.43259	14395.11953	12703.29882	9199.24813	10654.66639	11160.1763	13598.4086	13639.12256	10624.05923	9930.93073	10062.42146	11344.13257	10117.3091	10370.94858	13231.8041	11552.85374	11754.632	12846.24414	11797.97539
1800	2100	9546.32979	9870.98291	10871.3757	9635.04463	10545.19102	11112.65485	12207.65663	8007.1946	10204.60198	10264.38365	10303.49175	11830.26736	8991.18339	9438.44507	7747.64599	10843.48175	9580.7504	8548.54156	12684.19629	10028.77503	10205.14152	11658.71252	9835.47573	10268.1738	10492.22589	10667.03734	9094.406	10928.40644	12026.47992	12072.37185	7891.52694	9711.81782	9988.78744	9857.46388	12588.5374	8446.62899	10150.3268	8329.82306	11971.2588	10086.55115	9139.19665	11963.63789	10465.67889	10458.74646	11977.67773	11112.62667
2100	2400	9366.49124	8669.31739	10340.56445	6821.06505	9365.2823	9551.15217	10602.18876	6956.28012	9430.12816	9216.12927	7596.05749	9279.89073	7330.73657	8481.4384	6957.37853	10076.83702	9227.6302	8389.69002	9132.5671	9695.81277	9468.4501	10618.73291	8750.1481	9627.92861	10497.79788	10917.74815	8476.4733	10233.56196	10132.41412	12333.99175	7228.4847	10007.48798	9940.67221	7910.07625	11591.03818	7949.23748	9386.19798	7066.2075	9825.23204	9270.15561	8803.35355	11448.21074	10299.42359	10715.69947	10196.36816	10021.08017
2400	2700	9088.57553	7337.68591	9830.35617	7536.00813	8756.60631	7816.63209	9819.08544	7949.38401	8448.15985	8510.34292	7399.30994	8099.22369	7537.42363	8195.73553	6360.14825	9610.74845	8780.44565	7638.32748	7848.47552	9322.87401	9147.2836	9918.81787	8280.52831	9116.12182	7241.11582	9907.71161	7693.76794	9479.9576	9727.59952	10360.59771	6346.9978	8414.91282	8487.40895	8349.24662	7903.20938	8011.6477	8597.32248	6555.88458	9424.08206	8283.48537	7649.69179	7619.42285	8634.42251	9129.68398	9540.22754	9440.15018
2700	3000	7367.13565	6040.74459	7668.31738	6761.60928	7306.92779	8275.60192	8541.01222	6287.12523	7314.592	7256.50206	6460.5754	6706.87354	6334.68296	7703.42263	6104.18106	8516.48588	8560.98885	6570.08012	6167.20382	7606.09591	8194.77073	9639.94812	7953.64226	8162.98703	7147.63754	9148.1819	6018.1396	9026.93547	8921.05354	10192.14283	6376.36556	7680.21874	7354.13679	7282.78753	8252.02373	6544.71205	8174.68987	7081.07402	10002.68838	8925.9568	7619.16822	7858.05752	8663.88417	8670.41818	10506.23633	8975.12187
3000	3300	7765.70302	5585.71416	8132.25391	5835.97399	6672.77551	6855.56176	8368.27024	5870.91474	7675.49977	7336.06196	5124.57859	6146.15527	5800.85798	8399.17414	5289.86931	9441.70857	7807.26973	6307.88628	5690.91371	7785.48616	7745.48238	8510.42651	7873.84041	8594.67707	6120.37957	7131.42915	5210.38168	7028.67203	6829.1542	7502.5019	5047.79382	6920.2668	6835.8704	5336.0269	6386.81636	4795.73979	7463.68338	5187.57516	8166.46042	7825.97265	7003.57636	6450.03184	7379.72852	7417.49957	8937.09375	7868.18741
3300	3600	6725.52735	6775.56346	6928.4043	5334.70893	5998.28437	6093.02401	6737.48145	4883.71034	7573.6487	7663.11083	4830.68956	7692.48155	5967.46023	6867.8675	5059.76008	7749.20371	7225.02439	6545.95844	7435.29953	7546.21011	7246.16422	8585.92236	6877.84999	8349.65754	5847.33621	7494.13451	4956.4866	7247.58203	7608.31341	7966.47464	6729.59481	6543.79496	7182.08502	5512.14993	7363.5875	5738.43148	6573.05109	5862.48499	8444.87127	7390.03744	7131.99263	6096.01113	7870.15699	7096.0273	8413.91602	7788.83652
3600	3900	6642.06648	5773.16083	7474.99393	5695.40573	5927.34256	4864.24363	6794.49344	4752.1425	7707.11999	6988.27949	4006.75624	5564.29291	5706.01761	7107.63053	4204.96003	7741.53933	7422.60786	6023.26397	6045.11175	6548.12582	6751.57494	8117.28046	6624.07266	6696.99653	5117.10493	6844.18465	5331.62676	6218.27449	6480.22141	6606.1745	6403.20182	6270.14854	6811.93916	6441.17512	5634.48027	5121.68898	7303.74757	5098.44664	8440.67575	7205.3337	6087.58293	5242.90586	6614.74589	6746.39937	8847.26465	7499.58322
3900	4200	7085.83194	5665.668	6270.71449	4474.3262	4865.87901	5105.53907	6164.20311	4036.69785	6715.90396	6875.2282	3811.91969	4691.77143	4403.44696	6569.67323	5364.85364	6191.37215	6377.51525	5839.38753	4748.65918	6108.28751	6248.18939	8048.84613	6336.2872	7056.88014	5476.67972	5958.48522	4852.62362	6053.38675	5924.13052	6156.8305	4641.05554	6333.35833	6288.17625	5285.03808	5099.3561	4387.80811	7183.10887	4738.99448	8128.51609	7860.16126	5570.45937	5565.21406	6078.29552	6465.2543	6680.02588	6614.43774
4200	4500	6563.50404	4358.42767	6150.09584	4286.62833	4701.92682	5726.38427	5560.83997	4679.17328	5781.74034	5708.94069	3498.36907	4590.80968	4754.92822	6156.26939	4575.86377	6651.4248	6454.04152	5482.91195	4311.63281	5796.72945	5544.20765	4943.05005	5558.69811	5909.44777	4300.55141	6899.83476	4699.314	6034.80926	5213.80168	6407.80838	3784.70219	6962.78254	6350.40992	3016.58902	4978.62397	4791.71043	6551.50524	4218.73587	6608.77219	6628.00246	4911.24858	4037.78472	6047.87026	6139.545	7383.30762	5895.60243
4500	4800	4810.91442	4871.40873	4902.11572	4331.37362	4472.95416	3866.6246	4965.74604	4307.75387	5047.15954	5061.73112	3371.46659	4939.00187	4536.5013	5227.61158	3787.51255	6048.73734	5421.46163	4901.2058	4456.33562	5520.08446	5856.02024	6483.2597	5853.8029	6077.72517	4309.52283	5118.20602	4649.05053	4613.81313	4248.60037	4323.5384	5096.73397	5158.72155	5237.31803	3584.46829	4425.02175	4518.94881	5645.4836	4597.12135	6380.46411	6722.59217	5166.45357	3957.48032	5472.16758	5717.43914	5376.59619	6393.78279
4800	5100	5250.08197	4499.93343	5015.43869	3904.29917	4108.00875	4692.0329	6147.20167	3833.3147	4737.48761	4103.7707	3658.84721	3452.94458	4412.49021	4985.85043	3461.29119	4997.6844	5306.33855	5183.09073	4043.48371	4727.59334	5211.14268	6015.10718	4567.04119	4910.39155	3423.72781	4436.51312	3893.75763	3808.47194	4118.72754	4245.32913	4953.91728	4456.77891	3999.33067	3328.45877	3259.85117	4059.39445	6318.52448	4945.1858	6780.31588	6940.79007	4375.98388	3188.80835	5306.25103	5220.53299	7200.21143	5826.38101
5100	5400	4911.62458	6337.75545	4339.91225	3261.24555	3555.62909	3674.60912	4594.64911	5061.61597	5582.43383	6065.76675	3048.03433	5145.25	2639.55942	5618.91155	4097.28444	6629.06741	6050.98895	4562.70893	5937.29792	5420.53586	5279.15105	5230.28552	4666.61061	4558.63175	4664.73893	4372.93222	4542.18055	3436.37562	3720.36994	4396.23788	5042.65047	5437.53507	5469.48171	2834.48693	3664.67698	4713.75997	4856.19199	4413.36653	5665.41849	5091.43151	4737.4888	4010.35195	5274.5483	6104.07299	5498.08838	5705.51222
5400	5700	4033.72955	4737.12913	4905.25698	3880.17763	4893.64483	3086.08419	5288.18211	3443.58179	4305.40151	4374.63157	2263.17598	3850.04517	3917.62572	4903.37662	3366.74358	7264.09128	5162.33453	4409.5541	4530.23158	4566.84228	5016.44629	3573.85284	4876.73354	4664.51623	3562.81445	4948.11194	3885.41584	3846.57498	3995.36062	4112.43411	3356.34469	5598.9103	4906.23003	3466.13824	3047.84597	3540.34956	5852.10545	3558.71069	6179.69056	4923.19421	3004.17381	3184.09751	3613.98451	4794.65324	6121.44824	5570.65505
5700	6000	4979.3853	3677.40365	3784.98668	2002.48303	3215.09481	5251.64627	4384.61273	2190.05487	3304.98392	3011.15004	2950.15175	3221.21148	2576.57884	3934.57002	3254.69418	5138.00176	4193.52759	4835.99995	3278.37503	5537.30648	4591.05833	3409.40848	4048.81877	4749.66071	3229.10463	3536.84083	3248.78002	3249.24937	4559.19336	3384.9879	4102.51375	4395.00227	3550.69246	3062.01023	3785.00435	2836.76451	3893.82633	4953.21733	4332.88152	5589.08693	3204.70856	2934.66162	3802.46394	4886.235	6104.94287	4439.10516
6000	6300	2285.25872	2650.5563	3655.06475	4043.76029	4513.15505	4519.11753	4058.39454	4853.67824	4151.63987	4493.15274	3612.1596	3241.62801	3984.78862	4695.49745	5512.72226	4150.34512	5061.38215	2505.96812	2751.2742	3365.9008	3925.60552	7361.79504	5139.86572	2877.82746	4800.23079	3750.02035	3766.80617	4103.48964	5085.46296	4068.57866	4698.73092	6110.53103	5153.36941	5560.37962	5654.11738	3457.87039	4783.25943	4260.45263	5911.47552	4531.25832	3843.46669	5047.36377	4059.68386	4363.42662	4862.24805	4172.72446
6300	6600	4653.04987	4687.01225	5424.44671	2864.20003	6251.01633	4975.87932	4165.98132	3258.95053	3847.36753	3755.09911	4227.96734	4944.16938	2665.75321	3055.52337	3374.42972	4578.70507	3236.91012	4514.97878	3166.12054	4452.33078	3831.32149	4201.73312	4002.59638	3341.63593	5721.47536	4565.11275	2585.8861	4344.19085	4113.05323	3981.43627	2832.5977	4456.28565	4012.7557	3334.68824	5958.87671	2827.96844	3933.25642	2664.83851	3396.85089	3386.86599	4886.12828	6141.62314	3352.52787	3977.46973	3864.5022	4269.63814
6600	6900	2946.78718	3290.67138	5598.91497	2752.84836	4555.46746	2022.28896	8263.66916	3298.60421	3227.33758	2767.26747	1834.54494	3799.79674	2888.93646	4598.55054	2372.41231	3907.60123	2780.21117	3982.9226	3313.83043	4000.27433	4245.41391	2646.62766	4336.90675	4142.38362	4232.0876	2323.59778	4183.9857	2194.80879	3864.87938	3566.35708	1954.15664	4326.75892	3793.54774	3564.36777	3874.49109	2737.42998	4427.12734	2668.32683	3665.25866	3956.91567	4376.83472	3741.72861	3799.1407	3355.63758	3656.20386	3355.42374
6900	7200	3627.51672	1198.97389	4167.0255	3313.65882	4886.83922	2267.24553	4605.91308	2786.50101	4004.27111	4039.08507	2610.82258	610.92577	2052.995	4231.31589	2549.4377	3854.65084	4345.96324	2385.3088	654.31118	3612.33815	4599.34721	2886.00793	2700.43977	3936.16189	2651.92261	2328.91593	1609.88059	1996.20223	4594.53349	2294.12169	5132.12817	2529.30187	2508.95604	4977.17897	1484.04384	2648.94199	2503.8576	3872.16073	7037.34785	4839.97925	5085.46694	3254.99507	4330.78166	3793.86884	4706.27197	4163.12586
