frame_start	frame_end	parasubiculum	HATA	fimbria	hippocampal_fissure	HP_tail	presubiculum-head	presubiculum-body	subiculum-head	subiculum-body	CA1-head	CA1-body	CA3-head	CA3-body	CA4-head	CA4-body	GC-ML-DG-head	GC-ML-DG-body	molecular_layer_HP-head	molecular_layer_HP-body	Lateral-nucleus	Basal-nucleus	Central-nucleus	Medial-nucleus	Cortical-nucleus	Accessory-Basal-nucleus	Corticoamygdaloid-transitio	Anterior-amygdaloid-area-AAA	Paralaminar-nucleus
0	30	148.77734	108.23751	36.61652	46.96956	36.40186	57.27708	39.71235	42.94841	24.45099	61.50593	35.5259	58.04335	44.98611	53.78381	26.22499	60.74353	27.31992	51.04863	33.33824	53.5274	81.74073	121.29204	262.515	240.40318	117.78638	86.42479	101.79737	96.37879
30	60	4139.05688	3778.11764	4237.23994	3799.83621	3141.70294	3950.7783	4373.77352	3219.31761	3721.90704	3479.25657	2862.05011	3722.82795	3311.4657	4129.54461	3919.95848	4059.57115	3939.67471	3418.05723	3698.79214	2864.512	3488.87306	3500.14521	3597.25631	3320.74115	3455.18151	4480.24681	5884.17473	3242.48546
60	90	13215.53829	10707.52216	12492.50194	12473.44375	11144.97621	13550.26247	12573.45109	12525.67637	10705.50914	11948.78252	9405.89382	12833.78003	10993.01805	13644.66142	11717.2071	13261.40155	11747.81162	12671.8198	11302.01694	10951.02929	12119.5254	10975.49739	9689.64544	9164.63023	11865.4902	12037.10279	13876.20236	11701.50007
90	120	21168.615	16115.26533	20581.92784	20300.16534	19453.68385	21444.75321	21551.55328	19530.43963	18912.34435	19055.14077	15645.39733	19980.96524	17448.48414	20657.90664	19603.53525	20559.17844	19758.76123	20144.31556	18961.25748	16797.04189	18644.92184	17272.13983	16160.67034	15542.86323	18201.31655	17977.22494	22203.119	17668.21878
120	150	27111.40769	23098.30374	29955.77616	27955.77308	28398.18324	29327.79339	27471.57361	27135.67501	27491.79477	25581.60134	22245.88001	30004.11586	26363.81448	31276.40014	28662.85878	29562.7492	28444.97798	28252.03781	26942.76517	24180.14262	27291.9175	25554.81341	23318.87835	22161.69131	25255.4075	23902.35633	30003.90398	26364.5306
150	180	24733.74581	25529.5403	31026.06045	29696.18989	30058.60338	28887.15006	31551.0144	29635.81916	30673.40613	27611.23544	25855.33889	29449.2216	27877.8954	29765.41626	30910.24215	29112.30932	30970.77371	29394.56772	29870.06467	27297.41141	29267.21468	28250.14777	26664.11942	27370.07923	28608.75551	25730.46842	32008.68352	27370.09006
180	240	24100.51975	23861.49299	29753.56522	29948.81363	28278.20289	29583.75315	29400.2001	29644.08641	30460.95606	26546.44813	25587.16878	29067.40621	27878.73045	30204.65161	31016.42377	28753.01293	30692.0657	29236.82482	29517.21904	27540.86427	28151.04595	29225.58549	25128.60742	27173.08093	27745.95106	24165.93011	27949.85596	27652.4367
240	300	23748.70742	24445.20217	28350.1141	27330.02697	26226.34798	28646.40504	28978.57189	28363.90795	28197.27042	25701.10323	22811.57062	27457.97391	24719.17374	28591.38796	28046.47777	27824.47696	27984.44528	27805.50712	26827.82193	28440.28637	27580.21313	28753.16386	25051.29157	25692.74058	27309.3477	23576.45998	26234.25656	26778.90713
300	360	24941.03833	21467.21632	26960.53544	27407.43866	24311.68947	29228.92514	27019.9201	27936.17452	28663.67819	25086.04824	23676.76718	24377.05427	23837.8159	27003.01706	27771.17101	26395.1606	27796.25323	27362.96875	26602.31989	27234.36781	27432.61365	26444.00937	24166.93862	24042.55394	25521.6116	22909.86055	24572.19754	26615.59753
360	480	20909.9565	19976.65008	24725.64497	24865.91369	20872.49555	25513.19319	25932.0975	26841.9333	26276.43827	23273.61762	20222.95143	22771.98337	22129.71634	25546.84951	24989.44896	24831.90689	25021.88158	25379.9153	24163.03293	26060.24729	24422.14449	24330.67447	24114.38504	23741.3096	22727.8053	21468.50019	23534.55528	24490.40171
480	600	19269.88394	20058.78043	21858.5537	21879.62093	17603.11022	22720.7718	23814.71546	23479.76706	23210.28278	21073.0646	18063.36306	19806.88404	19359.91675	21009.61294	21905.73304	21149.88053	21952.0302	22120.39804	21332.34496	23906.37544	22416.43884	24778.59491	22479.76032	22845.24124	22510.60664	20776.96635	20725.50809	22424.04742
600	900	16420.40454	19414.29618	19083.36517	18170.84114	13615.34317	18228.91345	21463.18216	19809.93038	19536.07468	17956.09223	15719.32986	17691.70305	17092.38567	17162.57606	18495.93286	17533.94864	18723.73554	18359.02407	18373.37113	21578.43918	20073.7687	24068.71791	22927.86105	23183.53876	21358.64006	20356.22635	20405.82516	18799.29796
