global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	std_dvars	dvars	framewise_displacement	rmsd	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25
48.887322105825085	n/a	2389.970262678694	n/a	39.10788417449234	n/a	1529.4266046055084	n/a	23.251255017401544	n/a	n/a	540.6208598842404	24.02171174676573	n/a	n/a	n/a	n/a	0.2943040906151566	n/a	0.0866148977528143	n/a	-1.4144905737477984	n/a	n/a	2.000783583221376	1.883649745282753	n/a	3.5481363629037803	n/a	0.0008836078796271	n/a	7.807628849390996e-07	n/a	0.0039277321968742	n/a	n/a	1.5427080210362227e-05	-0.0103054578939936	n/a	n/a	0.0001062024624048	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2451.760774420268	2402.8734523144426	6011130.894985871	5773800.827837528	4678.129863777879	4639.021979603387	21884899.02237044	21520524.92724333	2038.768643476205	2015.5173884588037	4062310.3431797954	4156577.5816218047	2052.4134194481258	0.750024	347.315308	0.0	2.5181520400677017e-14	0.2943040906151566	0.0	0.0866148977528143	0.0	-1.4144905737477984	0.0	0.0	2.000783583221376	1.883649745282753	0.0	3.5481363629037803	0.0	0.0008836078796271	0.0	7.807628849390996e-07	0.0	0.0039277321968742	0.0	0.0	1.5427080210362227e-05	-0.0103054578939936	0.0	0.0	0.0001062024624048	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
9381.908264063964	6930.147489643697	88020202.67531171	48026944.22821483	17060.128747754632	12381.998883976754	291047992.88996404	153313896.36280158	7895.688239253895	5856.91959577769	34303507.1514047	62341892.771492265	7930.639939522879	2.050465	949.513794	0.0	2.5181520400677017e-14	0.2943040906151566	0.0	0.0866148977528143	0.0	-1.4144905737477984	0.0	0.0	2.000783583221376	1.883649745282753	0.0	3.5481363629037803	0.0	0.0008836078796271	0.0	7.807628849390996e-07	0.0	0.0039277321968742	0.0	0.0	1.5427080210362227e-05	-0.0103054578939936	0.0	0.0	0.0001062024624048	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
16921.41238262298	7539.504118559016	286334197.0227863	56844122.35376837	29995.29083893818	12935.162091183547	899717472.5124887	167318418.32519197	14850.237832736491	6954.549593482597	48365760.04820895	220529563.6888382	14824.786488606773	2.354719	1090.405396	0.0	2.5181520400677017e-14	0.2943040906151566	0.0	0.0866148977528143	0.0	-1.4144905737477984	0.0	0.0	2.000783583221376	1.883649745282753	0.0	3.5481363629037803	0.0	0.0008836078796271	0.0	7.807628849390996e-07	0.0	0.0039277321968742	0.0	0.0	1.5427080210362227e-05	-0.0103054578939936	0.0	0.0	0.0001062024624048	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
23382.3399050442	6460.927522421218	546733819.4350224	41743584.449979976	41161.803077461926	11166.512238523745	1694294032.587754	124690995.57310057	20886.29494587277	6036.057113136279	36433985.47304308	436237316.5659905	20710.36178273809	2.277423	1054.611572	0.0	2.5181520400677017e-14	0.2943040906151566	0.0	0.0866148977528143	0.0	-1.4144905737477984	0.0	0.0	2.000783583221376	1.883649745282753	0.0	3.5481363629037803	0.0	0.0008836078796271	0.0	7.807628849390996e-07	0.0	0.0039277321968742	0.0	0.0	1.5427080210362227e-05	-0.0103054578939936	0.0	0.0	0.0001062024624048	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
25831.64989063427	2449.3099855900728	667274136.0723056	5999119.405511242	45102.230842739205	3940.42776527728	2034211226.991736	15526970.973368095	23671.491946444803	2785.1970005720323	7757322.331995445	560339530.9706012	23453.278681454613	1.720187	796.5711669999998	0.2829007884944169	0.1659110227532201	0.3137003029201537	0.0193962123049971	0.0984078800521962	0.0003762130517805	-1.28440336380379	0.1300872099440084	0.0169226821910165	1.6496920009504907	1.9454612840326744	0.0618115387499214	3.784819607670062	0.003820666322633	0.0007930966780299	-9.051120159720002e-05	6.290023407020629e-07	8.192277614568984e-09	0.0026007511124739	-0.0013269810844002	1.7608787983561957e-06	6.763906349034229e-06	-0.0103200821579059	-1.462426391229954e-05	2.1386909497658663e-10	0.0001065040957459	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
26032.40691807151	200.7570274372374	677686209.9480573	40303.3840654357	45024.34437479089	-77.88646794831584	2027191586.379764	6066.301889464031	24291.34053899981	619.8485925550085	384212.27769242495	590069225.1816556	23988.55594001116	1.413323	654.471008	0.584667544796286	0.2510416276437196	0.2758121654621845	-0.0378881374579692	0.0760723506169394	0.0014355109600339	-1.185461989504745	0.098941374299045	0.0097893955481837	1.405320128560548	1.894929593391368	-0.0505316906413064	3.5907581639103747	0.0025534517590687	-0.0019512022353436	-0.0027442989133735	3.8071901632098615e-06	7.531176525942973e-06	0.0004453230869034	-0.0021554280255705	4.645869973414745e-06	1.9831265172917322e-07	-0.0072736822488906	0.0030463999090152	9.280552405648426e-06	5.290645345782622e-05	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
25361.502705631447	-670.9042124400621	643205819.4877511	450112.46226982	43026.69088293493	-1997.6534918559628	1851296128.335636	3990619.473524321	24318.787056090147	27.446517090334964	753.3113003900493	591403403.8794577	23957.1471530878	1.117712	517.58136	0.3974953847010961	0.1956489276393733	0.4417555186026618	0.1659433531404773	0.1951479382159067	0.0275371964515051	-1.1986242795123871	-0.0131622900076422	0.0001732458782452	1.4367001634365892	1.9926751037053088	0.0977455103139408	3.970754068926963	0.0095541847865327	-0.0003783884594544	0.0015728137758892	1.431778262482741e-07	2.473743173626843e-06	0.0006295776940459	0.0001842546071425	3.394976025323702e-08	3.963680728401529e-07	-0.0079294984906396	-0.000655816241749	4.3009494294178315e-07	6.287694631305569e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
24358.051175888413	-1003.4515297430336	593314657.0871989	1006914.972543634	40177.6760501799	-2849.014832755027	1614245652.7931995	8116885.517258153	24217.06174921248	-101.7253068776663	10348.038059355382	586466079.7651702	23817.87445944941	1.173214	543.282837	1.001503804038711	0.4542395304300786	0.2594316550995756	-0.1823238635030862	0.0673047836677051	0.033241991202692	-1.0475814670701027	0.1510428124422844	0.0228139311904751	1.0974269301487487	1.9000881313645688	-0.0925869723407399	3.610334906952499	0.0085723474472249	-0.0083889238674196	-0.0080105354079651	7.03740436533622e-05	6.416867752226418e-05	-0.000289242096559	-0.0009188197906049	8.442298076072324e-07	8.366099042184587e-08	-0.0053478505741577	0.0025816479164819	6.664905964675336e-06	2.8599505763518843e-05	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
22436.379373973963	-1921.67180191445	503391119.4128843	3692822.5142731294	35576.62839225199	-4601.047657927913	1265696487.7603903	21169639.550523933	23210.67298555824	-1006.3887636542386	1012818.3436095068	538735340.4425231	22790.726591145834	1.194829	553.292542	0.4486413632576141	0.2596781484092112	0.2420202271433709	-0.0174114279562047	0.0585737903465288	0.0003031578234741	-0.9373823970689444	0.1101990700011582	0.0121438350291201	0.8786857583347202	1.7907461913143976	-0.1093419400501711	3.206771921707021	0.0119556598539352	-0.0054094192065701	0.0029795046608494	2.926181615240949e-05	8.87744802402389e-06	0.0003226309639006	0.0006118730604596	3.743886421161973e-07	1.0409073886743025e-07	-0.0047054497904652	0.0006424007836925	4.126787668887385e-07	2.2141257730588997e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
