frame_start	frame_end	parasubiculum	HATA	fimbria	hippocampal_fissure	HP_tail	presubiculum-head	presubiculum-body	subiculum-head	subiculum-body	CA1-head	CA1-body	CA3-head	CA3-body	CA4-head	CA4-body	GC-ML-DG-head	GC-ML-DG-body	molecular_layer_HP-head	molecular_layer_HP-body	Lateral-nucleus	Basal-nucleus	Central-nucleus	Medial-nucleus	Cortical-nucleus	Accessory-Basal-nucleus	Corticoamygdaloid-transitio	Anterior-amygdaloid-area-AAA	Paralaminar-nucleus
0	30	1661.05872	968.30122	914.21717	887.94636	682.83721	1152.55284	1027.70556	667.05598	781.30349	785.80241	500.82521	1142.20635	756.29251	960.90757	784.70148	990.55428	782.28486	799.41826	752.25215	595.1288	1190.66805	492.86664	752.83587	572.05444	786.97813	1519.07648	2980.95337	887.30847
30	60	10959.28384	9732.57307	10018.21895	10395.31712	9858.02754	10329.22905	10881.85053	7891.34312	9194.28314	8876.58417	7840.53417	11995.60983	8850.67523	10582.31871	9603.42718	10449.64279	9601.85465	9414.21267	9421.69193	8155.82772	10383.84016	8301.46587	8568.45144	9225.08938	10410.09287	10806.26383	14020.67673	9217.23531
60	90	22684.73908	20291.82999	23041.64745	22612.09907	22528.45039	22981.17235	21726.74114	19002.47223	20626.49808	20114.90219	19524.70622	24600.99708	21486.81629	22208.68245	22898.0727	21793.94666	22506.9758	21212.03769	21982.19241	19467.99732	21725.06645	19802.18582	19333.14867	21758.1835	21119.82224	20937.6663	24358.35645	21237.32051
90	120	31517.45578	29418.4769	34541.41999	35258.8075	33291.61838	33427.21899	34454.31499	32386.2517	31783.20474	31188.31878	26261.97356	38403.87201	31759.76283	34637.50818	33891.23462	33489.3445	33279.70952	33417.08622	31963.67737	29006.08521	31515.94171	31036.02989	28829.07457	31416.9276	31749.61731	31102.54421	36922.32354	30206.06222
120	150	33960.58532	33764.84834	40587.26206	37417.48732	38925.91376	38398.14053	36610.02248	37372.22027	37902.05535	35810.92221	35600.49048	42111.89253	37754.89191	40373.0162	39785.97655	39139.84819	39300.46883	38634.00113	38048.84422	33276.89913	33664.9059	34537.79232	32122.28303	32458.79183	34263.29676	30095.29377	36658.96211	34173.21577
150	180	32068.40852	30921.37729	39447.51009	38556.92218	37902.15491	38842.75283	35956.02132	39260.90236	37370.15829	35369.87869	33168.11958	38316.0608	36733.29637	40394.18201	39599.82304	38811.48726	38667.27656	39053.07445	37102.56953	36856.97709	37739.55921	36396.31201	35345.49201	34954.44849	35567.84664	30385.24498	34949.74023	34751.26255
180	240	32335.64919	29938.86573	38300.48051	38927.67344	37465.77494	39096.80859	34653.44111	38411.96928	36907.60623	35143.19942	32514.08887	37655.38753	35550.33624	39794.98906	37651.39472	38207.7023	37137.0028	38593.86032	35753.44038	35741.90143	36637.23808	33698.98554	34088.48769	33626.23333	37153.14693	30758.17849	28750.81504	34270.0805
240	300	30178.19934	29723.30485	35745.57801	35957.02482	35497.72847	35404.42735	33227.75956	36363.2448	35071.64375	33101.42675	30262.55878	35924.63776	32153.18173	36916.44824	35274.44586	35294.99738	34862.50582	36093.93313	33510.43579	36453.17789	34880.04322	33705.78974	32397.65743	30355.9975	33119.57568	28244.93217	33566.77988	32734.88196
300	360	30409.19713	27821.85567	33378.00334	34118.8693	32805.96205	35028.82043	29808.36268	35758.58016	33546.96535	32426.61056	29265.32347	33732.66503	30312.07582	35348.6047	33318.69567	34178.41115	32912.54698	35018.36797	31785.17525	33876.10863	35015.20513	33294.91846	33030.7497	29998.08698	33265.32948	26549.1303	29512.83835	34296.95821
360	480	27039.42679	25924.21753	31276.50468	31265.69401	29221.2851	32287.16803	28540.16569	32685.93661	30729.27202	28894.42476	27669.44181	28724.16966	28552.31341	30780.68143	31099.64999	30036.15601	30817.60517	31392.67278	29751.37804	32600.02201	31384.09105	30715.05773	29832.25752	30173.64598	30604.6929	26066.76063	29665.52061	29609.84116
480	600	23904.3092	23033.25563	28212.37617	28922.67305	25349.37559	28826.9997	24999.64106	30796.33782	27403.98242	27337.47364	24760.0024	25353.09239	25509.324	29286.34005	27457.06589	28269.10538	27197.02859	29403.66234	26232.77687	29505.62999	29050.21834	27262.60083	29678.39287	28174.00459	27624.43241	23878.90436	26233.94326	28937.48158
600	900	20876.9084	21284.72809	25126.8898	24330.55548	21895.84488	24495.20157	23371.01936	25992.93041	24266.5913	23205.34013	21393.84713	22196.8847	22740.86924	24011.06015	23949.70101	23303.55072	23865.61475	24552.7542	23205.80453	26489.52131	25306.94912	25887.31494	26816.06475	25406.12541	25065.6252	21825.18194	23674.67256	24148.11251
900	1200	18437.06886	21077.7964	22438.13907	21002.24728	18724.79599	21218.85667	19985.94179	22400.60818	21210.75661	20141.88221	19474.14065	19354.55938	21243.38821	20206.55847	21475.41231	20223.08799	21280.65652	20858.59701	20770.22417	23371.12654	21493.43384	22668.19341	24827.29729	24120.27189	22362.35322	20622.08978	20749.48294	20323.68234
1200	1500	15552.07783	18135.26366	19265.52909	18318.06316	15963.40463	17991.49271	17670.87614	19336.94042	17852.00077	17859.13204	16916.04292	18284.9159	18430.56246	17861.02957	18245.94964	17964.94641	18191.58181	18407.47693	17830.39436	20697.66392	18429.5481	20925.33293	22093.95531	22290.96743	19689.85174	17955.77523	17881.88188	17267.22733
1500	1800	14133.6677	17390.62651	17800.64847	15555.11459	14011.77259	15488.54178	16160.25797	15819.86694	16616.81879	15208.83464	16074.27811	16452.918	17633.3068	15590.54681	17036.64298	15704.31322	17008.40628	15517.08404	16826.71126	17908.52382	15710.34009	18293.22963	19781.65359	18585.75273	16679.30742	16149.33356	15267.63688	14914.62733
1800	2100	12762.86028	15737.14544	16212.23767	13995.93973	12439.81264	13346.54774	14244.12167	13827.92034	14831.36341	13861.92954	13952.18203	16031.31281	16134.02771	14134.908	15557.62185	14490.0683	15352.35812	13846.35148	14949.57717	14665.0224	13090.7736	16667.45017	17997.0256	17565.32483	14991.95763	14557.16494	13343.69412	12041.51238
2100	2400	10622.5617	14141.70244	14129.00006	11661.14951	10739.90433	10821.1001	12475.64829	11073.5874	12462.96617	11847.04188	13063.63185	14501.38128	14723.90282	12161.94942	13510.90429	12450.71841	13401.54872	11596.9288	13367.37742	13744.67712	12297.27569	15020.47016	15111.00252	15999.17951	14108.14158	14128.79966	12895.63783	10516.51853
2400	2700	10396.71456	12438.75665	13876.82691	10733.91085	9859.31385	10319.68544	11459.77878	9902.19328	11197.07114	10913.82946	11615.70636	12995.48854	13516.6106	11535.32713	12284.82902	11646.05688	12213.10447	10825.80748	12046.24551	11873.67821	10856.13019	13637.55641	13908.81291	14872.88704	12285.27805	12274.51714	11711.56431	9937.96413
2700	3000	9414.62451	13091.64151	12485.43428	9454.90647	9220.52803	8990.09425	10060.61831	8442.96561	10270.65726	9902.81704	11319.7297	12147.12845	13332.94002	9987.38352	11695.25681	10394.57923	11598.38088	9399.377	11542.4746	10007.65159	8916.52918	11933.17935	11688.06078	12597.1501	11000.66781	10981.25529	9601.30501	7594.52512
3000	3300	8015.47658	10547.03156	10685.95532	8682.98264	8546.00725	8024.82375	8738.50261	8221.47724	9406.75462	9095.17725	11013.11113	11411.14544	12007.4285	9480.82673	10445.26012	9598.71406	10305.24772	8827.83493	10468.61063	8983.75298	8525.34855	10719.53139	10950.39113	10807.35	9777.14754	9928.04594	8688.02854	7220.73011
