index	name	volume-mm3
203	parasubiculum	46.0
211	HATA	67.0
212	fimbria	76.0
215	hippocampal_fissure	83.0
226	HP_tail	671.0
233	presubiculum-head	113.0
234	presubiculum-body	143.0
235	subiculum-head	173.0
236	subiculum-body	200.0
237	CA1-head	503.0
238	CA1-body	129.0
239	CA3-head	93.0
240	CA3-body	101.0
241	CA4-head	108.0
242	CA4-body	116.0
243	GC-ML-DG-head	142.0
244	GC-ML-DG-body	140.0
245	molecular_layer_HP-head	271.0
246	molecular_layer_HP-body	222.0
7001	Lateral-nucleus	707.0
7003	Basal-nucleus	455.0
7005	Central-nucleus	44.0
7006	Medial-nucleus	24.0
7007	Cortical-nucleus	17.0
7008	Accessory-Basal-nucleus	275.0
7009	Corticoamygdaloid-transitio	187.0
7010	Anterior-amygdaloid-area-AAA	30.0
7015	Paralaminar-nucleus	39.0
