frame_start	frame_end	Left-AV	Left-CeM	Left-CL	Left-CM	Left-LD	Left-LGN	Left-LP	Left-L-Sg	Left-MDl	Left-MDm	Left-MGN	Left-MV(Re)	Left-Pf	Left-PuA	Left-PuI	Left-PuL	Left-PuM	Left-VA	Left-VAmc	Left-VLa	Left-VLp	Left-VM	Left-VPL	Right-AV	Right-CeM	Right-CL	Right-CM	Right-LD	Right-LGN	Right-LP	Right-L-Sg	Right-MDl	Right-MDm	Right-MGN	Right-MV(Re)	Right-Pf	Right-PuA	Right-PuI	Right-PuL	Right-PuM	Right-VA	Right-VAmc	Right-VLa	Right-VLp	Right-VM	Right-VPL
3300	3600	5440.72722	5898.978	5558.29031	5062.41601	5100.83016	7250.50884	5070.30893	5628.65567	5268.70247	4978.79204	5893.29902	6608.7666	5113.36601	5611.43944	5527.79918	6828.16271	6285.05239	6071.84663	6583.41469	6355.22985	6291.75469	6856.97559	6849.1083	6590.14979	6953.09778	5801.45742	6030.55142	5170.68984	6884.31935	5240.49951	5968.28163	5793.00783	5265.88647	6531.42799	5753.31676	6292.82188	5924.57852	6859.33001	6474.95289	6136.5008	7567.60533	7707.12636	7472.56052	6680.56776	6425.05778	6301.41505
3600	3900	4966.7195	5231.57234	5013.51387	7133.60286	4552.20361	7466.35664	4847.14047	6453.00479	5150.86753	4894.20421	7307.59125	5978.53325	6188.04033	5945.66466	6009.53313	7383.13532	6048.11317	6074.22312	5844.82596	6338.66543	5679.40089	7068.84668	6433.76624	4743.89454	4760.90537	4578.0763	6048.58863	3480.52602	7782.61704	3897.09924	5005.14334	4590.59017	4429.19854	5576.96394	4701.31052	6320.56315	5498.16017	5590.54099	6014.41023	5448.1531	5885.52693	5065.72331	5869.83801	5537.03046	6530.89453	5758.94839
3900	4200	4781.24828	5422.806	5173.61107	4755.12909	5058.68966	6601.96617	5976.23461	5555.54752	4946.39421	4919.94333	5258.98969	4451.72747	4066.29348	4856.09861	5537.52491	7320.17241	5428.25627	5030.62417	5965.63728	6101.62283	5892.56994	7059.38672	5872.65756	4566.15094	6493.00291	4593.63364	5344.15456	4736.65134	6709.28232	4853.14276	6516.21305	5968.76814	5381.16491	6847.22527	5470.62558	4288.8346	4588.57087	5780.43907	5626.86809	5132.97851	5593.40899	7353.44575	5584.46884	5807.57837	6791.25114	6177.14926
4200	4500	4337.66774	5984.46863	4384.81876	4407.39389	4479.88865	6148.16567	4313.33242	5158.39702	3878.1542	4174.86967	4921.63534	4764.3592	3544.95962	4878.98935	5313.99696	5616.85169	5441.4609	5914.48695	6383.51102	5695.38066	4664.30635	7869.94189	5350.02876	4277.95325	3833.04484	5047.23301	4588.35962	4946.95316	5880.70582	4279.64324	4838.05054	4292.48497	3937.11543	4635.44751	4074.89495	3178.02242	4759.64624	5089.66167	5240.08438	4947.9125	4787.24614	4327.9391	5860.29648	5890.73424	8043.08952	6213.39723
4500	4800	5358.64227	5203.38581	4950.04624	6281.4368	5023.35454	7023.10733	3845.13058	4291.04711	4521.34251	4411.80678	5297.4659	4528.45959	5385.69475	4900.2535	5761.91694	5075.92583	5828.15521	4997.32312	4508.99372	5327.9221	5391.14807	7374.96289	5375.10034	4863.30102	4854.34514	4434.84132	3772.76359	4261.93613	6044.90788	2684.68739	3824.86759	4419.76861	4167.63589	5853.69694	5331.28094	3573.9669	4232.8567	4255.4816	5476.77102	4858.00278	5127.77406	4326.82935	5058.38794	4599.18105	6603.21712	5149.44257
4800	5100	3779.17834	4447.9807	3861.12421	5012.53675	3990.58168	6382.95953	3938.59893	2867.58143	3623.72723	3781.24808	4248.75731	4033.10715	4203.69775	4273.91315	4813.4224	4283.57743	4657.04891	4730.78671	4631.36823	5543.71339	5482.71906	7695.36865	5350.78209	4413.52923	3479.32223	4060.31348	5355.10755	4419.15364	4852.67578	3640.34358	5126.35031	4432.06112	3544.95358	5524.99197	3038.25175	4270.12702	4581.94949	4398.57564	4795.38401	4293.20564	4764.94417	3461.82704	5467.75969	5239.76282	6678.52181	5164.24492
5100	5400	3828.23936	4125.08294	3565.62905	5348.11471	3271.30739	5254.52275	4744.10998	6769.38846	4719.77117	3892.22329	6124.12096	4077.77744	5200.79348	4176.19849	5248.00677	4530.34417	4479.76951	4709.586	4785.21931	5403.66926	5816.96007	3174.43164	4802.22921	3254.75249	4089.29918	3728.61071	5989.08939	3331.11863	5371.11206	4078.7888	3721.09285	3741.57451	3954.94966	5738.10275	3799.95885	6806.70095	4150.44287	3788.88321	5154.9557	5276.49009	4345.3485	5329.93077	4422.17254	4396.94218	6023.57585	4927.01941
5400	5700	3921.47358	7682.63698	4009.19141	3577.39069	4416.67897	5810.13416	3727.36766	4780.67203	3614.61988	4251.91679	5012.4115	5679.06221	3520.03346	4251.46771	5546.75554	6101.11271	4016.42549	5538.51179	7920.63749	5054.8936	4239.52636	5188.10645	5571.31561	3125.30373	3303.98765	3875.03358	4740.30285	3379.06716	4272.68563	3554.80417	4057.35506	5584.77372	4487.12777	3879.94713	2489.44094	4417.43875	3714.13462	3468.33838	4245.13583	4043.67181	3983.87103	3010.37739	4275.99902	5477.58168	6184.889	4991.92384
5700	6000	3547.13666	3564.54245	4526.61814	3510.5378	5064.52374	5628.49007	4133.21461	3507.09668	2905.54898	3155.45412	4010.21437	3740.58708	2833.27256	4217.42239	4679.72632	4226.84192	4507.47268	4246.32875	3466.75691	5024.61723	4174.52761	5653.66797	4582.05439	3253.06041	4068.4013	3080.63135	4169.41655	2336.42223	4811.4023	3301.28748	4560.12568	3609.90158	3692.68645	3994.58278	3996.85416	4727.97728	4568.78418	4721.67135	5374.31108	4204.51942	4476.7639	4059.36336	4637.74825	3822.78949	5793.17839	5051.94147
6000	6300	3598.97121	4891.76296	3515.23885	2768.93987	2091.78834	4192.43239	3808.16357	3345.52184	5100.67035	5288.72118	5444.77237	5209.05396	2922.53536	3696.42293	4169.57424	3996.77749	4275.91453	4196.04441	5841.24142	4343.22215	4518.21499	6193.37793	4053.37559	2483.92918	3830.33177	2659.29198	4199.24975	1490.381	2919.5156	2865.37868	4544.98912	3804.98922	4359.43263	3999.82551	4782.8426	3837.75311	4380.34158	3401.07182	4917.70582	4062.93175	2848.01425	3806.09405	3668.326	3534.28829	5007.04012	4308.36071
6300	6600	2947.36039	5533.37248	2698.72566	5140.91408	1733.04427	4578.59406	2618.92955	3867.03791	4537.76168	4481.97163	6041.34883	3487.20623	6130.43098	5263.93656	3879.60496	5082.55073	4483.43981	4553.7274	6829.77183	4709.32202	4322.48761	5421.00537	5704.07657	3052.05204	4626.50938	2740.94674	4183.72649	2066.91585	4966.70771	1714.4104	1711.53151	3622.42174	3896.54457	2402.69457	3939.05038	4234.02798	3491.50425	3135.40376	4297.57062	3994.88993	3746.56123	5884.51736	4554.03764	5179.26681	5876.62809	5074.98481
6600	6900	3156.79293	5618.04009	2911.43361	2743.13336	3918.77728	4934.62724	4368.75568	3667.46208	4496.40675	4907.69583	4176.41406	7255.55552	1809.05825	3873.93469	5116.65595	4478.69525	4114.96821	3827.38531	8013.44106	4051.19591	3063.80288	6416.99561	4067.23871	1973.17101	3479.64512	1798.09492	5950.35189	1265.2016	3596.88435	1916.3058	1945.78182	3413.04064	4092.34674	2407.88621	4954.49157	4982.78691	4660.52012	3068.66763	5107.19167	3409.14223	4179.33181	4442.92299	3641.24058	3402.99011	5433.80314	4817.48655
6900	7200	3416.68178	2673.48363	4144.43262	5139.80672	2878.69156	2915.97744	3488.40872	2764.47356	5149.35078	4300.63362	3338.69563	2273.15045	4072.65578	4281.51361	3490.37911	3815.53258	4238.23333	2561.28462	2399.33196	3669.00462	4598.707	1510.0957	3847.96122	2408.46221	4466.04313	2197.45811	4938.87833	2872.55688	5165.00966	4447.41528	3802.62451	4342.83358	4421.22725	4991.38309	6607.79577	4321.04937	4901.81502	4355.76547	3612.47752	3286.59933	4819.87903	6232.04053	4435.10198	3904.2515	4811.81624	4543.49869
