frame_start	frame_end	Left-AV	Left-CeM	Left-CL	Left-CM	Left-LD	Left-LGN	Left-LP	Left-L-Sg	Left-MDl	Left-MDm	Left-MGN	Left-MV(Re)	Left-Pf	Left-PuA	Left-PuI	Left-PuL	Left-PuM	Left-VA	Left-VAmc	Left-VLa	Left-VLp	Left-VM	Left-VPL	Right-AV	Right-CeM	Right-CL	Right-CM	Right-LD	Right-LGN	Right-LP	Right-L-Sg	Right-MDl	Right-MDm	Right-MGN	Right-MV(Re)	Right-Pf	Right-PuA	Right-PuI	Right-PuL	Right-PuM	Right-VA	Right-VAmc	Right-VLa	Right-VLp	Right-VM	Right-VPL
0	30	1.20983	3.73087	1.76423	10.32284	1.57069	6.97603	1.75197	2.07491	3.50906	5.2758	1.4536	10.33031	4.78438	9.09771	4.88266	14.75365	2.67743	3.03375	8.93956	3.41334	7.45121	57.98324	26.38972	0.47471	6.6899	3.09458	31.60523	2.32758	25.31817	0.71179	9.50273	10.00389	9.10054	16.63396	2.1504	23.43106	3.3549	3.31922	4.43405	2.81375	2.5306	2.03904	16.96822	19.48491	1.52489	6.70206
30	60	2310.11387	1711.34307	2484.08813	1863.93696	3082.19417	3773.82015	2421.52635	3362.76613	2671.39948	2254.59406	3231.12579	2087.69033	1399.36087	2313.22484	2949.10193	2389.74168	2433.85207	1713.41622	1903.19182	2176.85176	2360.76641	1688.30313	2083.02843	2687.13612	1455.02663	3116.70746	1901.82143	2575.10777	2085.77801	2436.08311	2437.79907	2196.58003	2357.80952	2515.90975	1345.92352	1783.87659	2177.76408	2061.92501	2326.92143	2881.12247	1547.48735	1281.41597	1983.86083	2321.16227	1560.18579	1733.31787
60	90	9617.23584	7483.78373	12328.52497	10058.55768	14074.57429	11480.30879	14272.26277	13178.04267	12136.7228	11013.28024	11862.45954	7895.64681	8627.28179	11817.38086	11390.23898	11170.13121	11002.4223	7578.615	7943.41371	7567.04121	9118.99166	8192.24554	9689.05063	11166.73811	8405.64096	14243.97471	12182.37134	13716.63231	10244.18943	14099.55246	10817.58984	13289.13375	11571.92167	12499.85689	8844.04219	10614.68806	12325.28645	9714.13952	11672.91418	10036.98452	9185.63806	8397.35771	10385.60582	11772.01087	9351.98633	10393.77302
90	120	19026.09406	18127.44586	25826.00223	19189.84229	26213.93736	21126.81467	28572.67256	24044.18803	25011.28559	22961.13375	20791.86185	21695.60265	18795.57474	26551.81887	22225.33835	20943.19208	21351.32843	16125.07267	19049.86468	17215.73565	20620.7237	15039.86609	19798.02288	19913.44357	20703.46067	26242.79749	22564.4408	26758.63111	18302.50072	28578.92652	17988.56283	24619.64908	23087.03394	19588.63677	21711.48203	22000.88894	24053.24432	18281.17318	21342.57257	19322.76653	18136.22488	21171.82227	21604.08971	22753.64688	13876.75977	20047.02468
120	150	29149.12754	26630.78133	37428.14509	29033.34348	38212.81222	25179.43911	42173.2534	27457.69261	33371.73899	33755.75376	27310.89418	27678.86871	29742.91402	37245.23978	25838.97072	31445.22523	28587.28713	22873.11588	27485.83064	26376.50534	29823.47279	21657.08716	28093.61479	30005.08637	27156.04978	40713.82165	30652.61585	36811.72379	27499.25482	43326.7843	28625.38346	39061.21045	36379.58109	27462.4284	26349.1168	29982.86219	36726.17751	26891.04334	32636.49229	29393.04114	24526.77781	25765.68594	28527.62841	32764.93623	17775.4668	28924.68883
150	180	30597.68271	27316.19636	43836.16239	34403.50057	41351.89893	31917.78673	45065.85617	30122.68224	39190.02033	38831.41002	29388.53758	30021.72005	35860.87387	39182.60041	30943.12932	35503.6285	31297.85302	24688.31901	28873.10407	28984.78081	34169.7082	25487.27344	31448.01901	31495.90873	28925.49841	47124.18914	36949.51663	45716.99761	29535.49497	49335.70365	28612.44434	44917.22982	39425.55783	29592.8188	29784.88555	38934.51503	42860.70496	28191.79098	39937.22441	32707.17526	26711.62829	28193.71641	30970.28599	38558.96055	20660.79492	34002.04025
180	240	33115.40071	32011.34157	41381.4894	35347.53823	38461.58412	28480.50083	46467.6724	32447.65219	40188.78759	38425.10922	28783.48947	33405.46159	33140.5957	41365.23606	30305.44174	34886.42525	32765.15767	28631.5296	30959.49135	30574.04888	34676.82603	26045.07178	33330.49138	32522.0471	31503.31738	42254.00863	37099.58344	37659.57983	30947.87645	46540.81923	30646.54688	43185.47329	38869.0682	30466.09005	33742.02715	34375.33671	42180.20904	29743.1535	38141.07299	32170.50552	27661.8628	30854.50547	32501.49425	38518.58319	22140.31055	34019.76575
240	300	32336.92729	28938.80667	38277.31557	33774.75381	35601.55455	29941.73239	40503.57846	28169.17548	39604.87823	36017.58885	29446.82938	27414.16536	31512.20994	39865.37332	28785.94393	32775.92657	31024.00568	26945.89374	27330.29129	30365.13119	34354.55658	24372.14209	31119.05957	33424.19567	30221.36423	41748.5588	36503.05917	40137.51852	29688.17078	46365.23011	27920.15267	41139.5566	36107.2611	28700.1362	31256.1252	31425.95894	41774.48473	29581.36076	39523.30865	32524.03891	28712.73193	29777.71602	32123.46082	37374.72528	23055.59766	34005.74243
300	360	29109.19274	29087.89385	36827.97433	34702.32046	31574.69957	28690.46445	38227.69184	26248.14663	38798.21815	35841.95049	29571.19054	25179.31988	33743.72743	38007.07576	28153.36911	30010.30428	29979.45777	26029.85324	26101.4615	28982.95884	32072.8559	21392.77051	29462.84428	29739.12869	29431.5293	37860.36164	36040.11343	33182.55399	27076.55137	38125.79185	29343.03646	42010.85148	36273.28529	29016.27328	26991.78867	31811.16756	38396.17314	28450.87586	35146.71991	30391.58988	27318.50751	28617.18555	32086.85975	37062.59989	22646.68555	33493.07858
360	480	27764.73931	28110.76469	33041.45871	31896.86244	28839.88595	24228.49886	31416.22473	26841.15325	35385.26997	31770.29141	26808.52817	27498.08247	28937.82444	33839.6142	26937.34095	28527.24761	25381.752	25441.55002	28303.50335	28103.96812	30085.45118	21649.75342	28778.83061	28535.03411	29600.82895	33033.9411	35013.75796	26502.83222	25851.53027	31699.032	23888.85514	36604.50645	32161.79712	26284.74833	27916.91426	28843.27902	36198.88465	26646.90722	31890.58897	27313.85165	26943.48426	30070.20391	31215.22415	33286.71658	22192.36328	30774.05601
