region	acq	desc	success	VT	VT-se	AIC	BIC	RSS	reduced_chisq
ACC	acq	NA	TRUE	1.9381208058919062	0.013964297291560667	46.17548507924835	47.63020502861235	19.985093553056284	1.9985093553056283
Amygdala	acq	NA	TRUE	1.6092470329696442	0.014562462708985351	50.5636186545711	52.018338603935106	28.808326826107777	2.8808326826107775
Caudate	acq	NA	TRUE	1.5013859205777118	0.012172667889810503	45.293648128105225	46.74836807746922	18.56912510167399	1.8569125101673989
Frontal	acq	NA	TRUE	2.032114589114572	0.01470037490579819	46.31299362635403	47.767713575718034	20.21542079608837	2.021542079608837
Hippocampus	acq	NA	TRUE	1.537202592258936	0.009217549776660732	39.761218630258654	41.21593857962266	11.710249327570347	1.1710249327570348
Insula	acq	NA	TRUE	2.0225749152067225	0.010283393525730957	39.4753891223951	40.930109071759105	11.434617118053774	1.1434617118053774
Occipital	acq	NA	TRUE	2.063138548744186	0.012731981880426598	42.99405913125252	44.44877908061652	15.330860825630475	1.5330860825630475
PCC	acq	NA	TRUE	2.0978140972822317	0.014108420501219226	46.455994671164156	47.910714620528154	20.457764092132805	2.0457764092132806
Parietal	acq	NA	TRUE	1.9305143504609352	0.012490671005903915	43.09516922564348	44.54988917500748	15.460581961782095	1.5460581961782096
Putamen	acq	NA	TRUE	1.9236708303848036	0.009082135019114297	41.10707872039234	42.56179866975634	13.100094929986216	1.3100094929986217
Temporal	acq	NA	TRUE	2.0591843415138174	0.012817234924128272	43.30324454813607	44.75796449750007	15.73100012400684	1.573100012400684
Thalamus	acq	NA	TRUE	1.6836700083378946	0.002971620459385342	18.636130640609444	20.090850589973446	2.0138342058852	0.20138342058852002
