pet	frame_start	frame_end	frame_dur	frame_mid	TAC	weights
sub-01_ses-baseline	0	30	30	15	0.01770664369932516	0.525655067421128
sub-01_ses-baseline	30	60	30	45	2.380664206352795	0.6724371859765057
sub-01_ses-baseline	60	90	30	75	8.25689480012014	0.8085391330145363
sub-01_ses-baseline	90	120	30	105	14.980833047632792	0.9081623318502868
sub-01_ses-baseline	120	150	30	135	21.63414495161803	0.984110606672485
sub-01_ses-baseline	150	180	30	165	24.088524712906015	1.005973032224954
sub-01_ses-baseline	180	240	60	210	24.31068736221841	1.2050566243435854
sub-01_ses-baseline	240	300	60	270	23.508524141998183	1.1820350774517108
sub-01_ses-baseline	300	360	60	330	22.164923619019213	1.1516312773471051
sub-01_ses-baseline	360	480	120	420	20.14305837684264	1.3527978229421094
sub-01_ses-baseline	480	600	120	540	17.886696257916693	1.277809920111782
sub-01_ses-baseline	600	900	300	750	15.59200506768039	1.5779206941832196
sub-01_ses-baseline	900	1200	300	1050	13.512087340425204	1.4234263107476035
sub-01_ses-baseline	1200	1500	300	1350	12.088554121186515	1.3038319070137474
sub-01_ses-baseline	1500	1800	300	1650	10.97826820584423	1.2051004760161728
sub-01_ses-baseline	1800	2100	300	1950	10.108334886442096	1.1228724152925085
sub-01_ses-baseline	2100	2400	300	2250	9.389586102693716	1.0527702519210254
sub-01_ses-baseline	2400	2700	300	2550	8.747783768733386	0.9914176037735668
sub-01_ses-baseline	2700	3000	300	2850	8.258308525922208	0.9398423736497916
sub-01_ses-baseline	3000	3300	300	3150	7.844518540526533	0.8949935959509174
sub-01_ses-baseline	3300	3600	300	3450	7.607201859024949	0.8584101996278483
sub-01_ses-baseline	3600	3900	300	3750	7.281480280822365	0.8232796700642128
sub-01_ses-baseline	3900	4200	300	4050	7.090959528940536	0.7941339053739491
sub-01_ses-baseline	4200	4500	300	4350	6.901975485062162	0.7676503110600775
sub-01_ses-baseline	4500	4800	300	4650	6.714926720544768	0.7435962630593645
sub-01_ses-baseline	4800	5100	300	4950	6.609053214854051	0.7230229745858322
sub-01_ses-baseline	5100	5400	300	5250	6.454172343845794	0.7035229683239753
