index	name	volume-mm3
2	Left-Cerebral-White-Matter	267404.0
4	Left-Lateral-Ventricle	4327.0
5	Left-Inf-Lat-Vent	87.0
7	Left-Cerebellum-White-Matter	15502.0
8	Left-Cerebellum-Cortex	65711.0
10	Left-Thalamus	9419.0
11	Left-Caudate	3899.0
12	Left-Putamen	6050.0
13	Left-Pallidum	2198.0
14	3rd-Ventricle	761.0
15	4th-Ventricle	1303.0
16	Brain-Stem	13153.0
17	Left-Hippocampus	5686.0
18	Left-Amygdala	2245.0
24	CSF	1165.0
26	Left-Accumbens-area	669.0
28	Left-VentralDC	5024.0
30	Left-vessel	4.0
31	Left-choroid-plexus	440.0
41	Right-Cerebral-White-Matter	261200.1
43	Right-Lateral-Ventricle	7004.0
44	Right-Inf-Lat-Vent	70.0
46	Right-Cerebellum-White-Matter	14803.0
47	Right-Cerebellum-Cortex	63948.0
49	Right-Thalamus	8866.0
50	Right-Caudate	3914.0
51	Right-Putamen	6078.0
52	Right-Pallidum	2129.0
53	Right-Hippocampus	5310.0
54	Right-Amygdala	2327.0
58	Right-Accumbens-area	896.0
60	Right-VentralDC	4727.0
63	Right-choroid-plexus	532.0
85	Optic-Chiasm	177.0
130	AirCavity	98802.0
165	Skull	1102687.0
172	Vermis	3256.0
174	Pons	10486.0
257	CSF-ExtraCerebral	268150.6
258	Head-ExtraCerebral	1279501.0
1001	ctx-lh-bankssts	2842.6
1002	ctx-lh-caudalanteriorcingulate	2860.9
1003	ctx-lh-caudalmiddlefrontal	5135.5
1005	ctx-lh-cuneus	3051.8
1006	ctx-lh-entorhinal	2117.4
1007	ctx-lh-fusiform	12079.9
1008	ctx-lh-inferiorparietal	15864.6
1009	ctx-lh-inferiortemporal	14817.5
1010	ctx-lh-isthmuscingulate	2987.5
1011	ctx-lh-lateraloccipital	12474.2
1012	ctx-lh-lateralorbitofrontal	9302.8
1013	ctx-lh-lingual	6377.2
1014	ctx-lh-medialorbitofrontal	5767.1
1015	ctx-lh-middletemporal	13671.9
1016	ctx-lh-parahippocampal	2295.4
1017	ctx-lh-paracentral	3526.9
1018	ctx-lh-parsopercularis	6250.5
1019	ctx-lh-parsorbitalis	3118.6
1020	ctx-lh-parstriangularis	4955.4
1021	ctx-lh-pericalcarine	1717.1
1022	ctx-lh-postcentral	9768.9
1023	ctx-lh-posteriorcingulate	3397.2
1024	ctx-lh-precentral	14354.6
1025	ctx-lh-precuneus	11795.8
1026	ctx-lh-rostralanteriorcingulate	4144.2
1027	ctx-lh-rostralmiddlefrontal	16413.4
1028	ctx-lh-superiorfrontal	23228.8
1029	ctx-lh-superiorparietal	14122.1
1030	ctx-lh-superiortemporal	15058.5
1031	ctx-lh-supramarginal	14153.4
1032	ctx-lh-frontalpole	1126.4
1033	ctx-lh-temporalpole	2286.0
1034	ctx-lh-transversetemporal	1648.2
1035	ctx-lh-insula	9680.5
2001	ctx-rh-bankssts	2555.2
2002	ctx-rh-caudalanteriorcingulate	2459.6
2003	ctx-rh-caudalmiddlefrontal	5467.9
2005	ctx-rh-cuneus	3437.0
2006	ctx-rh-entorhinal	2112.0
2007	ctx-rh-fusiform	11173.6
2008	ctx-rh-inferiorparietal	16767.8
2009	ctx-rh-inferiortemporal	11718.8
2010	ctx-rh-isthmuscingulate	3461.4
2011	ctx-rh-lateraloccipital	13129.6
2012	ctx-rh-lateralorbitofrontal	9607.5
2013	ctx-rh-lingual	6966.4
2014	ctx-rh-medialorbitofrontal	6137.2
2015	ctx-rh-middletemporal	14719.6
2016	ctx-rh-parahippocampal	2359.9
2017	ctx-rh-paracentral	3544.6
2018	ctx-rh-parsopercularis	4460.1
2019	ctx-rh-parsorbitalis	4007.9
2020	ctx-rh-parstriangularis	4957.9
2021	ctx-rh-pericalcarine	2105.4
2022	ctx-rh-postcentral	9507.5
2023	ctx-rh-posteriorcingulate	3529.2
2024	ctx-rh-precentral	14067.8
2025	ctx-rh-precuneus	12239.9
2026	ctx-rh-rostralanteriorcingulate	2375.5
2027	ctx-rh-rostralmiddlefrontal	19211.4
2028	ctx-rh-superiorfrontal	24040.8
2029	ctx-rh-superiorparietal	12870.6
2030	ctx-rh-superiortemporal	14470.0
2031	ctx-rh-supramarginal	11941.9
2032	ctx-rh-frontalpole	1343.5
2033	ctx-rh-temporalpole	2507.5
2034	ctx-rh-transversetemporal	1145.1
2035	ctx-rh-insula	8791.6
