pet	frame_start	frame_end	frame_dur	frame_mid	TAC	weights
sub-16_ses-retest	0	30	30	15	0.02421525350714779	0.467587118491887
sub-16_ses-retest	30	60	30	45	2.7580808835733417	0.6063404722690136
sub-16_ses-retest	60	90	30	75	14.184588789365144	0.7976711580949056
sub-16_ses-retest	90	120	30	105	27.83564954244808	0.9317078468572226
sub-16_ses-retest	120	150	30	135	40.71238352014326	1.0270212639154805
sub-16_ses-retest	150	180	30	165	46.75583362387103	1.0629423320512033
sub-16_ses-retest	180	240	60	210	48.45420215595215	1.3199684428886291
sub-16_ses-retest	240	300	60	270	47.64274775983522	1.2981993528386189
sub-16_ses-retest	300	360	60	330	44.558254686223826	1.2566176907675009
sub-16_ses-retest	360	480	120	420	39.573383352292936	1.497125686460282
sub-16_ses-retest	480	600	120	540	33.874225114377126	1.3867588717412374
sub-16_ses-retest	600	900	300	750	27.01443083504447	1.695943208276901
sub-16_ses-retest	900	1200	300	1050	21.153458929186215	1.463326429227222
sub-16_ses-retest	1200	1500	300	1350	17.702621423479595	1.301999792485422
sub-16_ses-retest	1500	1800	300	1650	15.41496225678415	1.1807432395771646
sub-16_ses-retest	1800	2100	300	1950	13.70218836928885	1.0832615615167784
sub-16_ses-retest	2100	2400	300	2250	12.458962943452354	1.005059992042888
sub-16_ses-retest	2400	2700	300	2550	11.442274828749442	0.9389840159492079
sub-16_ses-retest	2700	3000	300	2850	10.609436330816491	0.8828663585800268
sub-16_ses-retest	3000	3300	300	3150	9.947661370789849	0.8353580607290634
sub-16_ses-retest	3300	3600	300	3450	9.469567896302914	0.7956872300593996
sub-16_ses-retest	3600	3900	300	3750	9.064232541492858	0.7609800987368471
sub-16_ses-retest	3900	4200	300	4050	8.651246626400498	0.7293902588648798
sub-16_ses-retest	4200	4500	300	4350	8.310258222154195	0.7018388943745856
sub-16_ses-retest	4500	4800	300	4650	8.113841472814798	0.6788667265487826
sub-16_ses-retest	4800	5100	300	4950	7.778164285536744	0.6561465976368489
sub-16_ses-retest	5100	5400	300	5250	7.611877984070904	0.637607299018002
