index	name	volume-mm3
203	parasubiculum	162.0
211	HATA	114.0
212	fimbria	181.0
215	hippocampal_fissure	168.0
226	HP_tail	966.0
233	presubiculum-head	252.0
234	presubiculum-body	261.0
235	subiculum-head	331.0
236	subiculum-body	397.0
237	CA1-head	976.0
238	CA1-body	190.0
239	CA3-head	215.0
240	CA3-body	122.0
241	CA4-head	229.0
242	CA4-body	197.0
243	GC-ML-DG-head	255.0
244	GC-ML-DG-body	230.0
245	molecular_layer_HP-head	526.0
246	molecular_layer_HP-body	335.0
7001	Lateral-nucleus	1360.0
7003	Basal-nucleus	873.0
7005	Central-nucleus	102.0
7006	Medial-nucleus	27.0
7007	Cortical-nucleus	32.0
7008	Accessory-Basal-nucleus	529.0
7009	Corticoamygdaloid-transitio	316.0
7010	Anterior-amygdaloid-area-AAA	58.0
7015	Paralaminar-nucleus	69.0
