global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	std_dvars	dvars	framewise_displacement	rmsd	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20
442.3443579682	n/a	195668.53102629905	n/a	779.3831528320887	n/a	607438.098918487	n/a	329.0823044893296	n/a	n/a	108295.16312800784	325.71557984291604	n/a	n/a	n/a	n/a	0.4240479160193899	n/a	0.1798166350803875	n/a	-0.4959989200966106	n/a	n/a	0.2460149287370039	2.883719334399217	n/a	8.315837199587863	n/a	0.0055295653503737	n/a	3.057609296405342e-05	n/a	-0.0091537965443591	n/a	n/a	8.37919911755206e-05	0.009007722371775	n/a	n/a	8.113906232697584e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4630.566805559778	4188.222447591578	21442148.940752085	17541207.27050999	7687.667274983321	6908.284122151232	59100228.13084947	47724389.51236682	3651.774033213464	3322.6917287241345	11040280.324131778	13335453.58965213	3592.121078772277	1.097684	451.651917	0.0	2.2746511115270843e-14	0.4240479160193899	0.0	0.1798166350803875	0.0	-0.4959989200966106	0.0	0.0	0.2460149287370039	2.883719334399217	0.0	8.315837199587863	0.0	0.0055295653503737	0.0	3.057609296405342e-05	0.0	-0.0091537965443591	0.0	0.0	8.37919911755206e-05	0.009007722371775	0.0	0.0	8.113906232697584e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
10428.46115065665	5797.894345096873	108752801.97075504	33615578.83690629	17055.67473902131	9368.00746403799	290896040.8032896	87759563.84627149	8545.389558268991	4893.615525055528	23947472.907064486	73023682.7025727	8363.734974258803	1.562628	642.957153	0.0	2.2746511115270843e-14	0.4240479160193899	0.0	0.1798166350803875	0.0	-0.4959989200966106	0.0	0.0	0.2460149287370039	2.883719334399217	0.0	8.315837199587863	0.0	0.0055295653503737	0.0	3.057609296405342e-05	0.0	-0.0091537965443591	0.0	0.0	8.37919911755206e-05	0.009007722371775	0.0	0.0	8.113906232697584e-05	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
15885.540327303765	5457.079176647114	252350391.4903942	29779713.14019554	25564.99897986461	8509.3242408433	653569172.8404785	72408599.0358034	13293.006875335206	4747.617317066215	22539870.189307004	176704031.78770906	12974.099817339242	1.607967	661.612305	0.0	2.2746511115270843e-14	0.4240479160193899	0.0	0.1798166350803875	0.0	-0.4959989200966106	0.0	0.0	0.2460149287370039	2.883719334399217	0.0	8.315837199587863	0.0	0.0055295653503737	0.0	3.057609296405342e-05	0.0	-0.0091537965443591	0.0	0.0	8.37919911755206e-05	0.009007722371775	0.0	0.0	8.113906232697584e-05	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
20392.233142159923	4506.692814856158	415843172.5242056	20310280.12747612	31930.92574914366	6365.926769279049	1019584019.1973256	40525023.63182359	17385.530276158337	4092.523400823131	16748747.786284924	302256662.9832182	16943.17673892483	1.605709	660.683289	0.0	2.2746511115270843e-14	0.4240479160193899	0.0	0.1798166350803875	0.0	-0.4959989200966106	0.0	0.0	0.2460149287370039	2.883719334399217	0.0	8.315837199587863	0.0	0.0055295653503737	0.0	3.057609296405342e-05	0.0	-0.0091537965443591	0.0	0.0	8.37919911755206e-05	0.009007722371775	0.0	0.0	8.113906232697584e-05	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
21121.32819169639	729.0950495364668	446110504.5813487	531579.591258583	32170.67272213583	239.74697299217223	1034952183.3947744	57478.61105890936	18017.2343398468	631.7040636884631	399050.0240805178	324620733.2569548	17496.179146753	1.240191	510.287903	0.8459340875989314	0.4981935716588608	0.2493776128681872	-0.1746703031512027	0.0621891937998354	0.030509714802933	-0.6145448157589044	-0.1185458956622937	0.0140531293783754	0.3776653305761457	2.865883832817687	-0.0178355015815299	8.213290143205796	0.0003181051166647	0.0046118261864114	-0.0009177391639623	2.1268940773669914e-05	8.422451730702217e-07	-0.0082594263531785	0.0008943701911805	7.998980388724218e-07	6.821812368357951e-05	0.0001221839828398	-0.0088855383889352	7.895279246124116e-05	1.4928925662596542e-08	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
20648.643035904337	-472.6851557920527	426366459.2242007	223431.2565061571	30879.341047544	-1291.331674591831	953533703.5305356	1667537.4938041423	18236.57119475832	219.3368549115185	48108.6559224765	332572528.94148886	17644.878155540064	1.131664	465.633209	0.7277289237508675	0.3556479797315852	0.1602415235606429	-0.0891360893075443	0.025677345873036	0.0079452424170425	-0.6019564975696312	0.0125883181892731	0.0001584657548343	0.3623516249662974	2.660134652297117	-0.20574918052057	7.076316368351904	0.0423327252848861	0.0084243695250676	0.0038125433386562	7.09700018948877e-05	1.4535486709131764e-05	-0.0073159702292893	0.0009434561238892	8.901094577040347e-07	5.352342039584733e-05	0.003771291234964	0.0036491072521242	1.3315983737505429e-05	1.4222637578916292e-05	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
19688.04016978773	-960.6028661166056	387618925.7271753	922757.8663914372	28587.2938999308	-2292.0471476132007	817233372.5210207	5253480.126881809	17809.739751589837	-426.8314431684812	182185.0808772884	317186830.01935923	17198.975184649462	0.932654	383.748779	0.581051957236147	0.3499321907824381	0.1402067750964875	-0.0200347484641554	0.019657939782957	0.0004013911460219	-0.5236157710262717	0.0783407265433595	0.0061372694353414	0.2741734756674369	2.317252470826205	-0.342882181470912	5.369659013550152	0.1175681903702514	0.0078258356960997	-0.0005985338289678	6.124370434234828e-05	3.5824274441897485e-07	-0.0062791662914554	0.0010368039378339	1.074962405507882e-06	3.942792931574976e-05	0.0026107429866114	-0.0011605482483526	1.3468722367542886e-06	6.815978942140612e-06	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
18790.75978662265	-897.2803831650817	353092653.3585549	805112.0860128759	26435.9529659541	-2151.3409339766986	698859609.2181374	4628267.814203734	17515.159776638946	-294.5799749508915	86777.36164206786	306780822.00119084	16889.940679624342	0.905511	372.580627	0.5661594204905351	0.2742610718318869	0.0775589121799669	-0.0626478629165206	0.0060153848585398	0.0039247547280071	-0.4869780481861312	0.0366377228401404	0.0013423227349109	0.2371476194151739	2.203438434989721	-0.113814035836484	4.855140936789951	0.0129536347533884	0.0082256929546837	0.0003998572585839	6.766202458473306e-05	1.598858272423116e-07	-0.0038308396798742	0.0024483266115812	5.99430319697668e-06	1.467533265289866e-05	0.006823755094394	0.0042130121077826	1.7749471020322794e-05	4.656363358826808e-05	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
18213.63045263772	-577.129333984929	331736334.2652522	333078.2681458877	24563.67744787274	-1872.275518081362	603374249.7631317	3505415.6156068323	17816.83491446562	301.6751378266745	91007.88878274304	317439606.3693212	17164.06827862771	0.80866	332.730316	0.3542071158882345	0.1781105415006578	-0.0120933819283948	-0.0896522941083617	0.000146249886466	0.0080375338388921	-0.4615479287227799	0.0254301194633513	0.0006466909759203	0.2130264905082883	2.1453271815203294	-0.0581112534693915	4.60242871576996	0.0033769177797838	0.0075630486656918	-0.0006626442889919	5.7199705119622513e-05	4.3909745373358107e-07	-0.003179639964608	0.0006511997152661	4.240610691627798e-07	1.0110110304532364e-05	0.0045173301217095	-0.0023064249726845	5.319596154622698e-06	2.040627142850397e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
