frame_start	frame_end	Left-AV	Left-CeM	Left-CL	Left-CM	Left-LD	Left-LGN	Left-LP	Left-L-Sg	Left-MDl	Left-MDm	Left-MGN	Left-MV(Re)	Left-Pf	Left-PuA	Left-PuI	Left-PuL	Left-PuM	Left-VA	Left-VAmc	Left-VLa	Left-VLp	Left-VM	Left-VPL	Right-AV	Right-CeM	Right-CL	Right-CM	Right-LD	Right-LGN	Right-LP	Right-L-Sg	Right-MDl	Right-MDm	Right-MGN	Right-MV(Re)	Right-Pc	Right-Pf	Right-PuA	Right-PuI	Right-PuL	Right-PuM	Right-VA	Right-VAmc	Right-VLa	Right-VLp	Right-VM	Right-VPL
480	600	33626.67855	32577.67063	38945.25482	41698.70832	31737.17725	32118.72729	37536.08099	31406.27222	44677.99296	37628.3066	35598.82921	29685.05938	35165.74543	44906.74392	35701.60952	37083.51175	34422.579	32423.27665	33274.29648	37378.6548	40845.68425	27895.40742	38651.03246	34547.53077	36453.53835	37561.5013	41646.57613	28178.22087	30521.89055	35376.80194	29679.24902	43578.48473	38733.8836	35157.31268	29832.78516	44380.39062	36593.98159	41289.91609	31764.11288	37374.07665	30330.2908	35356.86963	34678.69141	39152.11744	40714.8374	28651.28581	39182.99943
600	900	27694.11995	29114.98276	30304.25326	33952.23639	25376.20182	28027.86904	27137.43057	26556.18091	33689.09347	28231.90856	29934.38287	27134.05352	27932.42264	33748.6946	28411.61623	30898.56878	26204.79703	28192.26399	30320.24609	32076.0773	33282.26585	24939.74648	32368.64852	27935.8827	28998.4467	27551.73633	32102.77248	22453.7562	26422.2319	25775.34284	23717.41582	32079.55925	28398.61369	27108.51205	25039.625	34526.44141	27857.07334	32565.45579	27570.33929	28365.79647	24529.17756	30196.76952	29088.04827	32206.76377	31877.10689	23558.17513	31700.40951
900	1200	21000.55801	22924.92008	21315.49609	23435.18752	17613.91618	21838.22658	19924.44979	18126.60974	23707.83423	19915.85111	20928.37495	20956.35977	20729.82882	23943.77331	21613.76852	23268.7014	19379.11038	23522.78502	25183.85625	24193.727	24323.60428	20988.15977	24711.65219	20670.27438	21831.86727	18778.37923	23944.43655	15721.1751	19965.11228	18511.77738	19331.14629	21969.39582	19757.71651	20498.06515	18835.03203	25039.03906	21739.44209	22456.25374	20125.33633	21410.23505	18007.73077	24232.98023	22505.98326	24838.94067	23692.26238	20884.81185	23730.5433
1200	1500	16914.52697	18274.16819	16369.42018	19165.22876	13792.34167	18461.97064	14544.26763	16301.1228	18465.97749	15657.78782	18279.09944	17891.53242	16345.74037	18265.79435	17574.61206	17885.37917	15084.57308	19496.31145	20682.79844	20498.85394	19442.07323	18979.00547	20004.32129	17156.04111	17410.80847	15509.14193	18675.28688	13009.79679	16915.82481	15226.26534	16200.58916	17512.75063	15761.87085	17306.51947	15928.25488	17961.91211	15853.1772	16595.20613	16704.24422	16636.57805	13928.85445	20329.92144	18542.66239	20030.60921	19439.43882	18568.16081	19258.25793
1500	1800	14118.80878	14980.72803	13608.8403	15518.14248	11779.01823	16965.82344	12484.43158	15030.5564	14360.76368	13213.53954	16669.18803	13518.00586	14293.53116	14981.26891	15968.55586	16103.4968	13251.08504	16551.28387	15653.42988	16954.6545	16002.26122	17028.95195	17262.35665	13362.93786	15075.70266	13747.47428	14672.38499	11970.70538	15278.01667	12812.60386	13730.61104	14523.65707	13609.70403	13931.86818	13801.94492	15312.87109	13417.37185	13653.69553	13469.67844	13856.2123	11670.60331	16378.00933	15550.11258	16086.98943	15909.208	16242.60026	16272.40184
1800	2100	11914.69725	13118.91425	11575.08301	13438.59172	11047.76929	13742.97813	11259.14555	10737.35278	12047.40652	10927.09191	11680.40211	11587.80361	12122.10896	12633.74489	11478.20004	12704.54993	11004.12599	14181.60369	13838.15391	13959.11326	13511.66454	16638.175	14302.27407	13097.39825	13059.53258	9686.99414	11904.24335	10096.17973	13826.84462	9467.59757	11339.19785	11648.53415	11070.90104	12321.41499	11253.26543	13194.0918	10289.45007	11238.7199	11634.89664	11828.88802	10114.8101	14319.46482	13693.10979	13850.67281	12810.16272	14129.94857	13323.94407
2100	2400	10197.81683	11200.53238	9881.27412	11666.18395	8646.95258	12116.72321	9534.3066	9844.12433	10602.36852	9426.88931	10911.25075	10366.90986	11002.10476	11230.70396	10958.06367	11347.80391	10015.76005	12409.73662	12095.24688	12672.89383	11869.11472	12364.79043	12361.98978	10640.43891	10869.9468	9101.83057	10249.16051	8890.56208	11634.32695	8278.25245	11424.51377	10035.46021	9359.372	9859.1371	10310.18242	11283.25781	9473.61958	9548.44434	10206.77423	10397.01128	9228.44747	13242.4065	11972.10896	12454.87377	11194.67713	13292.63411	11893.44084
2400	2700	8873.47519	9725.11171	8736.12858	9043.63075	8205.53538	11594.11976	8694.25833	9726.21112	8515.66958	7918.14672	10750.74905	9148.66299	9298.72012	9102.80617	10491.59834	9980.39504	8558.81683	11459.65571	10205.5709	10550.19984	10423.44549	12855.22285	11053.45527	9252.41	9481.36731	7588.29126	9077.54323	7347.84778	10548.00962	7751.12599	9077.66787	8713.32085	8019.92263	8592.67136	9315.06348	8922.6543	7581.89982	8546.09942	9323.236	8976.75256	8145.48446	11043.9355	10135.49498	11052.80061	10236.77567	13035.22591	10467.31541
2700	3000	7538.28273	7558.33285	7892.53161	8322.15381	7113.77419	10730.16421	7468.16681	8734.13824	7458.62209	7221.16849	8659.48034	7450.3542	8517.80654	7821.81883	8213.56056	9043.81587	7635.17709	9400.22464	7926.83896	9852.42545	8929.88088	10103.02109	9662.4247	8008.46016	7571.33846	7911.06364	7924.84606	7345.7238	9904.86846	7423.99482	8458.896	7535.09254	7306.81859	8348.05255	7885.27471	6594.13379	6342.95493	7839.37624	8171.35181	8243.27807	7251.59656	8882.00508	8020.16127	9227.34182	8982.09067	10764.56608	9502.87915
3000	3300	7381.00715	7568.78921	7444.43447	7455.7571	7885.51215	9849.70296	6822.95456	8600.56464	7598.90047	7034.51701	8835.50185	6720.00757	7756.87957	7222.59815	8151.42333	8812.92612	7189.38783	8030.16464	8225.86396	8344.65207	8119.74264	10694.31035	9075.82199	7225.84748	7700.19378	6452.82324	6764.7927	6795.16841	9663.56267	6728.88225	8672.91973	6942.42338	6782.7647	7480.70518	7910.63623	7374.65576	6850.54174	6926.00233	7456.89886	7560.15594	6775.72533	8237.73782	8061.52462	8491.42174	7921.14808	11128.24772	8601.06101
3300	3600	6911.01473	7552.8265	5863.807	6234.02651	6076.08693	9145.10873	6458.89148	6370.05536	6279.13786	5781.20933	7563.2186	8477.95288	6606.60089	6475.33995	6520.6196	7103.49738	5902.58804	8700.32597	8336.28584	8440.34291	7953.71314	10797.34746	8489.63356	6120.81498	6588.4894	5599.18587	6336.21659	5905.27826	7961.96014	6461.18831	7822.86001	6511.39432	5914.28245	6267.59654	7520.53467	6155.01611	5306.80129	7576.10662	7592.96875	7333.55789	6712.14337	7470.58032	7021.54367	7151.72763	7121.82441	8620.05924	8186.47178
3600	3900	6560.82816	6488.19034	6115.6819	6783.47538	5573.71643	7479.02278	5737.56647	6113.91528	5742.18828	5551.18546	5759.12375	7803.05776	6383.36495	6796.85191	6271.05641	7570.24137	6228.74771	6871.30828	7990.2585	6759.09003	7078.27279	8850.86172	8001.86151	6057.37362	6105.45493	5038.66728	6644.61883	5247.90143	8395.93993	5435.53669	5912.53345	5908.58279	5375.4692	7978.72647	6235.17354	5667.61377	4940.50114	5605.92739	7053.25021	6220.381	5722.30003	6362.75703	6960.08782	7362.64616	6475.13036	8215.62581	7012.52721
3900	4200	5820.64528	6349.77794	6265.52415	7144.98434	5362.5886	6346.14199	5868.10129	5587.49005	7514.08813	6499.42632	5046.24417	7756.15264	5959.80249	6165.57422	6351.06735	7767.45992	6349.43472	6417.45057	7244.27656	7757.81861	7854.86003	9489.22158	7512.53349	6197.57261	7022.16982	5534.0706	4897.36271	5171.82728	6590.51071	6031.45382	7065.33086	6328.51512	5816.58016	5319.91735	6169.52764	7736.32617	4775.92214	5907.6006	6558.78442	6565.36555	5621.64653	7358.47636	7802.2221	6623.96437	6226.95822	8590.23763	6550.56979
4200	4500	6779.5955	5100.61329	6445.21234	6198.14568	6319.50234	6650.51194	5557.24338	5733.17059	5066.11023	5156.74178	5970.66732	4530.99363	6763.21536	4646.25802	5894.9546	6450.21824	5607.04442	6490.83176	4446.46113	6761.96732	6235.47472	6714.92227	6592.21222	5949.82344	5542.27848	4763.14176	5005.42839	4245.9998	6590.95925	4739.12537	5640.3813	4802.09876	4768.93914	7219.50161	4210.73452	5678.13672	5317.43318	4953.64676	6425.35259	4691.9594	5069.48372	6093.31355	5052.6047	5390.34311	6017.53632	7539.63835	6201.50668
4500	4800	4576.67732	5021.78213	4627.0634	6139.80237	4074.49392	7545.76508	4417.57808	8014.94147	4668.49328	5051.92453	7554.72396	5109.22515	6416.64249	5597.10812	6657.3711	6748.01598	5498.35492	4988.38919	4780.21973	6512.12211	6296.2599	7109.36338	6541.87418	5840.33132	5308.29869	5335.89168	4936.93687	4386.14065	6938.0382	4202.80828	5113.73254	6988.13607	6515.93197	4934.79626	4574.30537	6425.72949	4014.48228	5745.70337	4849.8666	4928.92403	4161.40267	4868.44277	5417.68122	5925.58335	5884.51316	6325.87272	6371.6852
4800	5100	5380.15889	4979.25668	5920.77694	4651.67653	5967.05438	7227.73516	6185.00281	5503.12024	4977.65641	4908.16453	6238.1155	6221.71855	4606.65059	5945.87332	5433.77312	6005.15871	5018.14751	5879.7231	6118.20361	5521.81681	5574.45961	8943.68379	6625.28693	5010.12739	6253.08365	4209.24072	4695.76033	4532.95768	6208.96334	4219.55107	5008.13594	5365.27459	4656.10308	6915.67775	4799.98647	7259.29639	3221.48115	5451.87213	5890.98247	3839.06819	4927.38801	6275.76681	6372.0173	6385.11227	6073.35507	5959.68018	5563.39345
5100	5400	4401.52667	4628.24756	4925.30705	6191.3863	4803.06487	6503.85481	3775.4926	5637.38354	4678.40635	4516.5824	5065.20866	4652.78657	6175.46128	6044.70674	6372.03676	5692.61629	5395.23689	4897.36793	5384.754	4912.58872	4850.67207	6114.04277	5980.47305	4411.61188	3727.9282	4955.97929	4731.22071	4220.64067	6008.90548	4414.81388	5916.45762	6304.49428	4465.56412	5374.7969	3417.59243	4078.09082	4204.32744	4664.80103	4935.05621	5698.95409	4949.10023	4735.14014	4484.28153	6168.27713	6383.6475	5534.60189	6011.47875
5400	5700	5708.13769	4900.28771	4247.98473	4861.26376	4418.00736	5011.0884	3300.93834	3310.81615	4829.48292	4674.4111	3119.622	5778.44004	4450.19444	4738.42274	4249.63618	4852.59417	5130.98591	6762.31908	5389.71982	6264.96489	5445.16026	5863.61563	4658.10579	3616.96496	5921.01181	3729.68778	5662.83234	4610.06899	5589.6816	4543.00035	5200.30208	5485.08202	5358.17257	5454.2298	5871.23125	5371.36523	5511.45628	4622.81524	6241.35241	2802.29405	3766.05265	4938.51153	6921.81417	4607.06145	4859.94213	5763.00553	5549.62383
5700	6000	6344.40641	6013.25553	5391.01875	4660.84849	4506.39225	6472.29806	5242.61037	5008.29306	5618.42057	5152.76003	7026.34939	5055.29624	5070.69576	4678.38089	5130.40266	5127.43985	4362.84349	6373.45918	5598.21162	6733.11576	5919.68126	7634.35469	5804.72385	4955.4397	5896.19147	5423.27926	3331.66438	5792.22767	6405.24934	3836.84683	4576.00647	5324.33084	5122.63673	4642.2373	4314.61138	7773.40479	3321.49244	4049.74412	5018.33806	4551.9779	3582.71876	4554.6913	4039.68007	4138.43989	4310.65303	4784.4834	4951.87595
6000	6300	3966.25134	5527.5895	5263.90264	4641.67216	4038.60203	5157.55146	6630.4384	5699.30914	6491.18921	5435.52512	5521.14615	4447.59678	4291.01948	5952.31477	4216.87111	5527.4243	4411.72147	4928.5255	6468.29746	5280.88431	6586.29253	5994.46484	6519.38122	4249.18618	4097.83226	4231.56429	4692.79134	2782.89802	6481.42743	4824.89111	4033.78218	4470.46803	4090.66901	5921.06467	2256.3804	5623.29395	3178.0639	4315.4753	3841.95238	4913.32282	3781.16437	4928.04757	3524.04494	5129.62331	6208.73583	5603.93929	6408.55968
6300	6600	2819.88249	5287.44777	4273.19323	3836.98411	4654.6243	5281.27418	4271.45096	5184.5542	4335.88623	4365.33954	5127.09729	4782.13672	3092.94273	3931.16724	3520.88069	3759.60983	3595.34658	3664.81236	6335.89287	3928.50397	5011.4856	7690.11572	4883.09551	3246.66242	4594.39476	8086.06242	6519.29329	6628.73689	5237.68258	6405.33738	4308.35334	6235.92901	5857.06543	5039.14337	4679.32363	3974.77417	3679.60913	3859.0589	5119.4873	4024.54169	4106.67985	3577.97357	5054.29513	5322.43787	5272.60287	3036.59066	4124.05907
6600	6900	3931.74048	4420.82104	3738.04289	4397.0032	3228.39481	6324.7622	3016.11276	4118.79089	3377.5642	4392.34336	3703.41293	5110.57788	4630.81628	3041.52959	4706.99056	3679.53878	3527.05608	4271.45109	3952.20508	4334.61512	4051.76826	7690.9751	5165.9229	4527.49103	3762.4052	3169.08012	3213.01476	3871.98336	5280.15107	5139.14786	4206.99578	3125.34534	3560.8408	5526.91154	5005.00605	2614.80371	3744.24588	4023.27076	3623.58045	6461.92857	3808.17329	6318.43621	4227.01817	5832.68931	3941.43118	3374.94678	4596.63698
6900	7200	6066.93603	3043.5409	4956.72074	5407.17494	4435.96815	5168.13863	5379.94523	5188.83313	4848.72507	4283.52992	3389.04842	3180.93894	5554.4632	3906.5596	4814.42895	4178.89735	3917.40923	4535.3431	2690.12148	4096.02558	4332.99931	4870.75488	5012.33216	3117.04712	3434.26219	3717.95211	2727.38108	2342.70289	4856.93086	2787.07104	4850.67212	4496.27814	4010.18749	4605.96254	2805.21167	3654.37061	3607.43717	2066.30159	2985.18463	3351.27519	2188.22766	3097.73805	3838.67487	4436.07852	4018.04054	4004.64689	3715.24282
