frame_start	frame_end	parasubiculum	HATA	fimbria	hippocampal_fissure	HP_tail	presubiculum-head	presubiculum-body	subiculum-head	subiculum-body	CA1-head	CA1-body	CA3-head	CA3-body	CA4-head	CA4-body	GC-ML-DG-head	GC-ML-DG-body	molecular_layer_HP-head	molecular_layer_HP-body	Lateral-nucleus	Basal-nucleus	Central-nucleus	Medial-nucleus	Cortical-nucleus	Accessory-Basal-nucleus	Corticoamygdaloid-transitio	Anterior-amygdaloid-area-AAA	Paralaminar-nucleus
0	30	2.40932	4.16862	27.71229	9.09506	2.95613	2.27852	14.97144	1.15879	7.49228	4.5033	5.70673	13.05091	41.10794	5.43869	13.33126	5.36343	14.34924	4.41873	14.59199	19.54046	33.3244	11.50219	10.29769	8.58197	10.47098	21.10576	55.09746	26.59313
30	60	6079.44767	4907.19602	5889.25364	5208.80242	5270.31171	6247.09067	5672.54292	4604.30843	4086.92258	4913.29188	4336.10787	5027.98955	5229.56	6163.2572	4406.19054	5884.35906	4679.4062	5317.36799	4694.2949	3665.26407	5455.04962	5486.56958	6486.57261	6648.64544	5673.14442	5381.95615	8273.98822	5232.55884
60	90	13309.90806	12429.9244	15995.89941	15115.29309	14022.03501	13736.36106	14939.86312	12052.84217	14262.91859	13935.96288	13971.30177	16577.99204	14718.13066	16298.28268	15041.54945	15755.06803	15307.4477	14521.10255	14727.14401	11856.52825	14268.92512	11750.10967	12551.00516	13025.29492	13546.72806	13618.69347	16912.42948	14618.73021
90	120	20758.79444	20834.89499	26735.99944	25168.73845	24037.42257	26224.11255	23953.85445	25855.36415	22742.97816	23917.20633	21914.53949	27337.25897	25005.89732	26771.86325	24198.74037	26689.93356	24374.24597	26032.30422	23587.98083	19041.17125	22943.81638	22732.74658	23930.49693	24067.13485	22891.66701	21551.54689	24679.75918	22236.76885
120	150	26462.08841	30136.48538	34566.88121	34204.57405	34842.96451	31611.46545	30084.95996	34588.22384	32251.38927	31935.47522	31537.63434	39764.96939	35159.61228	37762.12911	33687.36666	36506.39309	33276.86105	34572.80216	32414.99974	28104.94859	30413.7491	35053.61056	33402.28683	35257.8805	35209.68027	30707.68814	30558.06831	27532.01178
150	180	26836.69011	31340.89465	37868.28036	36102.2552	35326.79001	36467.61417	31663.57091	35031.54659	36393.62135	32302.98835	36657.60314	37458.26479	36158.54558	38582.79457	38150.77476	36727.94281	37501.81091	35530.7083	36120.03516	30316.34489	34056.3393	38862.58747	34469.52874	35927.2389	37299.58807	31016.63946	28260.60943	31997.00508
180	240	24504.53003	32236.04165	37483.42412	36460.58092	35986.33837	33685.28327	33160.48092	37058.40519	35625.3559	35550.69285	33180.05013	40970.07483	35837.84885	40063.96069	37170.22183	39025.58745	36722.16906	38070.99896	35280.14366	33883.91507	37245.34646	37937.4216	31006.96122	32460.82351	36404.6516	29070.36821	30533.49361	33991.01654
240	300	25783.80198	29817.00052	36943.14178	36741.64762	33760.88135	34247.13191	31651.51482	35644.1534	37072.89541	34175.44911	36453.33656	40479.15884	35774.17888	40712.04821	37697.075	38828.52222	37382.40742	37170.11614	36154.69716	34641.02598	33351.34319	37086.0023	31870.16685	34267.3679	35254.38332	28924.66963	28582.23907	30041.12493
300	360	25867.40298	29941.01801	36127.76278	33757.87807	32420.48145	32687.04654	30732.99771	35609.55982	35634.70044	33564.96695	33300.37608	33266.04936	35377.13975	35921.47164	37401.80527	35237.42713	36445.2807	34867.26476	34866.30577	32327.99256	32809.73694	34601.90419	30106.3418	30547.48881	32089.70918	27177.49932	28249.49124	29922.92689
360	480	23232.27778	29483.62632	30877.91004	30558.29693	28982.227	28826.2816	27214.82437	31888.07665	31998.11993	30354.35734	30498.36144	31244.1311	30084.6732	31957.27473	31339.85781	31406.51303	31104.63109	31650.51823	30438.8672	31067.47059	33212.32131	32981.47639	30439.04939	31048.24441	33579.1097	29393.71782	26106.22054	31849.92806
480	600	20375.40165	24846.55331	27719.75272	26849.66629	25696.01931	27288.05129	26412.1602	29214.10899	29998.03427	26594.07548	26259.48658	24909.81866	24371.34034	27739.24534	28392.99043	27473.82286	28437.53561	27739.76038	27083.76731	28446.05509	28826.94754	29774.28655	28434.87081	29367.20907	29176.09068	24621.96177	24666.5048	27989.68278
600	900	16093.89692	21055.6464	22908.68303	22896.11609	21175.19251	22689.7345	20597.48245	25217.62189	23770.9891	22768.67452	22340.82939	22308.18411	21709.76907	24689.80896	22718.5	24134.52695	22864.2073	24184.14699	22351.21162	25133.98113	24299.4722	23534.90946	22959.60491	23258.04945	23515.39765	20744.30066	21365.68022	23151.99375
900	1200	12576.84054	18491.41066	17723.9993	16657.16975	16104.90261	16707.91605	16336.99321	18890.50335	18366.91935	17339.38598	17406.40884	16123.02753	16972.3288	16979.01004	17119.06022	17142.54022	17432.88955	17801.80937	17146.51825	20300.96841	19344.1245	19169.0685	19437.45815	19529.01278	18874.42694	16954.35268	17788.71469	17532.30055
1200	1500	10295.11174	14607.7656	14794.69555	13967.36422	13366.92809	14117.40647	13442.97773	15783.45452	14929.46402	14100.38327	14769.85774	13735.93617	15247.82348	14450.48546	14413.96475	14523.63806	14546.41667	14517.36057	14516.69126	16355.99975	15305.32236	15169.97395	15910.22531	16079.47203	15214.53966	14245.78739	14334.2627	14203.65306
1500	1800	9159.63014	11981.46683	13561.04615	12562.04327	11657.45796	12288.46869	12524.36893	14139.25717	12771.96878	12311.60864	13094.17028	13159.14774	13623.29625	12866.33401	12707.68761	12863.89678	12827.06655	12807.95097	12838.09686	13707.3764	12218.08742	14026.79391	14266.25223	14154.97727	12407.44543	11620.51548	11938.65527	10814.9112
1800	2100	8319.34449	12132.5725	12087.30094	10521.14256	10246.17376	10018.70011	10513.38423	11867.90829	11612.14354	10774.70931	12452.86064	10345.49288	12649.02549	9909.2431	11648.90658	10329.17116	11659.82169	10512.67979	11781.80182	11954.71403	11192.14765	12373.79841	13252.62612	13298.62194	11485.90486	10921.71465	10454.21466	9852.94655
2100	2400	7662.2502	11374.6135	10673.59008	9318.12483	9441.07424	10638.00801	9687.30398	10692.00948	10161.35397	9556.6232	10304.04235	9874.8896	11172.776	8799.90076	9336.04139	9375.86112	9686.42917	9708.90695	9905.40215	10745.7313	9718.00192	10896.83949	11645.98172	11566.91322	9766.33069	9478.70441	9576.56427	9332.6772
2400	2700	6693.35607	10459.82331	9825.93657	8923.96567	9121.90586	7738.14404	8960.97987	10200.82643	9939.46545	9315.50792	9948.91989	9596.11977	9776.28511	8814.21901	9085.17046	9042.70974	9318.44592	9160.37569	9340.761	9508.84206	8127.73346	9374.72505	10584.24595	10783.17796	9095.11136	8944.70268	7882.49224	7776.77785
