index	name	volume-mm3
8103	Left-AV	118.0
8104	Left-CeM	74.0
8105	Left-CL	15.0
8106	Left-CM	231.0
8108	Left-LD	24.0
8109	Left-LGN	289.0
8110	Left-LP	129.0
8111	Left-L-Sg	8.0
8112	Left-MDl	250.0
8113	Left-MDm	826.0
8115	Left-MGN	74.0
8116	Left-MV(Re)	10.0
8118	Left-Pf	56.0
8120	Left-PuA	229.0
8121	Left-PuI	217.0
8122	Left-PuL	164.0
8123	Left-PuM	1189.0
8126	Left-VA	370.0
8127	Left-VAmc	5.0
8128	Left-VLa	577.0
8129	Left-VLp	914.0
8130	Left-VM	5.0
8133	Left-VPL	957.0
8203	Right-AV	125.0
8204	Right-CeM	69.0
8205	Right-CL	6.0
8206	Right-CM	207.0
8208	Right-LD	23.0
8209	Right-LGN	286.0
8210	Right-LP	120.0
8211	Right-L-Sg	10.0
8212	Right-MDl	247.0
8213	Right-MDm	783.0
8215	Right-MGN	76.0
8216	Right-MV(Re)	5.0
8217	Right-Pc	1.0
8218	Right-Pf	40.0
8220	Right-PuA	223.0
8221	Right-PuI	215.0
8222	Right-PuL	139.0
8223	Right-PuM	1173.0
8226	Right-VA	325.0
8227	Right-VAmc	7.0
8228	Right-VLa	534.0
8229	Right-VLp	846.0
8230	Right-VM	3.0
8233	Right-VPL	918.0
