frame_start	frame_end	Left-AV	Left-CeM	Left-CL	Left-CM	Left-LD	Left-LGN	Left-LP	Left-L-Sg	Left-MDl	Left-MDm	Left-MGN	Left-MV(Re)	Left-Pf	Left-PuA	Left-PuI	Left-PuL	Left-PuM	Left-VA	Left-VAmc	Left-VLa	Left-VLp	Left-VM	Left-VPL	Right-AV	Right-CeM	Right-CL	Right-CM	Right-LD	Right-LGN	Right-LP	Right-L-Sg	Right-MDl	Right-MDm	Right-MGN	Right-MV(Re)	Right-Pf	Right-PuA	Right-PuI	Right-PuL	Right-PuM	Right-VA	Right-VAmc	Right-VLa	Right-VLp	Right-VM	Right-VPL
0	30	26.64521	20.90107	11.71982	29.71002	9.95261	5.50332	7.00842	55.82977	13.76011	17.92983	27.51064	43.48592	32.17269	46.08506	38.80729	12.6191	58.02326	19.70401	19.44613	31.97423	19.67979	7.96936	17.57321	18.86218	27.24584	10.61617	11.52538	36.56789	4.51665	34.28655	40.83831	14.26968	18.34438	9.91772	78.07703	20.70035	11.86644	20.69366	19.91414	58.10487	12.60936	54.81518	23.23948	26.33808	23.7554	6.11324
30	60	3181.77103	2936.95261	4354.68471	4346.68556	3767.36599	3958.90951	3721.75443	3917.23985	4053.58996	4173.22074	3377.277	3521.49403	3120.10571	4999.66558	4652.77352	3951.40747	4845.59362	2649.87976	2843.77557	3219.62068	3511.65568	4045.4472	3608.77329	2771.39822	2911.61164	4894.49329	3917.60966	3681.18839	3301.29799	4359.35783	5789.62505	4415.31669	4730.66979	4453.042	3710.92179	3571.02432	4816.85089	3964.45544	5402.24851	4092.49509	3225.06639	3309.86093	3152.5368	3648.63992	3898.72632	4120.61658
60	90	17027.27875	14072.55488	19751.51628	19561.27218	17513.80339	16431.20747	19671.72139	16036.42591	19263.58651	18843.88237	18635.88984	9912.53516	16291.99907	22241.95619	18085.39265	17546.84891	17063.31523	15344.42992	10989.21753	14429.11142	16422.08532	13089.22614	16448.80584	16360.60249	16286.4457	19699.16919	18991.68921	16422.7384	15842.50217	19672.65777	12769.35753	19933.45135	19224.97666	15237.04499	12471.66439	16857.10188	18573.82515	14678.0145	18475.13574	15455.84155	14109.47691	14249.57703	16130.82214	18688.54245	12483.15723	17025.22417
90	120	29409.78707	31355.44287	33282.89648	33903.69632	29211.58496	32593.43958	33330.72757	29935.29552	41156.08661	37207.51246	34656.10712	24937.82919	28193.90159	38937.58448	30849.42256	34260.76584	31018.93391	24826.48094	29871.42969	30122.55506	34046.33695	24715.03348	32582.70166	29938.88945	27717.79764	36028.08374	34217.037	33549.97103	26261.9099	38832.43798	29300.47743	38296.85463	35548.67674	33396.6279	23444.70117	29710.35607	37472.50323	29630.99068	30086.73112	29805.21228	25371.69096	25596.29565	30414.68905	33928.01981	23530.43099	30514.70408
120	150	39403.36768	40641.80571	49002.0191	53901.15036	44691.36263	41461.36858	51303.57715	46440.76427	53898.19848	48707.61816	48924.81346	39549.45739	44502.49222	58099.21156	43921.94805	50707.92998	45307.52194	35578.28173	40129.51465	43166.56151	49140.19603	32541.02093	47466.09651	40425.03529	38426.40678	50492.99365	53105.12476	44493.28483	41097.87807	50949.0974	39633.01172	54534.06007	49128.27577	49400.24315	33985.58594	45109.42541	54024.50334	38822.39927	46842.95612	41608.01739	37574.47624	34650.35059	43424.75004	48175.48115	40288.45312	44741.18099
150	180	47251.65803	47580.55464	58734.21398	57660.54804	52662.88021	49251.47315	58613.49697	47100.49575	66349.62353	59398.91267	51215.69085	41641.28871	47154.0491	70782.66213	51172.43677	57708.71069	51769.5838	41003.95947	45525.67871	47754.97338	53325.27729	36211.66853	54175.94904	46835.16022	49398.81877	49754.28271	52675.41032	44669.17057	47352.15749	55358.1691	45036.04557	61137.15107	56745.4247	51326.50459	45261.61458	47678.84255	58294.38598	47398.69843	56973.23495	47101.16232	41393.7256	47668.88672	47608.29215	52356.81491	36635.09245	51031.70921
180	240	50643.67261	52028.38027	60347.79818	60245.04561	49390.52539	52290.70627	56619.75303	51269.00425	66121.89204	61326.68084	59648.58406	46911.83239	51305.09341	66896.06444	54582.24147	60300.7962	52955.25657	43714.72943	49787.44141	51178.53454	56877.7576	43949.86328	55657.95626	50136.39928	55056.38116	57379.59473	61688.71645	49861.10368	45326.17716	59717.12742	45676.31944	64168.63342	59091.45632	52490.26256	44228.09635	58068.71394	65666.28277	48228.63607	60525.66031	49324.39872	47340.51053	50829.3374	52589.72016	59086.36134	41964.52474	56566.53862
240	300	52939.24051	51881.35381	60049.5395	59846.83218	51001.60026	49855.933	52550.47239	49868.37262	66536.52428	61629.34237	53960.72438	45046.36186	54327.50857	65672.48227	51344.86767	58752.36626	49221.56527	45573.42874	46564.63379	51476.97921	55589.14307	40504.32645	57007.22717	52011.27553	51076.09245	58742.55322	64724.6537	50815.49349	48282.36213	57739.57674	47048.43099	65738.22041	60290.98353	56375.35583	43588.27865	57495.44358	66431.03551	48837.12376	58368.96608	49403.80974	48303.78023	46584.32471	53027.88378	57952.75446	42445.03776	57098.3139
300	360	47964.52124	49203.21309	57847.3572	61743.85404	48090.71832	47486.87702	53571.9502	52536.02853	67401.83091	58741.97647	52301.14783	43264.16371	52857.24068	66572.71451	51762.47512	56329.56081	48800.30689	45281.38861	46055.66699	52384.20287	57913.26886	40379.47098	55232.85287	48851.79061	52642.85452	57962.43457	66238.93108	49001.36882	44622.84214	58156.98996	45214.68229	63103.84548	57529.67623	53146.35821	46076.78125	60352.50053	63041.80294	49097.27006	54945.36452	46968.74152	46715.99097	48626.79932	53139.29521	58862.70364	42529.17578	56730.02869
360	480	46770.39223	48182.31909	55527.12804	57345.38751	46511.44358	45674.67049	48703.47101	48086.4645	62040.65856	54746.44337	51502.22717	44968.21342	49393.2327	61882.5023	48892.85902	53484.64119	45667.61991	43897.10777	47631.62207	49670.47837	54139.2534	42074.1596	53565.38337	43592.28721	46867.50734	52766.56885	58014.4384	44899.39941	43786.77258	52330.45645	42446.40104	57401.75535	52306.88476	49031.72064	42553.8737	51077.19178	58284.67714	46490.66913	50288.02634	44845.02067	43863.74502	45250.30566	48742.52833	54003.89175	37680.07161	50890.89384
