index	name	volume-mm3
203	parasubiculum	65.0
211	HATA	83.0
212	fimbria	69.0
215	hippocampal_fissure	105.0
226	HP_tail	632.0
233	presubiculum-head	126.0
234	presubiculum-body	155.0
235	subiculum-head	170.0
236	subiculum-body	240.0
237	CA1-head	641.0
238	CA1-body	130.0
239	CA3-head	134.0
240	CA3-body	107.0
241	CA4-head	151.0
242	CA4-body	142.0
243	GC-ML-DG-head	192.0
244	GC-ML-DG-body	130.0
245	molecular_layer_HP-head	325.0
246	molecular_layer_HP-body	239.0
7001	Lateral-nucleus	741.0
7003	Basal-nucleus	518.0
7005	Central-nucleus	35.0
7006	Medial-nucleus	5.0
7007	Cortical-nucleus	22.0
7008	Accessory-Basal-nucleus	298.0
7009	Corticoamygdaloid-transitio	196.0
7010	Anterior-amygdaloid-area-AAA	37.0
7015	Paralaminar-nucleus	36.0
