index	name	volume-mm3
203	parasubiculum	55.0
211	HATA	57.0
212	fimbria	90.0
215	hippocampal_fissure	153.0
226	HP_tail	598.0
233	presubiculum-head	123.0
234	presubiculum-body	138.0
235	subiculum-head	180.0
236	subiculum-body	255.0
237	CA1-head	599.0
238	CA1-body	126.0
239	CA3-head	83.0
240	CA3-body	75.0
241	CA4-head	129.0
242	CA4-body	115.0
243	GC-ML-DG-head	143.0
244	GC-ML-DG-body	128.0
245	molecular_layer_HP-head	313.0
246	molecular_layer_HP-body	206.0
7001	Lateral-nucleus	636.0
7003	Basal-nucleus	440.0
7005	Central-nucleus	35.0
7006	Medial-nucleus	11.0
7007	Cortical-nucleus	25.0
7008	Accessory-Basal-nucleus	269.0
7009	Corticoamygdaloid-transitio	186.0
7010	Anterior-amygdaloid-area-AAA	27.0
7015	Paralaminar-nucleus	31.0
