frame_start	frame_end	Left-AV	Left-CeM	Left-CL	Left-CM	Left-LD	Left-LGN	Left-LP	Left-L-Sg	Left-MDl	Left-MDm	Left-MGN	Left-MV(Re)	Left-Pf	Left-PuA	Left-PuI	Left-PuL	Left-PuM	Left-VA	Left-VAmc	Left-VLa	Left-VLp	Left-VM	Left-VPL	Right-AV	Right-CeM	Right-CL	Right-CM	Right-LD	Right-LGN	Right-LP	Right-L-Sg	Right-MDl	Right-MDm	Right-MGN	Right-MV(Re)	Right-Pc	Right-Pf	Right-PuA	Right-PuI	Right-PuL	Right-PuM	Right-VA	Right-VAmc	Right-VLa	Right-VLp	Right-VM	Right-VPL
480	600	30329.16559	33338.08308	34208.81419	40727.70006	28290.9781	32252.99204	31589.23562	27984.60373	40692.30469	36590.39571	37719.96678	29939.66602	34051.60856	41565.08569	33204.36763	32785.43504	31197.79033	31055.18856	34386.92718	34813.47297	36820.26765	26572.1722	35646.06495	28150.89626	35417.40593	33260.51517	41811.15347	23717.44115	29360.73445	29486.37142	26613.34302	40732.18188	36594.68442	33802.88668	31311.68945	40232.84375	35020.30766	40012.48766	31394.54223	30840.03608	30036.79194	30987.81067	35003.8252	35834.04671	37298.31033	26232.74349	33824.0347
600	900	24906.88359	30774.84916	26964.23251	33013.85724	22709.48744	26500.58212	24201.94974	24364.2411	32137.76225	28743.90217	28581.81133	28725.68924	27173.99593	31709.54807	29023.52286	27759.53998	25041.9682	27584.51334	32088.33259	29103.70905	30472.4406	25239.87826	30040.93793	24207.17722	28645.28386	26187.10877	33032.55582	19972.47452	25366.60777	22549.42965	22567.3291	30743.63131	28054.61057	27368.23713	26878.28036	30317.20508	28033.10082	30141.93873	27445.44124	25792.49281	24435.62538	26600.63858	29092.60571	28986.39792	29649.56814	21591.69466	27775.65978
900	1200	20376.48259	23716.438	20375.05051	24773.14724	16932.83719	23407.91915	18923.25887	18732.4668	23588.35448	21064.18673	24463.87619	22757.32031	22676.9718	23005.56669	22786.14161	22258.25594	19730.73895	23314.21158	24072.14648	24595.54051	24086.00826	19954.57682	24090.32774	20216.96687	23342.59341	20553.16692	24082.30976	15611.31428	21579.11222	17650.6352	17994.12561	23305.75126	20633.56588	22973.78352	23241.75444	23933.25195	20922.22482	22362.94759	21848.08425	20281.13237	19331.37857	22995.67334	24174.22241	23356.34836	23469.82215	21312.20182	23418.55027
1200	1500	17658.23029	20128.99189	17914.2773	20944.11491	16326.39342	19785.91425	15705.22472	14803.96506	19215.93024	17293.17701	18747.24105	18902.2283	17926.86517	19135.32878	19189.41682	18751.31046	16875.78496	19702.8927	21058.55552	20630.65225	20214.43687	17500.44434	20493.39933	17341.05639	20014.11292	16325.702	20474.4958	13429.41669	20514.00921	15454.24362	14211.90063	17529.34035	16659.9922	18088.15834	18846.32777	19845.23633	16936.00273	19048.90971	18445.78331	18764.64949	17275.60221	19754.30664	20979.70068	19657.70519	19691.72073	18385.32227	20185.59658
1500	1800	15003.32199	17391.13663	14853.64728	17382.62723	12841.21282	18262.76025	14121.27977	11681.02224	16316.60952	15092.23469	16638.20022	17544.67231	16135.16943	16354.16716	15828.79661	16592.1229	14583.27064	17109.59142	18064.19699	17584.14934	17222.59106	16722.57194	17793.50193	14693.88668	17166.39417	14733.31212	16137.66123	13118.89012	16953.0834	14503.22158	13286.95898	15765.32447	14602.22573	15892.82056	17269.12979	16582.00586	15466.26262	15252.24371	15460.6685	16129.73654	14259.66093	16786.52448	17641.1748	17147.52054	16856.50399	17192.77604	17056.03946
1800	2100	12967.59079	14944.27843	12210.86053	15924.2984	11788.13926	15637.57973	12083.89077	11518.19944	13365.9764	12339.31182	15760.38003	13247.47862	14086.04991	13952.66553	14436.09014	13933.25267	13123.19521	15143.5644	14944.9202	15819.78239	15280.10702	14824.99935	15444.08286	12183.26972	14443.27119	12497.16609	14075.1976	11062.36659	15816.4371	11901.13581	12306.3811	12574.16528	11928.88445	14234.04695	13139.75728	14247.05762	12841.72023	13959.32588	13986.1632	13618.62533	12786.12655	15470.57208	14571.07092	15362.58791	14712.66415	15329.03581	15459.20108
2100	2400	10572.77078	11654.05899	10642.95179	11808.63347	9131.83998	14943.99691	10599.34286	9179.62641	11495.18207	11189.19373	12687.05072	11192.9031	12324.66252	11675.22777	11777.3196	13842.05891	11443.21714	12459.80515	11946.3577	13467.88759	13119.8524	15453.43066	13842.05131	10864.26955	13933.85887	11841.69103	12519.2506	9873.09978	15112.08024	11315.58516	10792.28638	11947.17372	11568.26703	13190.0609	14449.33123	12427.4375	12125.24461	11769.67104	12380.84077	13172.44219	11619.61312	12721.65744	15212.32825	13261.58878	13145.17897	14963.18783	14101.55762
2400	2700	10714.29453	11534.9189	9583.34806	10590.09035	9557.68562	13161.46938	9900.73192	9379.81543	10038.18471	9537.2054	11047.47059	10233.80924	10759.80839	9625.7318	10908.35248	10791.84723	9573.7615	11920.55148	11952.22238	12269.69153	11709.28602	13398.39714	12504.92573	9491.40256	10941.06941	9473.51427	11112.88197	9243.74465	12157.93928	9112.73111	8903.02429	9644.26406	9380.27945	10236.79166	11860.89018	9590.46582	9731.35836	9856.63965	9401.83736	11247.86294	10019.52857	11190.82337	11657.81787	11620.56386	11413.3169	13472.59375	12017.5645
2700	3000	8834.01421	9693.30548	8223.87897	10530.59114	7838.91272	10490.71006	9077.76138	7987.62581	8993.03351	8642.0074	9275.0467	9413.03928	11280.52997	9925.90484	9180.33531	10787.95887	9598.89396	10069.00937	10648.19964	10815.87348	10467.2493	11143.22282	11172.27034	9515.89325	10002.43936	8255.60836	8669.21689	8905.18582	12671.4435	7708.05689	8706.92395	8159.61037	8081.66328	10792.82363	10222.95819	9429.12305	7931.2491	9267.2007	10491.01891	10747.08641	9378.64596	11217.61766	10765.16455	10502.79199	9528.74325	11996.33236	10882.17962
3000	3300	8263.99979	9069.90531	8226.15407	8999.85941	6908.56747	10590.4885	8219.29572	6577.4688	8923.736	8532.43448	8815.38219	9220.66428	8912.58411	8850.0607	8818.11483	9833.18212	8768.3419	10124.12014	9509.41504	10234.63514	9535.25224	11624.39876	10717.18821	8451.68437	8570.78597	8553.1158	8013.21312	7652.35659	10532.35594	8236.94781	7570.71606	8556.00085	7837.87728	10171.33926	8749.97008	7864.08936	7239.56549	8392.00613	9105.1585	9621.10138	8464.31781	9400.10084	9323.21655	9722.96781	9434.22912	9665.48893	9646.7763
3300	3600	7513.17562	7808.42611	6281.48147	8008.36101	5398.89022	10773.99005	6625.50633	6767.30827	6866.52711	6822.32785	9604.31397	7140.47233	8938.50523	7162.32997	8459.87679	8382.71719	7211.37086	9154.31279	7648.94259	9190.49058	8529.35357	10767.53337	9378.43057	6753.85402	8033.23553	6684.69152	6640.74064	6423.64557	10406.25394	8136.38877	7266.63312	6312.64723	6091.54538	8618.58772	7233.6143	8457.77148	6591.84321	7241.22369	8012.02826	10217.46579	7698.37017	9075.43668	8712.02905	9519.73777	8646.54768	10819.61491	10276.19268
3600	3900	5831.59484	7053.03096	6496.81228	8215.14587	6611.7703	10333.11902	6874.06928	5873.44916	7647.74799	7269.18137	8298.03651	5944.24929	7932.88129	7578.52945	7195.15784	8014.73578	7409.89219	7741.58366	6955.89941	8552.66306	8679.92947	11063.71077	9126.66399	5848.83199	6339.54457	6712.13281	7045.94038	6382.73754	7964.65595	7174.56658	5632.83551	6573.04632	6454.23557	6191.20816	5505.28769	6761.64746	6140.68275	6577.86239	6196.23798	8080.37819	7050.51291	7764.93595	6164.46771	8062.50758	7968.05891	8956.79688	8307.02774
3900	4200	5368.72326	6472.14621	5780.95057	7052.50302	5436.43086	8870.71272	5755.86141	4466.82647	6928.55838	6633.15258	6670.47811	7476.92193	7312.94431	7026.5203	6974.75486	7953.28267	6943.96593	6879.00884	6655.92306	7270.04429	7464.05218	8907.82471	8287.00227	5001.78823	6965.81201	5082.803	6876.48608	4712.43219	7157.56894	5996.98272	5706.02515	6040.08901	6339.77102	5886.85775	8410.94669	5462.8457	5689.57498	6469.77481	5757.58735	8285.92495	7295.46815	6714.151	8037.68939	7118.52081	7006.05033	11710.37207	7731.89589
4200	4500	5096.67664	5772.40236	5166.43717	7565.05218	4938.96336	7302.33033	5706.74443	4361.04012	6712.04643	6241.08756	6543.01415	6796.13791	6496.7155	6300.36675	6728.66527	6664.12185	6548.14704	5621.1589	6018.4059	6422.69519	7190.00134	6522.36377	7258.02602	5816.46417	6702.98729	6831.20297	6131.54554	5604.91207	8932.47924	6611.53217	6944.79572	6140.26694	5920.06316	7789.87173	6772.46107	6180.72363	5853.14491	6647.02049	7001.0332	7542.59927	6368.99471	6712.16139	7380.00403	6772.10195	6747.95401	9480.3431	8090.71382
4500	4800	5827.12077	4757.83745	4999.65905	5737.06213	4538.26541	7909.98699	4367.79255	4573.24493	5147.9474	4725.23597	6638.70562	5146.00195	6619.01873	5524.50233	6181.42027	7632.1223	7058.73603	6561.21705	5221.46882	6862.01376	6177.79752	7391.86922	7446.43748	4834.75764	5401.16984	4551.78891	5537.33227	4202.95381	7928.21996	4494.90007	6431.28668	4666.22674	4373.27518	7742.51162	5494.02859	5926.11914	5240.73107	4915.49533	6414.40114	6390.65765	5812.80056	5864.70058	5628.1167	6207.53348	5539.3005	6609.42725	6019.68567
4800	5100	5178.10763	5014.06897	5532.02994	6922.67	4207.83127	6716.88283	4022.86112	4844.04514	5755.93482	5455.72405	5708.63066	5314.78586	6386.25905	5076.35629	4956.96308	5761.79908	5255.83818	5313.77679	5995.39272	5716.94696	5782.88218	7476.78768	5954.59083	5185.45033	5169.23028	5425.43269	6271.01162	4354.42995	5517.99926	5088.70973	4830.19	6136.28971	5146.61369	5013.29546	5907.99614	4732.37793	6073.20587	5900.8407	5895.59385	6240.68893	5798.46253	6139.82788	6125.15381	6334.20405	6223.75333	6593.4069	6720.57529
5100	5400	6316.23958	5105.61944	5959.01252	5338.75807	5092.69141	6726.15048	3995.38779	5802.51514	4496.44428	5036.74894	6632.49599	4348.25532	6344.36967	4693.46709	5917.1427	5187.75854	4975.59674	6319.14238	4914.25677	5223.29537	4994.84897	6256.68506	5937.77168	4924.70624	3876.29059	4697.60282	4543.18869	5231.03401	6283.14586	5053.72639	6054.85107	4095.34827	4412.70124	7965.41101	3084.89094	4932.27295	4047.50162	4977.43452	7072.88039	6029.80997	6079.15664	4870.45067	3418.08527	5407.49811	4766.00546	5329.1945	5525.61857
