index	name	volume-mm3
8103	Left-AV	128.0
8104	Left-CeM	78.0
8105	Left-CL	22.0
8106	Left-CM	238.0
8108	Left-LD	28.0
8109	Left-LGN	323.0
8110	Left-LP	121.0
8111	Left-L-Sg	9.0
8112	Left-MDl	230.0
8113	Left-MDm	834.0
8115	Left-MGN	92.0
8116	Left-MV(Re)	9.0
8118	Left-Pf	48.0
8120	Left-PuA	229.0
8121	Left-PuI	232.0
8122	Left-PuL	139.0
8123	Left-PuM	1238.0
8126	Left-VA	348.0
8127	Left-VAmc	7.0
8128	Left-VLa	532.0
8129	Left-VLp	808.0
8130	Left-VM	6.0
8133	Left-VPL	1000.0
8203	Right-AV	114.0
8204	Right-CeM	92.0
8205	Right-CL	13.0
8206	Right-CM	249.0
8208	Right-LD	23.0
8209	Right-LGN	274.0
8210	Right-LP	101.0
8211	Right-L-Sg	8.0
8212	Right-MDl	206.0
8213	Right-MDm	749.0
8215	Right-MGN	93.0
8216	Right-MV(Re)	11.0
8217	Right-Pc	1.0
8218	Right-Pf	50.0
8220	Right-PuA	209.0
8221	Right-PuI	218.0
8222	Right-PuL	162.0
8223	Right-PuM	1236.0
8226	Right-VA	340.0
8227	Right-VAmc	8.0
8228	Right-VLa	542.0
8229	Right-VLp	799.0
8230	Right-VM	3.0
8233	Right-VPL	1061.0
