frame_start	frame_end	parasubiculum	HATA	fimbria	hippocampal_fissure	HP_tail	presubiculum-head	presubiculum-body	subiculum-head	subiculum-body	CA1-head	CA1-body	CA3-head	CA3-body	CA4-head	CA4-body	GC-ML-DG-head	GC-ML-DG-body	molecular_layer_HP-head	molecular_layer_HP-body	Lateral-nucleus	Basal-nucleus	Central-nucleus	Medial-nucleus	Cortical-nucleus	Accessory-Basal-nucleus	Corticoamygdaloid-transitio	Anterior-amygdaloid-area-AAA	Paralaminar-nucleus
0	30	1609.45627	1214.7625	1393.9751	1675.06956	1265.84742	1879.46325	1659.06954	974.79553	1050.30054	1115.40527	881.0407	1096.00164	1140.08308	1425.0651	1044.45843	1568.10598	1045.04584	1221.79792	1106.7832	794.68136	1434.8767	460.50166	460.37761	601.66506	1079.15207	1760.33802	3576.30656	1112.15619
30	60	11820.71949	8617.77515	8822.98707	10744.0022	8177.3995	11037.94666	9796.48333	8263.26209	7726.866	8547.31825	6868.0218	10683.74678	8156.06885	9708.12601	9006.89582	9870.54891	8701.3036	9323.97508	8493.43896	7616.00819	7762.88108	9043.55437	9010.34012	7842.51138	7854.2607	7703.03144	8637.00349	7288.01841
60	90	19315.85148	15301.53823	20374.67078	20106.46913	18866.73692	21575.36664	20405.78367	19513.01595	18738.86557	18283.41663	16603.10296	18322.3168	19093.24189	20297.98867	20643.8476	19593.58931	20042.22299	19789.14601	19414.57053	17219.43717	19868.1318	15712.32427	15147.22489	16484.65757	19476.71794	19223.85782	27864.54513	17769.36085
90	120	28145.18925	21043.57434	31216.46373	30371.78009	31917.38377	33829.256	35466.00878	30686.37118	30729.17793	26668.9723	24312.3269	28876.44065	27286.02526	32072.04345	29691.25228	30448.59867	30077.16277	30520.80456	30250.74971	25400.05772	29412.57412	30745.81873	28196.33036	26485.13232	27303.3409	25888.10293	34214.45278	27394.16252
120	150	30363.00067	27367.61049	38444.16206	35814.66681	34786.80257	35685.83386	36654.56109	36644.72996	35751.50331	32464.79131	33234.57846	33300.22376	34963.79396	35988.03912	36313.33108	34655.08293	36747.30477	35522.89769	36302.68492	31444.89942	35218.11366	30486.56783	30517.92997	28296.47344	32221.92459	32157.98709	37614.04025	30996.11482
150	180	30002.74965	27531.03878	37890.35542	34778.39076	35354.35185	37330.78346	36069.27307	37404.84939	37707.64137	32074.80491	32546.55062	33114.11701	35539.65489	34840.72051	36916.39912	34110.42849	37204.05302	35341.24564	36633.70637	34890.28326	31124.30836	33275.60689	32859.23633	31579.72891	33375.61061	30851.96907	33469.22335	32396.68578
180	240	31116.35751	27417.75291	36837.75744	35793.33418	36081.46673	39285.00679	35601.67499	38289.32018	36910.0328	33496.99967	31853.30682	34906.74647	33776.52522	38857.92584	37140.78176	36877.30536	37074.93182	37375.98511	35703.48662	35128.0095	35075.95146	34112.9546	31720.73884	32617.41758	34238.12513	29783.20159	34565.67383	33027.27018
240	300	30383.02341	28021.3986	36378.50016	32897.39129	32833.92434	34186.42897	32267.99852	34569.50577	36035.93257	31374.74625	29541.65087	29656.89968	34650.34243	30505.33275	37936.91728	30496.53104	37135.33433	32618.12611	35036.77262	35558.45365	36096.81071	31231.36888	28580.04743	28760.26885	34031.95373	30100.30133	34606.33468	34652.0393
300	360	26025.67884	26934.58339	33628.98703	31670.07611	27665.36316	30617.95274	34365.64268	34030.65671	34029.6213	30024.99121	29141.43295	31594.9193	30404.12392	33547.60165	33171.62906	32163.69757	33373.58705	32424.68515	32819.84582	33033.24447	32980.18392	29405.99013	28025.1303	28685.78066	31020.71985	28071.37439	32750.70494	32629.4459
360	480	25035.76857	26436.82003	30708.30346	29025.38298	27580.09502	30366.75829	29742.70112	32061.72753	31005.96182	28201.12186	26722.70074	28390.33594	27791.22538	30480.58553	30833.07267	29550.35047	30654.62252	30452.74038	29971.86528	30752.50939	30574.56401	28790.57095	27619.18471	28036.84141	29805.42016	27491.12898	29963.37144	29378.67152
