frame_start	frame_end	Left-Lateral-Ventricle	Left-Inf-Lat-Vent	Left-Cerebellum-White-Matter	Left-Cerebellum-Cortex	Left-Thalamus	Left-Caudate	Left-Putamen	Left-Pallidum	3rd-Ventricle	4th-Ventricle	Brain-Stem	Left-Hippocampus	Left-Amygdala	CSF	Left-Accumbens-area	Left-VentralDC	Left-choroid-plexus	Right-Lateral-Ventricle	Right-Inf-Lat-Vent	Right-Cerebellum-White-Matter	Right-Cerebellum-Cortex	Right-Thalamus	Right-Caudate	Right-Putamen	Right-Pallidum	Right-Hippocampus	Right-Amygdala	Right-Accumbens-area	Right-VentralDC	Right-vessel	Right-choroid-plexus	Optic-Chiasm	CC_Posterior	CC_Mid_Posterior	CC_Central	CC_Mid_Anterior	CC_Anterior	ctx-lh-bankssts	ctx-lh-caudalanteriorcingulate	ctx-lh-caudalmiddlefrontal	ctx-lh-cuneus	ctx-lh-entorhinal	ctx-lh-fusiform	ctx-lh-inferiorparietal	ctx-lh-inferiortemporal	ctx-lh-isthmuscingulate	ctx-lh-lateraloccipital	ctx-lh-lateralorbitofrontal	ctx-lh-lingual	ctx-lh-medialorbitofrontal	ctx-lh-middletemporal	ctx-lh-parahippocampal	ctx-lh-paracentral	ctx-lh-parsopercularis	ctx-lh-parsorbitalis	ctx-lh-parstriangularis	ctx-lh-pericalcarine	ctx-lh-postcentral	ctx-lh-posteriorcingulate	ctx-lh-precentral	ctx-lh-precuneus	ctx-lh-rostralanteriorcingulate	ctx-lh-rostralmiddlefrontal	ctx-lh-superiorfrontal	ctx-lh-superiorparietal	ctx-lh-superiortemporal	ctx-lh-supramarginal	ctx-lh-frontalpole	ctx-lh-temporalpole	ctx-lh-transversetemporal	ctx-lh-insula	ctx-rh-bankssts	ctx-rh-caudalanteriorcingulate	ctx-rh-caudalmiddlefrontal	ctx-rh-cuneus	ctx-rh-entorhinal	ctx-rh-fusiform	ctx-rh-inferiorparietal	ctx-rh-inferiortemporal	ctx-rh-isthmuscingulate	ctx-rh-lateraloccipital	ctx-rh-lateralorbitofrontal	ctx-rh-lingual	ctx-rh-medialorbitofrontal	ctx-rh-middletemporal	ctx-rh-parahippocampal	ctx-rh-paracentral	ctx-rh-parsopercularis	ctx-rh-parsorbitalis	ctx-rh-parstriangularis	ctx-rh-pericalcarine	ctx-rh-postcentral	ctx-rh-posteriorcingulate	ctx-rh-precentral	ctx-rh-precuneus	ctx-rh-rostralanteriorcingulate	ctx-rh-rostralmiddlefrontal	ctx-rh-superiorfrontal	ctx-rh-superiorparietal	ctx-rh-superiortemporal	ctx-rh-supramarginal	ctx-rh-frontalpole	ctx-rh-temporalpole	ctx-rh-transversetemporal	ctx-rh-insula	wm-lh-bankssts	wm-lh-caudalanteriorcingulate	wm-lh-caudalmiddlefrontal	wm-lh-cuneus	wm-lh-entorhinal	wm-lh-fusiform	wm-lh-inferiorparietal	wm-lh-inferiortemporal	wm-lh-isthmuscingulate	wm-lh-lateraloccipital	wm-lh-lateralorbitofrontal	wm-lh-lingual	wm-lh-medialorbitofrontal	wm-lh-middletemporal	wm-lh-parahippocampal	wm-lh-paracentral	wm-lh-parsopercularis	wm-lh-parsorbitalis	wm-lh-parstriangularis	wm-lh-pericalcarine	wm-lh-postcentral	wm-lh-posteriorcingulate	wm-lh-precentral	wm-lh-precuneus	wm-lh-rostralanteriorcingulate	wm-lh-rostralmiddlefrontal	wm-lh-superiorfrontal	wm-lh-superiorparietal	wm-lh-superiortemporal	wm-lh-supramarginal	wm-lh-frontalpole	wm-lh-temporalpole	wm-lh-transversetemporal	wm-lh-insula	wm-rh-bankssts	wm-rh-caudalanteriorcingulate	wm-rh-caudalmiddlefrontal	wm-rh-cuneus	wm-rh-entorhinal	wm-rh-fusiform	wm-rh-inferiorparietal	wm-rh-inferiortemporal	wm-rh-isthmuscingulate	wm-rh-lateraloccipital	wm-rh-lateralorbitofrontal	wm-rh-lingual	wm-rh-medialorbitofrontal	wm-rh-middletemporal	wm-rh-parahippocampal	wm-rh-paracentral	wm-rh-parsopercularis	wm-rh-parsorbitalis	wm-rh-parstriangularis	wm-rh-pericalcarine	wm-rh-postcentral	wm-rh-posteriorcingulate	wm-rh-precentral	wm-rh-precuneus	wm-rh-rostralanteriorcingulate	wm-rh-rostralmiddlefrontal	wm-rh-superiorfrontal	wm-rh-superiorparietal	wm-rh-superiortemporal	wm-rh-supramarginal	wm-rh-frontalpole	wm-rh-temporalpole	wm-rh-transversetemporal	wm-rh-insula	Left-UnsegmentedWhiteMatter	Right-UnsegmentedWhiteMatter
480	600	16406.90022	24290.72761	27705.53172	28605.47193	27361.24778	19797.346	32375.44709	28251.53902	25713.8698	23683.89937	26634.84242	24737.90186	28838.67008	16750.70596	26988.54291	30970.51582	20492.04503	15686.56716	29336.05914	28450.9741	29147.34522	26916.913	22537.18822	29935.11638	30582.57642	23949.92986	28716.84815	29285.49782	31552.23093	38675.98828	16683.77026	28071.91985	23109.63265	26800.63976	25857.68902	23444.04139	22185.93924	28124.08013	28083.94761	21831.23796	30509.65717	26266.88462	26501.06855	25670.03405	27381.5296	26232.43458	26677.71478	27906.66113	27870.5308	28628.13611	29120.21198	25716.62892	21792.39175	26181.56424	30127.58631	27286.71542	27039.15986	19416.1821	28687.41563	21886.50047	26106.70443	26421.14897	24048.64393	20202.68221	20875.24413	25833.9694	22823.20463	18069.89196	22200.41697	28376.27837	28130.18265	27252.82529	28153.61836	19047.25976	29188.19379	26836.68086	26308.95734	25085.41903	27925.91799	25326.63364	28792.60986	27976.13784	27189.33646	28395.2823	27631.72046	25237.69307	20337.97992	24690.52579	28848.00145	22927.35121	27051.75523	17387.00599	28731.96339	18359.99802	25001.0981	27967.07824	18909.90069	19441.60664	20411.11581	23052.51889	21108.10149	18541.11453	22039.96297	27614.42042	27265.97731	27179.48092	27789.46244	27250.0128	29579.86527	30082.03027	22223.61319	25109.60618	22836.00994	22157.36524	24114.31974	23744.67901	26117.64179	28550.57009	26769.38192	25679.40023	22502.43923	25136.12936	28505.29639	26068.06551	25376.48512	23562.18402	26359.21377	25697.16437	22732.02325	23165.38271	27252.54702	25862.73385	24484.30391	26625.25119	24088.07671	26024.2749	23435.05954	29182.96692	26171.8233	25193.30164	24839.17767	25848.67617	29288.71981	26995.01364	22297.07251	26844.70449	26945.29264	19900.73232	26643.77374	23988.63964	24331.45985	25665.87473	30168.82332	23998.3047	20962.45697	27787.23875	30977.67901	28539.30334	25857.37895	21586.17273	23812.70524	24566.01531	22111.56808	23457.51765	26966.34587	25000.93515	24732.4784	26810.27164	25056.47446	26431.56872	25861.10746	28883.6057	26179.49667	20025.41798	19669.73784
600	900	13730.67603	19614.30929	22660.83911	22477.28775	23281.46221	17739.43956	26424.34095	25256.0904	20417.73362	18311.91991	22158.46869	20282.49613	23764.52352	13531.09456	21380.99618	26768.21958	15805.52985	13082.82275	22179.70149	22976.28055	22981.21949	23393.163	19955.49421	24682.03073	25197.38869	19294.3614	24192.16545	24355.71932	26583.82293	29688.53477	13283.60979	20936.62388	17927.16113	19148.23507	18820.56786	17710.12344	17502.7157	21870.39818	20784.00089	17784.88273	22573.41302	21598.33093	22859.32521	19877.024	22600.15185	20504.73782	20895.3416	22677.51889	21263.47351	21813.25038	22624.9109	21460.81812	17817.10713	20646.95093	23223.97233	21927.97719	20822.0829	16335.14959	21274.43586	18445.46286	20651.58181	20116.10548	19240.68448	16645.70469	16707.62756	20094.34686	18816.99008	16829.37955	19247.07739	21396.89429	22680.9616	22599.24481	21140.22042	16052.66301	21526.82153	22181.74965	22751.55104	19258.51566	22658.69868	20500.48309	22128.81594	22082.25207	21076.92685	21974.85295	21367.647	21080.21527	17233.30185	19853.03742	22421.42519	18722.86708	20983.46233	15235.42098	21809.87592	15836.90421	19910.74607	20957.76604	16079.64599	16296.56607	16356.42582	18524.13564	17790.73016	16701.59301	18390.87704	21654.31503	21852.74207	21468.87337	21494.53271	21653.11748	22641.16887	24385.76342	19701.48647	20290.31348	19623.79226	18544.71889	19890.99164	20757.91093	20257.38432	22171.36204	21596.18398	20946.14939	18599.26851	20804.20979	22451.55874	21022.34056	19731.33495	18949.50892	20636.45163	20680.69586	19347.34236	19157.89687	21597.40726	21051.88182	19665.44092	20465.03491	19931.1016	21444.83872	20010.64323	21643.37603	22188.01911	20072.53726	20243.38842	19996.54713	22228.54538	22573.35641	19484.68644	21424.14717	21428.43862	17508.10411	21485.68995	20445.82578	19288.766	21127.64382	23007.88312	20916.13677	17924.74662	21453.28525	23488.05629	21704.20143	20453.54185	17927.49103	19125.73708	19741.26494	18770.87426	19452.91825	21011.17011	20323.34538	19857.26	20792.15043	20145.45557	21541.42411	21376.1622	21635.35559	21486.64398	17679.91285	17307.30906
900	1200	11841.59175	16174.86136	18986.47405	17685.79302	20099.16098	15541.88663	21556.40953	22015.78255	16410.89628	14408.53796	18551.13747	16786.10726	19795.08834	11697.78733	17566.77745	22613.34656	13250.31316	11752.71321	18481.9908	19548.20248	18053.35807	19677.9016	16531.03683	20316.61703	21497.9078	16643.90542	19562.3533	19349.43908	22115.47516	22514.8623	11845.93499	15874.32117	15878.08503	14531.46561	14920.94059	14631.70534	14532.20045	17488.1922	15940.16737	14987.72689	17040.95162	17126.82571	18823.47845	15736.60207	18451.44117	16222.81493	16293.65396	18563.00242	16547.90999	17055.08568	17718.40106	17713.17676	14027.54648	16741.72077	18200.62326	17746.52715	15930.71211	13699.3665	16446.49585	15187.71472	16334.02582	15829.91906	15848.1068	13812.77842	13812.43194	15762.28394	15401.07459	14150.89834	15878.32599	16173.21605	18338.37949	17983.26905	16317.90316	13274.44841	16454.26939	17683.02853	18861.42835	15284.68859	18143.13897	16227.02459	16958.80909	18300.1761	16731.32367	17364.35305	16511.0522	17221.73512	14092.33827	15917.75922	17642.52352	15180.70925	16798.33088	12718.10238	16570.62209	13303.34663	16032.60534	16749.73023	13517.31712	13640.73436	13381.46537	14853.0115	14577.37644	14176.69414	15118.10684	16008.70771	17265.65718	17345.80601	17062.58581	17674.81708	17257.08467	20127.52039	17331.9247	17056.92144	17373.80999	16011.15712	16567.42102	18192.03658	16122.96751	18075.97324	17840.01851	17463.52452	15435.87546	17469.14523	18656.67696	17762.73683	15974.62995	15585.05296	16373.62361	16912.56738	16463.05285	16166.19768	17950.95207	17150.12895	16321.25192	16524.12774	16725.54952	17614.51167	17125.11874	16886.45052	18833.34066	16917.87484	16973.50476	16034.09308	17351.1093	18792.40442	17318.58987	17483.44999	18047.29498	15653.77236	17616.50821	18085.3901	16400.8782	17340.70229	18152.42259	17441.51143	15425.60957	17441.67726	18928.97808	17510.852	16895.99377	14768.83043	16320.24625	15970.30649	16245.582	16755.40316	17150.03559	17065.75705	16406.53487	16705.36245	16603.5314	17506.94012	17530.20528	16272.17508	18326.69974	16199.3849	15872.22798
1200	1500	10851.86108	14007.70545	17303.03261	14737.03357	17596.65153	14208.60074	18881.92445	20087.84423	13382.46174	12282.32035	16462.71826	14555.75565	16663.72623	10237.82389	15347.70981	19531.46673	11881.48458	10941.32084	16468.97174	17514.27561	14988.94943	17058.08595	14716.8582	17839.2977	20036.44422	14820.37518	16825.83144	16136.50766	19248.63431	17820.50078	10929.74913	11975.64632	14958.20299	13265.63237	13829.17041	12838.63232	13866.76785	15047.82889	13349.95091	13634.1772	14731.71916	14527.33966	15961.28695	13705.08293	15857.31597	13915.369	14066.59293	16359.15865	14183.82555	14283.56039	14972.79137	15350.37272	12423.69146	14573.76306	15530.45552	15097.767	13949.27202	12134.6681	14117.62465	13351.50314	14286.43307	13987.50848	13812.54153	12456.13168	12215.92511	13349.54807	13532.77321	12640.88383	14267.37604	13428.54164	15578.84375	15188.55125	14010.8735	12202.71032	14373.93025	16000.96233	16086.32776	13290.32965	15364.32433	14008.68213	14403.86205	16353.57764	14297.01263	14547.4195	13895.53462	14412.38163	12024.69316	13797.57614	15429.44954	13080.86137	13964.87604	11540.27099	14313.88985	11915.32862	13723.54434	13771.47251	12078.75703	11987.34835	11740.89707	12737.47546	12794.10772	11792.56293	13132.46849	13595.92437	15036.23102	15438.77641	15299.385	15830.26052	15301.51091	17224.12643	15709.96877	15369.11486	15833.89086	14717.3039	15007.36794	16933.90426	14434.08365	15639.90371	15852.49482	15251.81856	14187.81955	15788.63047	16408.43877	16242.64081	14353.10983	13856.93885	15257.51144	15133.59997	14950.60777	14794.2738	15927.27212	15607.4626	14495.39076	14615.24625	15307.30421	14823.81999	15584.59111	14849.30998	17251.38096	15342.74846	15540.31008	14806.47786	15682.33079	16596.4905	15966.12673	15511.27178	16211.18453	14649.35515	15572.90532	16752.59352	14839.25971	15586.52679	15606.99411	15111.41035	13772.79485	15478.685	16957.52426	15357.42852	14915.18087	13458.30033	14956.93055	14312.84502	14861.66781	15052.33438	15318.33753	15216.64265	14434.53661	14760.3956	14994.36254	14918.5181	15759.11306	14689.60527	16471.44014	15437.57773	15281.45881
1500	1800	10422.40785	12903.05988	15413.50567	12623.20955	15161.29462	12574.78612	16284.42786	18258.78006	11926.60319	10870.80823	14606.60784	12727.81862	15005.92344	9151.23644	12592.03233	17355.19178	10961.27939	9964.93196	14046.65571	15805.92676	12735.51046	15010.63953	13111.17235	15772.54326	17572.81137	12776.62015	14334.33126	13993.46046	16996.88498	15447.56436	9743.05021	10358.30332	14093.67584	11756.7533	12763.00088	12347.19517	12127.14243	13245.64129	11837.30391	12260.28236	12846.11451	12780.15603	13704.02222	12028.1848	13570.19561	11935.58187	12105.53746	14771.39829	11937.78683	12596.75563	12924.23408	13103.7519	10677.49049	12929.94167	13811.10718	13593.0812	11895.48097	10681.11133	12016.58843	11941.72781	12457.94539	12392.06967	12224.68604	10985.02136	10787.60528	11740.47435	11898.19476	11877.63469	11994.4428	11711.06055	13674.9214	13192.35764	11931.24921	10810.36394	12661.87375	13049.80895	13714.92245	11528.75641	13355.41008	12419.67677	12463.3277	14709.61021	12268.33495	12963.25008	11965.57123	12421.1135	10694.38308	12035.58757	13246.13718	11580.02201	12556.71786	10252.53942	12382.46132	10713.27428	11934.38102	12282.02357	10902.81186	10641.1017	10587.13531	11083.29957	11388.56732	11007.99636	11386.77145	11934.71978	13085.79952	14300.76274	14154.71092	14563.68361	13611.47359	15000.43816	14217.11604	13895.03109	14575.81775	13695.71222	13557.53236	15551.59166	12739.44303	13774.73497	14496.6256	13757.10871	12736.64557	14606.24209	14802.81454	15225.47067	12821.37105	12224.71846	13825.54449	13695.94538	13751.45416	13461.73333	14431.80299	13942.66952	13082.08626	13361.32842	14090.16728	13765.90598	13677.75362	13339.33773	15380.98463	14138.03019	14199.58791	13335.66984	14013.05848	14567.51179	14513.08759	13949.50911	14552.28855	13794.73007	14140.28682	15576.42204	13352.24092	14353.56382	13740.35025	13300.10903	12881.99927	13974.48324	14687.73174	13981.99076	13866.20071	11978.56158	13609.23957	13083.79616	13580.81355	14101.93612	13909.49872	13660.26877	13305.12214	13131.47207	13550.08757	13497.84117	13992.90341	13106.27551	14909.44524	14762.76477	14508.72121
1800	2100	9351.44026	11695.05819	14108.5894	10589.90745	13246.3403	10787.63957	14408.42657	16833.97977	9911.55969	9547.49577	12814.81713	11608.00321	12987.46551	8205.68776	11406.09499	15034.5847	10225.22998	9346.89812	12913.60354	14320.84925	10933.17018	13046.31492	11358.49446	14069.61321	15923.62963	11570.58683	12089.59437	11765.49343	14949.82922	12132.53721	8643.0734	8879.44568	12418.23577	11008.90399	12070.69622	11447.27836	11001.70247	11574.98866	10323.88615	11148.35906	11021.42136	10812.85504	12009.75717	10710.36927	11904.18018	10579.71872	10582.87101	13372.50633	10178.66968	10782.45099	11431.83048	11357.72799	9296.7649	11549.1916	12018.90511	12016.56696	10648.67174	9594.69351	10664.29227	10634.21397	10682.91545	10671.64716	10977.00791	9826.94635	9702.97139	10388.93794	10464.14529	9993.21519	10823.99178	10259.77737	11586.14118	11906.33603	10298.90119	10155.98999	11131.40463	11714.01031	11861.5527	10179.39939	11334.66344	10796.98984	10693.70766	13152.02844	10783.1014	11234.03744	10287.81138	11000.69311	8835.20588	10452.93171	11960.90341	10705.21095	11165.39576	9157.01592	11011.99768	9864.07071	10402.4941	10861.50987	9802.89489	9392.36359	9424.72636	9789.05825	10139.53498	9911.54029	9881.4581	10533.49966	11331.55518	12949.12169	13386.4972	13081.07544	12361.83625	13282.77202	13034.86116	12606.94316	13116.53234	12626.20965	12284.84043	14166.12863	11533.63208	12357.57006	13037.36656	12448.51153	11463.9287	13476.46518	13543.77662	13615.79966	11792.591	11092.1177	12745.57918	12531.39341	12402.0498	12283.4526	13240.57078	12823.81695	11673.74345	12328.65785	12587.10748	11646.14015	12193.85922	12260.0886	13894.41704	13122.17727	13434.23825	12300.6376	12602.54185	13154.09772	13361.97274	12556.77381	13181.43729	12905.55841	12717.11586	14159.13029	12104.51811	12997.45267	12421.80597	11972.6941	11120.46607	12480.71184	13658.12212	12754.26682	12600.95635	10623.84073	12780.16341	11812.49586	12141.87922	13005.74793	12749.32606	12471.89503	11817.07297	11769.61028	12723.58981	12239.87525	12228.10163	11732.70213	13477.58714	13884.52452	13586.75021
2100	2400	8852.23861	9734.11942	12556.25841	9122.98167	11383.63707	10142.84923	12669.52094	14860.7245	8552.84728	8387.59321	11116.76585	9906.93458	11396.97676	7238.27937	9931.59058	13199.42171	8825.45707	8828.71519	10866.8977	13118.16342	9267.65486	11208.69064	10141.34477	12206.31243	14637.2188	10090.36322	11085.18206	10488.84808	13216.16118	10797.9625	8546.27645	7814.32963	11270.59643	10845.58276	10580.42636	9732.105	10491.23566	10083.3036	9045.70431	9699.8906	9961.90655	9446.59903	10207.06435	9453.03194	10287.73608	9322.34298	9403.13723	11519.98859	9156.89375	9397.32427	10004.9059	9209.76403	8458.70482	10083.15708	10571.95465	10458.65133	9494.71863	8475.84601	9502.51345	9606.12502	9552.50026	9658.82706	9799.22893	8823.08071	8728.74066	9208.98939	9377.03694	8946.65249	9546.23815	9117.95835	10244.10437	10519.28888	9212.77524	9377.66725	9986.48434	9853.41475	10173.67171	9058.5431	9935.86576	9146.97669	9583.50457	11655.45413	9422.78452	9925.17629	9015.27823	9452.3003	7763.63214	9651.74767	10885.48422	9260.21189	9632.80897	8171.14706	9857.07876	8679.15194	9176.06317	9876.6184	8767.83913	8304.56991	8514.05783	8516.52253	9094.35479	8590.86008	9025.86286	9264.33225	9901.62373	11745.51089	12115.69849	11946.29368	11310.33693	11742.00829	11702.76472	11362.58441	12226.49888	11559.15325	10928.02605	12897.90433	10348.34262	10941.96307	12143.83057	10380.06855	10591.45941	12199.17503	11928.40208	12741.28102	10803.30251	9884.86455	11784.76165	11424.82826	11418.76145	11519.41697	12331.12103	11672.11522	10724.92595	11126.11421	11562.06511	10464.68311	11046.78182	11153.51828	12707.63105	12288.40932	11796.61376	11285.7095	11403.67653	11093.16219	11922.48059	11347.73836	11894.28225	11351.68699	11433.63875	12911.18785	10902.94146	11665.55298	11377.45672	10911.34097	9963.45748	11537.46049	12210.71481	11651.05421	11207.17608	9660.78342	11796.09	10626.7609	10856.35404	12101.59882	11669.13465	11135.49736	10510.13005	10621.57706	11673.11056	10783.05294	11474.4312	10525.26598	12158.24288	13253.20725	12992.73911
2400	2700	8017.3871	9064.67166	11481.83582	8032.01291	10205.55633	9254.02294	11168.33069	13481.37345	7493.27447	8665.74743	10310.58274	9183.7614	9761.73497	6353.42926	9297.9975	11628.57868	7749.2111	7889.07193	9837.45712	11889.8592	8140.11186	9721.60448	9075.5133	11214.64039	13464.91291	9191.42144	9593.57945	8661.1928	11399.3515	9843.79971	7580.99599	7005.26384	11486.52521	10105.67252	9837.92739	10406.82447	10709.43561	9007.84014	7958.08145	9135.58011	8967.24638	8646.24403	8674.77086	8705.41394	8959.65656	8338.0772	8472.36244	10684.71957	8082.40967	8315.81543	8975.43407	8438.64224	7290.34635	9228.97331	9578.07336	9405.94302	8954.05317	7677.86247	8743.47265	8756.15316	8568.17092	8683.97495	8933.99919	8002.46475	8143.05038	8310.9781	8520.73571	8309.44418	8692.63371	8699.09976	9224.10726	9775.26347	8180.49405	8549.2617	8906.71011	8873.09116	8878.65876	8244.89594	8856.70035	7965.87081	8498.16707	10509.76012	8445.69156	8422.53406	7970.70049	8425.97943	7229.48835	8482.99053	9435.69031	8316.32967	8883.80888	7348.27699	9044.60656	7939.87414	8137.09222	9167.0677	7997.12147	7488.5589	7624.27083	7641.37306	8266.06183	7586.9346	7978.94648	8467.03521	8780.26009	10665.37695	11205.30458	10842.28336	10168.28065	10894.82414	10672.87623	10513.57725	10939.60895	10745.73222	10173.76782	12455.11304	9611.08234	10129.04079	11181.89831	10061.44847	9693.49757	11150.32301	10581.47457	11665.32294	10265.91902	8870.64384	10844.64082	10600.65482	10469.10535	10970.17993	11373.07922	10741.90027	9860.80684	10268.89969	10631.88438	9735.31854	9735.80823	10598.07925	11596.67346	11301.39074	11247.79143	10361.72588	10145.02953	10066.44315	10759.94907	10381.64144	11040.14741	10861.55242	10321.28964	11909.38266	10182.48205	10225.36347	10234.81384	9542.99794	9421.38298	10623.00874	10883.6671	10487.55433	10099.84266	8856.1196	11068.01792	9814.77954	10258.51942	11293.05902	10800.97414	10441.5492	9880.70096	9653.15389	10520.45555	9419.28409	9528.10098	10209.47793	11013.22604	12433.32317	12222.53133
2700	3000	7257.37555	8442.50735	10357.88139	7185.63969	8777.51955	8583.98306	10144.69784	12263.16598	6398.44393	7248.67598	9092.40185	8209.59891	8000.76026	5752.18269	8061.91939	10605.09134	7706.02112	7417.69627	8319.24471	10716.56957	7115.08911	8450.54537	8306.34644	9853.33726	11781.84708	8192.13413	8220.06118	8323.2912	9886.5607	9508.00781	7177.06407	5772.50131	10958.62015	9874.12313	9427.76058	8485.39783	9396.63451	8361.99957	7459.15505	8237.5378	7898.41369	8032.36044	7962.69323	8020.61135	8222.1859	7652.01521	7836.04916	9436.97809	7400.32253	7294.51663	8035.99585	7757.76826	6775.09171	8208.11569	8490.79968	8575.36287	8164.19966	7031.23949	7879.56564	8077.01965	7813.88392	7663.2926	8077.22101	7159.46636	7437.00154	7571.34964	7744.53172	8153.97654	7269.93196	7741.93346	8057.63113	8585.62761	7222.43635	7712.46384	8035.50587	8137.8556	8122.07325	7598.01557	7853.75092	7725.26821	7777.12812	9529.03988	7437.10311	7692.41864	7171.94036	7277.10286	6468.37876	7548.10929	8273.51226	7497.83414	8114.97383	6625.49555	7117.03281	7325.09046	7233.02101	7956.25	7236.97649	6687.72501	7108.61593	6816.9962	7509.95425	6975.4739	7124.2724	7914.49743	7941.44085	10056.49683	10567.22156	9972.28048	9091.45724	9798.21794	9667.46327	9520.99018	10154.32843	10099.45562	9356.74842	11190.39027	8393.55377	8653.82233	10283.07263	8999.26617	9002.2584	10547.40377	10018.66581	10536.67902	9486.6819	8170.83458	10370.38084	9934.04357	9667.65161	9444.24969	10454.11961	9626.67832	8968.86849	9627.69897	9691.12684	9455.79243	7961.20169	10009.27895	10460.76018	10394.85796	10176.07792	9696.61829	9220.10782	9122.74418	10259.6401	9597.01282	9959.87125	10174.64732	9666.94882	10905.95176	9168.44882	9459.34839	9330.05639	8620.94897	8753.60106	9888.07124	9318.29223	9647.09562	9586.80074	7823.28784	9539.98755	9190.76026	9382.03248	10177.57484	9747.21408	9279.41613	8974.39272	8777.76687	9741.55989	8380.09024	8442.79571	9581.81277	10077.13633	11753.91309	11483.12301
3000	3300	7145.89618	8399.3063	9580.08481	6561.83176	8441.19105	7653.4778	9081.58922	10787.34826	6146.62068	5883.7762	8228.08932	7581.8299	8101.37543	5357.44539	6933.51848	9506.62932	7041.8381	7228.46645	7970.92147	9914.29653	6440.50813	7480.49035	7828.26245	9065.77993	11150.48251	7608.37218	7235.45052	7393.42727	9209.46803	9454.22236	6854.35864	5473.28718	9692.76196	9471.29591	9281.80587	8598.67913	8787.16533	7565.41321	7292.72521	7612.5163	7620.35549	6729.97555	7173.30591	7573.13675	7346.58005	6694.08099	7374.58658	8616.64037	6541.21377	6758.08114	7357.93221	7277.01901	5972.49572	7596.65689	8231.89347	7895.84132	7491.6819	6726.24373	7202.21201	7444.88975	7177.45828	7139.55155	7372.7371	6635.49597	6925.26598	6942.34951	7239.7629	7122.16732	7104.15643	7502.37541	7265.36924	8241.9048	6392.81136	7499.48842	7736.76908	6488.22125	7093.33304	7071.29498	7104.14801	6468.69841	7200.5438	9066.36739	7184.15314	7296.44044	6541.95581	6743.58117	5560.45218	6939.20325	8065.23434	7171.47817	7523.28783	6216.21481	6991.10782	6861.32775	6686.77888	7406.72919	6703.8981	6279.93091	6745.19949	6319.44448	6967.34502	6846.94871	6473.66965	7323.00631	7402.53293	9031.33548	10353.62364	9352.7084	8917.60725	8248.56219	9106.64251	8891.62007	9113.06875	9102.73365	8761.79656	10413.55047	7932.34798	8288.66749	9267.89581	8016.49929	7898.75467	9685.53089	9449.60826	9527.25634	8728.30683	7940.28684	9572.34382	9029.57206	9113.17557	8722.65883	9505.55485	9221.68146	8325.7731	8818.8043	8930.53571	8038.22036	7604.81398	9673.59569	9748.53767	10080.0357	9504.97531	9027.91706	8683.46006	7729.70185	9276.20545	8748.16653	9077.48777	9125.61881	8850.48749	10238.5249	8736.43697	8846.7157	8590.12969	8212.45714	7676.04861	8955.52326	9413.43075	8914.64405	9066.10109	7502.98257	9317.18262	8610.88857	8602.02022	9653.22884	9121.83416	8806.17554	8132.63797	8472.72887	9200.11028	8252.78974	7539.99504	9619.71443	9593.16357	11090.35799	10852.79538
3300	3600	6587.62276	7161.24558	8603.85137	5891.75536	7084.3824	6815.44678	8585.28744	9865.31169	5072.75566	5650.67971	7566.36111	6802.85251	6135.08911	4723.83176	6034.48375	8439.60095	6982.1289	6385.49078	7198.12468	9159.22738	5835.94524	6711.01654	6560.88796	7903.08071	9697.51632	6792.52108	6947.45849	6091.52604	8318.58598	8421.80591	5958.64455	4178.17638	8821.75132	9362.80582	7515.18821	8004.68702	8545.84985	7155.32078	6238.68441	7338.17992	6969.42668	6164.30203	6300.5369	6990.04586	6774.28667	6325.61222	6854.35024	8023.9395	6209.51148	5988.57499	6785.40172	5977.85551	5184.86906	6895.50772	6986.17615	7146.28882	7497.76584	6043.44036	6540.50665	6749.30485	6432.5066	6469.41138	6982.06879	5953.4262	6236.68573	6438.7148	6587.00704	6309.51313	6063.5113	6742.7248	6327.7054	7447.67548	6254.01945	6643.85004	6947.24255	6153.41183	6292.61867	6427.56282	6221.94535	5637.00296	6690.65612	8231.58415	6397.75722	6470.3522	5974.0954	5803.70572	5397.35977	6555.27488	6999.08585	6298.19669	6947.60635	5624.12305	6329.63548	6066.6977	6030.46001	7169.10459	6180.49837	5719.66194	6172.79122	5559.82764	6267.79752	5899.754	5797.67261	6534.23734	6554.78602	8249.5859	8996.7753	9134.34549	7664.27855	7291.07657	7947.76781	8216.52157	8381.68372	8877.18642	8024.83874	9498.71565	7429.74063	7491.17546	8753.69867	7510.04037	7186.36946	9342.24956	8317.76971	9327.82155	8020.91813	7038.28204	8997.85588	8133.7544	8096.37524	8489.02711	9054.08176	8300.56426	7741.94985	8241.845	8544.79389	7581.90568	7025.35883	8719.37493	8719.1158	9456.99368	8920.24256	8237.46168	7896.51518	7714.78782	8623.88355	8034.39081	8041.84122	8198.32507	8245.9366	9540.52919	7813.13731	8405.31764	8024.12298	7729.58695	7357.31054	8563.12527	8405.8775	8141.53275	8342.22278	6694.591	8882.16123	7607.7644	7784.67534	8692.03945	8402.95179	8045.87736	7548.06324	7171.59354	8754.51398	7173.57073	7176.30534	7905.18687	8822.56234	10277.84823	10144.44882
