frame_start	frame_end	Left-Cerebral-White-Matter	Left-Lateral-Ventricle	Left-Inf-Lat-Vent	Left-Cerebellum-White-Matter	Left-Cerebellum-Cortex	Left-Thalamus	Left-Caudate	Left-Putamen	Left-Pallidum	3rd-Ventricle	4th-Ventricle	Brain-Stem	Left-Hippocampus	Left-Amygdala	CSF	Left-Accumbens-area	Left-VentralDC	Left-choroid-plexus	Right-Cerebral-White-Matter	Right-Lateral-Ventricle	Right-Inf-Lat-Vent	Right-Cerebellum-White-Matter	Right-Cerebellum-Cortex	Right-Thalamus	Right-Caudate	Right-Putamen	Right-Pallidum	Right-Hippocampus	Right-Amygdala	Right-Accumbens-area	Right-VentralDC	Right-vessel	Right-choroid-plexus	Optic-Chiasm	AirCavity	Skull	Vermis	Pons	CSF-ExtraCerebral	Head-ExtraCerebral	ctx-lh-bankssts	ctx-lh-caudalanteriorcingulate	ctx-lh-caudalmiddlefrontal	ctx-lh-cuneus	ctx-lh-entorhinal	ctx-lh-fusiform	ctx-lh-inferiorparietal	ctx-lh-inferiortemporal	ctx-lh-isthmuscingulate	ctx-lh-lateraloccipital	ctx-lh-lateralorbitofrontal	ctx-lh-lingual	ctx-lh-medialorbitofrontal	ctx-lh-middletemporal	ctx-lh-parahippocampal	ctx-lh-paracentral	ctx-lh-parsopercularis	ctx-lh-parsorbitalis	ctx-lh-parstriangularis	ctx-lh-pericalcarine	ctx-lh-postcentral	ctx-lh-posteriorcingulate	ctx-lh-precentral	ctx-lh-precuneus	ctx-lh-rostralanteriorcingulate	ctx-lh-rostralmiddlefrontal	ctx-lh-superiorfrontal	ctx-lh-superiorparietal	ctx-lh-superiortemporal	ctx-lh-supramarginal	ctx-lh-frontalpole	ctx-lh-temporalpole	ctx-lh-transversetemporal	ctx-lh-insula	ctx-rh-bankssts	ctx-rh-caudalanteriorcingulate	ctx-rh-caudalmiddlefrontal	ctx-rh-cuneus	ctx-rh-entorhinal	ctx-rh-fusiform	ctx-rh-inferiorparietal	ctx-rh-inferiortemporal	ctx-rh-isthmuscingulate	ctx-rh-lateraloccipital	ctx-rh-lateralorbitofrontal	ctx-rh-lingual	ctx-rh-medialorbitofrontal	ctx-rh-middletemporal	ctx-rh-parahippocampal	ctx-rh-paracentral	ctx-rh-parsopercularis	ctx-rh-parsorbitalis	ctx-rh-parstriangularis	ctx-rh-pericalcarine	ctx-rh-postcentral	ctx-rh-posteriorcingulate	ctx-rh-precentral	ctx-rh-precuneus	ctx-rh-rostralanteriorcingulate	ctx-rh-rostralmiddlefrontal	ctx-rh-superiorfrontal	ctx-rh-superiorparietal	ctx-rh-superiortemporal	ctx-rh-supramarginal	ctx-rh-frontalpole	ctx-rh-temporalpole	ctx-rh-transversetemporal	ctx-rh-insula
0	30	310.2810295873608	235.28525174732644	251.14760710063734	258.27284614042884	264.25651186850405	331.2521722523437	427.54937128181115	606.7199637965916	350.9927423028832	311.58056377698017	276.5169823133584	357.2823577073075	372.88829507574235	155.62751264879782	349.75289114286653	525.1963715811258	469.00561922545273	253.03688856031073	314.8916614123866	266.7894380206009	334.8038475658353	312.3300777656503	298.6604440262592	312.82287097070537	465.0660609934713	493.6817686985924	437.75712031257905	292.0749141964748	365.2272079683005	732.2241588587367	461.3287166370949	91.22368392944335	342.1458327099198	619.6536772021689	33.10095516467061	41.545076003814415	281.2504407342497	273.0185157723063	304.21869785077416	32.00197849613511	289.1554669822376	472.04198059977887	264.73844850306205	322.0702690192823	352.5753409810849	331.08157111714496	212.512158181748	169.6118471344459	263.137982476982	228.16826363701125	307.5028929365232	264.1703566634927	380.0552618930542	196.80407489741648	158.117292606485	379.71048409154605	343.35367075090693	170.1282100842419	259.5771302008849	240.78607371289243	220.165484082602	336.22085571800176	283.7685200421713	311.51780796989476	477.9151625537511	248.47091494259948	348.4021965413025	223.24388496025443	290.98572217185324	304.79811604480597	54.12721021433382	118.98851697818203	493.45202453518726	620.9652875002508	545.2968629039887	431.0266814745859	305.3580935229001	323.2356886142184	393.9797923592456	367.67453468656936	221.37370688940692	220.3095701248849	335.7468636834312	239.9552553847298	428.6755387715632	376.63250429016716	413.45005589623423	176.77797046123834	368.6239401432911	336.250215186363	490.6622535116764	203.75719098325376	401.55676168270327	435.27527143479114	226.82417875515486	549.8756336334452	264.6285414141059	358.587429239414	445.42555366203044	292.4053317855051	290.07865594874556	223.1657195768845	339.8660949376179	340.0922964128295	61.90350988122053	146.55573140714202	566.5134974359308	657.1078699048967
30	60	6969.326514381219	5331.715334528516	6130.030399362665	7178.962315638372	8138.051348490037	9223.387764632342	8159.660425672681	10521.889082991522	7878.950427364204	8359.458686943464	7001.873736179236	6100.457408863165	7563.993084523473	6532.012922127016	9131.304297603778	9572.099924670048	7680.8354570845695	6600.5113648318575	6837.3950552716415	5006.748632185506	6962.0245132024775	7159.281528870416	7802.612510596355	9006.586621450439	8036.150741614456	10215.827185478156	7893.151003941033	7337.291538738409	6899.573868941978	9857.07781775943	8189.127075163664	8289.807080078124	5977.265148593294	7276.253438398928	997.7494814975197	972.3489053893039	9224.895234790438	6205.011040117572	5885.383277581508	887.3228224007662	7833.996921024521	10241.155772079535	6299.848733945802	8222.921598827317	6541.175888085144	8174.061428071917	4807.869337097139	4980.221586872061	7336.696855274854	5746.198440399206	7172.713754355389	8452.339969196591	8625.511430250986	4917.464057740204	7136.998923156025	8465.971687181227	6982.766179777951	5425.828532963604	6626.2686009239505	8646.179056912768	4659.513141288906	9404.26638997909	6375.570041339562	7847.59342740324	10276.883972167969	6017.050762810749	7724.561554041717	4908.620720084469	6406.0619066054305	5406.843644984861	1652.8772764505466	4216.009289612956	11927.143639408647	10242.446535880765	9454.394951370161	8914.229477162125	6163.701967714429	7958.801050150718	5155.9235270103945	7853.0439318709205	4815.2619298933705	4759.971868320113	7921.65969283303	6166.938161303831	7192.974602737915	8967.507282695278	8432.127970840435	4826.019561770173	6934.263354330861	7803.51258809319	8408.53890633891	5534.345276208884	6972.257773410069	10313.286288199852	4912.5564249206855	10110.480736576934	6257.93209700461	7623.801818944065	9515.613561145774	6019.291548738975	6398.071298228316	5139.100904859977	6334.506571405278	6069.047573500863	2023.06238194095	5439.207246437146	11541.230576730211	9829.84577978838
60	90	15695.505321626117	12435.619313199235	13807.064610745614	16310.216953224373	17894.68913244382	20138.930022878492	18646.026908099517	24888.797288545782	17581.884867894492	17705.993680695563	15227.106659860321	12725.649707851277	15981.98406871951	13935.877496759793	19467.556981328707	19660.85269926647	16476.488101597086	14779.526084739095	15463.984256865127	12161.760942206325	14265.438533213915	16484.930445242455	17993.348680161263	19690.26238435645	18840.895252065082	21533.905262315373	19251.70306492006	15654.474779749693	13784.575098888734	20461.603812954585	16330.369475598343	13603.3708984375	13710.89758886592	11953.467900104602	2045.927537748042	2161.4911359114517	21233.739027899184	13574.80158044799	12633.525717390774	1968.0388032775843	15801.225953415604	22526.128721158064	14039.346305077368	17840.367270869658	13336.76549064707	17440.20081400559	11170.05884408515	10302.009548475242	17517.71203711161	12827.22956643203	15881.605025618548	19668.513856668607	18833.931569229288	11291.23837721556	14122.744623941036	17615.327309110566	15465.185968946998	10900.397217662963	15517.50335798304	18776.11313424059	10305.17520449603	21952.99256818081	13964.48516945505	18022.11735444243	24029.35058630741	13442.086601389341	16847.93227033216	11280.556096360417	13737.783949954057	11819.500677196662	3876.275935550833	10510.17566382209	26858.409513277013	20628.10287589448	20591.31111632991	20225.215673880237	13222.314434523498	18170.619296396955	10619.5851679138	17080.12920033664	10864.449309314356	10012.65155004923	18944.358031510306	14012.939295189952	14837.619345883006	19617.89966718901	18823.549892757346	10593.8233773668	16175.230803905604	17879.3429806308	18446.194900205774	13025.069283779798	15965.742460835612	22982.966220301292	10499.017870972122	22041.935569394158	13724.551039796752	17743.206011605685	22258.552311272408	13970.14084587282	14246.109681651718	11472.136438737683	14275.640613031344	12764.765401211982	5180.082434028725	13059.83714639594	25086.66765165689	20903.93964227577
90	120	24358.195138089337	17912.810701048325	23382.642088130484	24595.162970045152	27696.438734939555	31239.274536672583	28892.83830450674	37941.73829211022	29309.60943613937	28119.15070249496	24467.428176417496	19520.57685767308	26123.86597314895	23628.450108006913	29275.06069354157	30988.482790003272	24759.906797124786	22534.74455000366	24233.64899917965	17547.152341118173	24292.36412023049	25257.118317155684	27557.149757717176	31504.064431596293	29484.036375825606	34394.69042591392	29968.203111824576	24350.375548732714	22727.17067659034	33274.26084394029	25311.393468602135	20126.7216796875	20860.74960734841	17749.68745505361	3098.819417444093	3387.4500119874933	29567.262802301866	20738.728497938708	19251.280723120733	3061.80480283627	25682.376971393307	35165.91299089871	21969.684309343	27013.194453154963	20254.87646985128	27451.778808806725	16871.8195860554	15744.633419457767	26273.05067013292	20149.819699138738	24588.701386168843	30183.606716756945	30151.85330207958	18016.768969713947	23379.797903538783	25829.772390079404	23948.517752415344	19166.63747171741	23879.23850823447	30669.64576682908	16256.10870807194	32292.24237376113	21639.045494643913	27713.98794234672	38035.50313498757	21036.65500636703	25883.24365426878	17940.7126833741	21671.707045657182	17538.716731908768	5916.134952997364	16347.13216828377	40955.23945373015	30835.900259095364	32700.23250614689	31956.405475628668	20093.303499749974	28228.964059394446	16238.774192382394	26603.453994440097	17279.956104974848	15098.70136368339	27996.365326874213	21105.110364198663	22341.534186729463	30375.956524344783	29230.699701010577	17054.090104788036	24441.390596230125	26702.743632719437	29436.546531766093	21298.45554426584	25116.060011078418	37141.70572953532	16748.378577666965	32931.93864023833	21644.597349432708	26667.403627403393	35674.51189938799	21568.460858463044	22282.381375544985	17888.57808865512	22586.978037636793	19940.301202822448	7667.956300907052	21682.05462926376	39771.330642782494	31285.637752201026
120	150	31327.440483648315	22438.056911906966	28515.54771792763	31265.967602395925	35547.64665125199	39639.80632526715	36258.42283475372	48942.47142047117	40018.76265362657	35253.71045236895	29649.148899887547	24653.58994736971	32444.94515784078	29765.091263140843	37469.88990350979	40538.73388075371	31216.296004355863	27696.457708211357	30755.48319307324	22664.655827978855	29667.559316729974	33251.47515662293	35051.08900957056	41101.56253261153	37971.778235151796	45573.8483100722	36669.45541014571	32435.64625493708	30552.79242500696	39765.216799517926	30983.661963536266	24993.1783203125	26503.487611209064	21558.668986172856	3902.826068215123	4360.054187351541	41098.93763202943	26482.26680245785	23948.734422390608	3937.5556102003984	32655.627324299003	43574.919597808315	28341.953314111426	33161.47561297015	22731.880979272235	35099.670960105665	22195.90994331099	19920.868240693166	32944.62759820065	25351.292986574812	30298.917571933027	38374.74115557491	36890.214042571715	23248.062266306322	29105.611369748283	33969.98691403811	31579.614432869377	22813.088339451122	30785.67713865484	38698.17707764547	21019.581294437878	41674.83164610508	27815.3962594204	35206.81001609737	47315.24478796757	26889.381269285164	32078.163988369262	22866.075414324958	27857.685365933616	22952.394042409564	7406.313552129836	22635.20286983367	49528.81668461948	38427.52744895369	41808.22403434327	39008.8931614222	25825.805090652408	35975.45901162128	18883.283191424638	33737.40097790089	21408.084184075644	18868.275868764787	34383.62457966065	26466.8080743539	27719.904697616133	37066.79425264417	36024.3178452842	21504.906103320496	31758.509657805185	34417.029375068785	37057.15405288945	26398.548289431736	32902.44316441519	46449.68123768698	21181.993017433153	42365.02061491581	27191.61476938296	35377.220864144605	43772.197623176486	27590.29791663733	27551.384879558733	23095.041544195614	28612.389301905027	24709.69147493816	10270.870623379504	27936.836463601878	48499.09765835693	38301.23038262908
150	180	32905.712889087685	23904.20995620584	29778.60864172149	33595.506639032385	38408.59562749427	44188.66350401565	39980.124221009544	51082.477111798544	39548.83287497332	38012.95259366599	31294.86187096798	26320.221128787874	35438.12765958622	32739.757393073156	39424.4269564045	41637.866362619985	31398.223700062255	28793.931011691304	32658.879146576306	24489.31249164008	32769.958498791435	34802.07723169267	37728.77131707103	43674.84622592861	40729.60078278873	46854.21330214371	41463.16038181328	34460.201136538024	32127.3414923789	43252.40653807933	31948.536699709945	28695.7513671875	27213.2775616083	20872.960774058578	4263.248036601979	4717.812062839323	42923.31947650331	28296.24951106451	25003.378538833087	4292.195346173442	35557.95220577675	44922.10828875339	29130.228082296733	33870.34867075591	25152.77350609369	36695.1483904798	23604.69013704169	20349.970050063006	35839.751384488954	27028.3118682256	31321.81876303263	40540.135641108835	38234.155893414754	24829.98544008398	30471.539856089086	34845.41199603619	33008.24625836287	24280.047722900294	32956.0946345763	40832.08932221662	21622.49236620332	43732.90573924426	29131.851628854165	36003.024337978764	50658.901637221825	28652.145172281776	33379.27443821597	23756.489763595524	29907.191013989916	23860.933224888522	7895.445479589152	24290.23865338829	52976.362311495446	39780.64205821257	44008.28912198604	41045.7612049343	27458.528959955707	36928.93677659237	17745.72460963617	35385.72358312288	22604.877489969935	19562.545985227764	37844.660697738764	27260.826182790108	28206.540042475033	38019.24362618324	36977.03001557534	23523.64462937539	31376.646227328263	36521.12990304375	39636.92432932922	29382.479318811038	34987.21264628843	49586.36898947716	22239.598397357837	45816.55298043799	28858.39744815748	37188.531720006	46279.760768258966	29265.237979731566	29050.81726223975	24220.858870463904	30704.40274781181	26192.365178484655	10136.515232136157	31191.144228308647	50973.453485285194	40148.12009440343
180	240	32810.85621217577	24277.373823393336	30016.435951206142	33686.15398848684	37853.65881418527	44072.49159080631	39983.72379924697	52163.96137762474	41418.15945259142	38602.4716187836	30015.814866499466	26230.101073873688	35320.31154166519	32536.022112615206	38577.97146651994	42905.87378654014	31038.823439373387	28115.53981264637	32455.709682057204	23847.355378339013	33051.060422781426	34826.125140329685	37034.615499390464	43279.15170807992	40530.585975437636	47613.04718920009	41657.72168021452	35215.11436760952	32106.929229305864	42183.689291906296	31397.6276423143	26970.88984375	27561.65824239016	22137.923419521445	4225.4472068765	4821.17325394814	41779.04408758559	27370.914607787377	24674.39845362715	4382.635481839981	33887.772137704604	43813.924314225034	28960.07021555105	34701.27235093417	24469.18842081832	36600.59837492314	23787.237563653885	20404.190063370228	34005.24243919137	26538.784185142886	30975.978081494024	40626.79610638274	37540.701856292624	25055.230119231466	30532.916417384757	35783.02029259803	32376.34575927351	24458.893884667083	33033.45695045789	42191.711357089356	21910.263024545413	42401.781092986486	28673.167419933543	36179.79908833523	48568.66563461766	27838.94713783628	32780.332208543645	24007.4199655093	29738.63891805948	23548.446412653797	7534.65317956679	25861.41511549634	50661.54905203089	39048.480925500175	44051.33108236503	40479.961052839295	26935.781206520216	36809.29212213801	18637.194958146127	34991.161034381934	22792.250358600635	18619.508922096295	36115.13088475089	26890.369998423423	28177.9713865568	38088.75024174922	36486.26824595299	23583.935225824163	31270.27951426233	35240.35852973832	37801.18204878388	29030.0942116276	35126.16723926722	49576.75862206257	22135.65742081106	43286.046558633294	28475.624492082232	36556.26277357712	44583.05890660755	28855.10192138903	28533.237050420754	24662.02808587908	30864.680883966597	25556.398381957177	9523.474294550866	31385.189130614763	47835.04839199029	40145.61649996561
240	300	31617.543981065413	22847.114266487213	29981.548560855263	33559.357700319364	36359.16489889138	43407.86085312542	38736.717625465135	50191.73582112416	40756.472769635744	36937.14141045027	31058.84450184215	25570.08692691094	34959.69615207862	32341.318586189514	37399.04710274312	40573.67294189027	30885.505294717244	26806.260088096456	31304.049187944176	22795.92740678999	32605.759387948896	34118.41795275262	35642.02388349856	42186.74127845356	39845.20632900579	45714.3028019022	40163.203328428564	33685.68878727546	32650.443346325166	40613.05166134557	30282.637129427825	25493.3953125	25007.162557757783	19778.303551582114	4244.4870286863425	4846.70394198948	40691.928980687284	27542.130122613333	23626.957095322286	4434.93442611051	33102.105042982264	42013.69345472539	27755.639874301112	32819.80864312529	23150.841648349822	35323.21396099126	22999.45757895759	19368.51089429689	33310.341910229334	24942.29774846448	29019.590060837603	38479.5144912413	35892.47609591278	24172.31858209181	30445.081266923986	33596.34474602546	31215.27200925818	23240.660025855617	32736.359382787192	39234.88220433608	21132.59663604677	40981.7711223203	27435.411734585985	33897.00169666523	46515.88307069721	26864.38793310023	31274.473064987902	23397.032734767516	28906.969817934892	22626.960124890848	6521.763299480156	25638.12365254271	47942.80748934934	37725.131733236274	42796.013869748705	37563.625655210555	25610.01278351435	34081.641868907536	18140.613508362418	33620.34187207605	21894.308564102983	18448.667497444465	34183.295709755475	25628.74712163842	26525.3103406771	36284.41907452079	35445.077997772445	23145.69343306765	30945.677496284115	34593.000530766876	36587.108327102746	28506.541354203	33477.70004091217	46241.755828408124	21438.31090113199	42146.022518608515	27280.63104407797	34635.80956795946	43069.22807762443	27169.465633592965	27589.481578325296	23329.93148459935	29598.50979570622	24587.013685775815	9024.525214076146	31633.470544410073	44336.416999561756	38734.89820364086
300	360	30033.957991668118	21779.40454265856	27339.44808799342	30918.18216816223	34141.97328962502	41508.49807985018	36120.38185467516	46986.96262940811	39138.51062268782	35915.99332577285	28570.589924205433	24886.543357288396	33004.54200986284	31913.93514904954	35169.973414179105	37234.53056487238	29898.468960635837	24889.5467446392	29607.980734280707	21755.76789673084	31336.056316902625	32431.505708105175	33739.08001014125	40541.73227818044	38020.852780483816	42788.87214280494	39142.91296525061	31971.849435214204	32074.230622448034	36674.48243244672	29169.123947733016	26260.2603515625	23305.28759702294	21410.16177840612	4181.125676258317	4793.221277879161	37320.2727221509	25532.57632235024	22168.795980276383	4481.341718844947	30496.72804117698	40078.69126852166	26110.297090543732	29661.914411383987	22951.64793287342	33160.07040921443	21121.468087725985	18538.587711489297	30347.849331209432	23524.773559638383	26837.284527248805	36035.69031871067	33310.97706527154	23276.05690893996	27126.960303642903	31056.721445546642	29314.310691558025	22470.11413136363	30087.10459232592	37384.0387562304	19934.542623038786	37768.45178176476	25544.596192218196	32079.18308402703	44410.23291163589	25119.580810289866	29126.29419672219	21787.283324753203	27397.978304226148	21159.044376802816	5955.671314985436	24573.440378621075	44332.30239246466	35579.52647379257	39215.794897915344	36305.83852707555	24017.91819837557	32210.100706466666	16667.24785700526	31475.69882100231	19984.76930398819	17394.483827103017	32013.40798456491	23965.656843208955	24394.00037905131	33665.07160733666	33368.58256223602	22051.734267554046	29803.998604123288	32202.376682532013	33838.87150583746	25472.059116093424	31336.792386809666	43456.23525976784	19938.84596950267	39498.155875687655	25652.329800687672	32862.824106104905	40511.30534599066	25499.9061934157	25888.06784512157	21666.133664508256	28814.636083852718	22877.014735740664	8240.369911746895	30771.977935614614	39983.10200074164	35819.551101946534
360	480	27176.530939694647	20195.96870978087	26860.672909813595	28792.712869104955	30696.760973887413	38623.65118543146	32513.06175242267	41878.89051411143	35827.5190632559	32789.88853326613	25911.86444831617	23692.44415037601	30727.46378212493	30364.83028153802	31862.787599478193	35628.12682018979	27829.90625096071	22657.682072873977	26883.37750328327	19691.120538279763	28837.89371654869	29751.07739121921	30241.443546710678	37429.89995954132	33716.95607060539	39344.422439050744	35711.26342101491	28885.36954800982	30535.29650380475	35047.96768754229	27089.405843626442	29195.605859375	21866.028696498055	19362.66020119639	4100.203106964584	4635.771508191855	33863.58238636364	24369.480537706913	19797.772504771594	4360.006156020734	26353.051524759576	35236.39107183811	22556.757974599863	26401.711663473125	20978.261488120253	29668.517615182693	19118.21152147639	16653.061552998082	28073.493105148078	20631.691391653687	24538.239390350194	31632.851898282486	29263.783609598235	21030.955874490268	25724.417122128205	27355.31538637144	26264.843455076592	20263.530524795526	26798.917079063358	33185.71131202397	17721.148796822174	33464.03224318746	22793.340722149536	28069.335545015783	39189.568519915956	22499.97122997337	25792.231347753237	18988.29568552327	24856.10855433163	18777.538877387055	5396.905308562088	23402.858453068628	37855.1391514572	32372.269967680146	34557.32786970574	32195.597745186322	21048.188974520453	27854.687280226914	16040.49274081229	28623.326409605717	17844.29776371237	15532.3704392004	29408.564911118898	20978.9183698689	22042.677066010398	29918.57462434664	29495.411231010145	19849.0697827848	27157.486262787806	27948.26580086015	29983.54265136202	24058.747473438318	28276.086677759457	37334.07391608567	17758.184493785127	34414.59637046102	22613.941769864447	28653.441069674253	36492.16633965603	22562.549065318828	22980.1257217389	19209.94396875783	25498.16638114774	20091.454413182517	7471.084220839588	28515.85371404218	36067.55716314388	32816.63603436812
