index	name	volume-mm3
8103	Left-AV	98.0
8104	Left-CeM	96.0
8105	Left-CL	10.0
8106	Left-CM	311.0
8108	Left-LD	26.0
8109	Left-LGN	333.0
8110	Left-LP	147.0
8111	Left-L-Sg	9.0
8112	Left-MDl	289.0
8113	Left-MDm	994.0
8115	Left-MGN	101.0
8116	Left-MV(Re)	14.0
8118	Left-Pf	50.0
8120	Left-PuA	286.0
8121	Left-PuI	264.0
8122	Left-PuL	173.0
8123	Left-PuM	1413.0
8126	Left-VA	446.0
8127	Left-VAmc	11.0
8128	Left-VLa	719.0
8129	Left-VLp	1158.0
8130	Left-VM	4.0
8133	Left-VPL	1308.0
8203	Right-AV	142.0
8204	Right-CeM	93.0
8205	Right-CL	12.0
8206	Right-CM	286.0
8208	Right-LD	26.0
8209	Right-LGN	261.0
8210	Right-LP	119.0
8211	Right-L-Sg	17.0
8212	Right-MDl	289.0
8213	Right-MDm	987.0
8215	Right-MGN	101.0
8216	Right-MV(Re)	13.0
8217	Right-Pc	2.0
8218	Right-Pf	53.0
8220	Right-PuA	272.0
8221	Right-PuI	220.0
8222	Right-PuL	114.0
8223	Right-PuM	1199.0
8226	Right-VA	479.0
8227	Right-VAmc	11.0
8228	Right-VLa	791.0
8229	Right-VLp	1128.0
8233	Right-VPL	1198.0
