frame_start	frame_end	parasubiculum	HATA	fimbria	hippocampal_fissure	HP_tail	presubiculum-head	presubiculum-body	subiculum-head	subiculum-body	CA1-head	CA1-body	CA3-head	CA3-body	CA4-head	CA4-body	GC-ML-DG-head	GC-ML-DG-body	molecular_layer_HP-head	molecular_layer_HP-body	Lateral-nucleus	Basal-nucleus	Central-nucleus	Medial-nucleus	Cortical-nucleus	Accessory-Basal-nucleus	Corticoamygdaloid-transitio	Anterior-amygdaloid-area-AAA	Paralaminar-nucleus
0	30	84.21893	31.24048	20.37466	51.26311	35.89687	83.88539	35.85754	84.25692	73.45466	48.00579	31.01666	21.77899	7.57541	32.35446	18.97333	42.40598	22.60332	51.76099	27.16786	57.9308	58.17516	64.58923	50.2629	35.36459	38.29949	39.85845	115.16715	117.88582
30	60	4664.87466	3624.91079	3601.10097	3783.77497	3224.12831	3722.97276	4554.7607	3067.37218	3509.32374	3106.23027	2793.34905	3261.14265	3291.9441	3217.79355	3779.68294	3282.8536	3683.30884	3166.83914	3567.93858	2140.17041	3321.86445	2559.00167	2734.1073	2788.1043	3235.81159	3859.47298	6205.19573	2947.7459
60	90	10951.89876	8887.46561	12043.13544	10890.59386	10035.38218	10629.03322	12550.68759	8899.46801	10415.42503	9000.99774	7701.32645	10458.82518	10508.58606	9856.84378	11534.40651	9604.07585	11318.98012	9326.23702	10344.87764	8628.40239	10561.28266	9680.4924	9841.77112	10023.79859	10717.35546	10481.77426	13337.06232	9551.27906
90	120	17500.61797	17397.65349	20520.47918	18188.38971	17517.98664	18017.15459	19979.56619	16603.6957	18129.92558	16207.80245	14879.41189	18554.20918	18443.30728	16892.02911	19670.58414	16664.64479	19384.69083	16807.21384	18139.11544	14838.75569	17565.15263	15632.10902	15348.46735	15381.5589	16599.46302	16883.2045	17511.58783	19416.40089
120	150	22192.44876	21018.19186	25986.91139	23292.76455	23667.51812	23595.07104	25131.46894	21002.65697	24812.70803	20092.51675	19951.41891	23129.34247	23753.14341	23242.88598	25801.57987	22340.43948	25272.58527	21837.08867	24022.26495	20453.45284	22294.55358	20774.05572	20669.61157	20119.76758	22733.41608	21933.80811	24390.32457	21192.77599
150	180	20702.31971	23788.97238	28455.46922	25902.62104	26518.51838	24328.43	27678.9973	23593.05808	25729.05541	23433.07276	21290.00252	28114.80256	25736.82067	27117.65332	27733.41812	25631.51053	27409.15082	25244.83358	25751.68596	22368.39208	23034.51151	23204.25238	23412.34229	22310.43727	23667.83152	22369.50414	21697.44138	22527.67378
180	240	21579.36811	20079.05234	26666.98364	25541.54675	25255.95336	25599.84299	25674.19494	25111.07242	25531.32256	22057.79459	21359.42154	25120.45687	24402.73447	26801.21033	26435.75755	25265.81129	26001.41161	24633.04645	24889.83753	23409.89185	25253.39649	24641.47192	24630.80457	22959.2477	23783.3073	20225.84586	23928.88059	22943.36505
240	300	21821.2109	19611.55251	25353.15124	25054.69212	23879.09822	25988.41027	23503.70167	25272.94876	24949.8859	22200.47845	23295.91963	22333.32614	23222.66206	25409.28886	24876.47041	24159.7536	24867.43144	24579.5743	24286.11859	23773.96296	24574.41997	23545.59153	23334.06238	24557.75111	23466.96233	20405.40384	20939.67361	24067.11596
300	360	19794.07001	19219.32548	25560.91004	24968.3869	22751.71248	25051.21102	24385.6898	24460.71507	23897.95805	21653.80402	20167.19556	22599.46997	22162.53095	25107.13862	23961.06532	23681.03161	23871.67378	23886.11251	22893.02463	21971.05869	22406.76207	22745.70281	22632.49927	21711.19524	21839.2961	18489.58593	21563.6867	21882.88948
360	480	18272.60864	18569.69408	23768.89305	22602.99923	21779.13875	23416.23051	22125.41604	23428.63293	22747.26624	19995.43515	19517.79666	21644.1343	21225.51485	24362.06768	22830.22844	22759.82262	22512.5501	22533.03855	21792.04416	22073.10412	22706.68034	22041.2757	21803.44739	21392.85007	21715.38596	18700.64906	20264.8776	21370.76128
480	600	17176.93222	16235.04215	21251.35221	20757.7627	19293.86538	20710.2504	20430.88348	21631.87338	21494.7683	18932.78356	18771.32414	19334.2736	19526.17066	21965.5967	21024.31929	20860.10356	20927.30121	20557.47045	20453.65259	21280.56212	22100.91787	20422.37085	20118.93054	20707.12626	20760.49085	17789.57958	18740.1191	21154.81462
600	900	16130.9723	16043.20575	19026.19017	19191.01634	17223.23768	19485.31382	18273.20332	20043.552	19117.86076	18008.95501	17623.8776	18395.79045	18080.01426	19704.72491	18983.44491	18945.71355	18899.27904	19373.34249	18612.9893	20643.92037	20320.40686	19870.03363	19529.73914	19268.38572	19301.72161	16214.01291	17933.50715	19390.45891
900	1200	14676.94414	14288.03981	17827.85612	17443.38044	15628.76554	17856.23646	16878.57125	17948.02922	17860.37837	16130.93935	16518.80546	16259.06407	16723.45946	17427.97534	17401.11173	16965.87278	17375.26764	17280.61942	17139.91957	18605.18011	17307.02803	16587.00073	16770.0238	16869.04555	16277.22683	14338.88316	15833.84106	16720.0678
1200	1500	12953.09752	13815.03937	15949.09175	15292.97985	13988.55317	15324.51799	14610.6758	15792.43264	15541.76598	14450.36121	14851.52679	14590.07705	15299.26191	15682.90253	15265.45696	15248.04484	15173.35491	15135.53776	15089.01175	16394.47246	15118.53327	14998.06263	15761.31415	16445.04067	14969.84199	13853.65887	14153.50471	14263.80254
1500	1800	10981.29841	12924.19425	14574.17279	13423.49846	13000.66015	13039.34492	13911.10547	14327.17903	14496.43463	13085.8129	14046.21779	12679.50724	14124.8525	13128.98804	13867.68498	13032.20143	13938.0874	13506.79898	14009.59179	15332.47395	13874.17775	15005.48851	15311.94952	15721.93938	14106.14148	12425.84041	13219.63379	13025.01454
1800	2100	9988.32229	12276.82417	13120.77965	11935.44386	11553.45438	11675.25303	12149.68909	12801.09548	12791.44365	11655.51816	12364.76222	11877.54312	12639.08068	11730.68318	12402.55018	11915.86075	12451.96461	11902.84389	12440.81669	13387.82196	11512.41519	13258.73793	14006.50757	14751.23221	12088.2996	11002.04876	11585.42469	11494.43488
2100	2400	9076.4345	10454.41645	11582.36512	10740.05248	10057.50173	11167.8447	10413.06242	11111.50822	11036.75857	10211.92615	11048.61969	11231.11746	11791.58802	10901.23619	10868.43183	10813.91539	10932.0323	10707.12444	11056.52963	12090.76184	10884.87566	12036.08238	12247.0567	12372.13789	10823.53945	9984.37609	10877.30859	9689.95582
2400	2700	8001.65897	9783.34849	10912.37332	10170.74048	9659.66996	9390.49394	9781.95762	10458.1886	10612.61025	9831.20794	10479.51975	9810.92681	10568.78663	10419.44881	10185.96077	10210.73149	10217.18374	10131.71366	10259.46747	10547.03299	9151.6607	10431.5539	11282.14917	11152.49753	9249.85442	8666.76371	8206.02292	9400.61965
2700	3000	7215.2187	9242.12301	9180.07626	8665.11358	8580.45254	8476.00923	8287.16193	9579.99327	9262.00645	8585.62347	9901.87722	8982.57803	9814.12364	8592.04526	9151.25409	8732.28612	9205.18577	8792.87144	9318.33547	9352.00618	8392.54691	9893.72172	10466.02765	10850.39547	8810.02273	8093.45928	7965.36518	8162.46078
3000	3300	7015.52468	8775.21825	9097.44955	8741.46659	8453.78743	7785.37467	8258.16067	8917.31389	9089.40018	8287.03153	9659.37684	7977.22032	10080.90318	8570.09466	9005.79745	8363.1885	9026.68205	8436.60318	9171.60719	8665.20796	7746.67675	8421.59299	8954.40167	9198.81054	7957.72791	7856.46015	7617.36314	7019.42583
3300	3600	5481.19997	7930.84423	8138.40191	7351.56287	7204.86925	6649.53311	7429.7839	7593.23339	8426.90437	7141.32505	8890.64158	7681.10543	8503.14749	7164.21791	7942.91172	7256.18018	8039.16253	7070.37721	8216.66305	7856.36424	6478.70474	7803.38113	8222.98657	8704.95343	7453.0165	7035.88369	6680.80433	5660.11128
3600	3900	6497.17282	7396.40684	7779.23522	6998.40385	7765.15906	7210.48899	6610.51752	7762.28814	7910.96257	6456.64552	8895.68848	6989.41901	8127.34246	6595.18153	7490.51981	6786.73854	7531.50883	6576.86485	7821.78526	7348.41762	6234.16092	6944.33289	7594.61572	7608.80719	6929.83805	6725.42018	7070.73876	5367.57937
3900	4200	5286.39502	7625.72783	6867.30283	6241.9907	6675.19788	5929.20281	6283.74769	6645.42419	7684.54697	6270.64146	8020.40326	6415.35077	7646.36316	5704.5662	7120.44268	6134.49133	7105.3149	6124.8282	7337.5167	6557.03642	5351.15083	6542.60518	6678.49765	6466.82898	5567.65308	5672.4515	6029.28015	5239.11078
4200	4500	4465.03021	6704.86159	5971.47829	5102.13046	6412.37863	4693.26707	5882.02948	5560.26293	6650.07978	5435.05687	7486.35649	5800.91898	6600.86277	4578.69731	5982.18326	4832.62505	6198.35269	4945.19088	6507.48432	6092.09529	5131.15559	7387.56726	7838.99774	7493.6904	5704.45102	5447.78662	6223.07424	4468.26648
4500	4800	4990.72587	5749.53739	5725.09789	5550.46611	5383.83581	5637.17057	5686.51062	6266.90535	6003.76657	5191.40226	6693.66772	5691.68369	6508.68473	4917.09535	5629.29797	5108.75409	5729.29021	5160.16694	5924.59113	6345.2982	5262.2133	5902.95034	6625.75879	6160.48633	5162.88573	5248.56617	6382.19927	4704.11261
4800	5100	4348.42315	6647.56916	6272.79283	5494.72144	5557.38941	5064.40665	6086.61977	6304.57234	6433.97939	5212.53621	6739.43717	6135.23867	6334.34255	5414.4995	5989.00216	5503.24471	6057.57246	5293.45947	6231.65986	5201.67557	4265.70771	7484.47909	8489.98407	7393.20821	5419.46846	5191.40694	6222.86675	3352.04712
5100	5400	5850.31245	4761.31596	5134.96807	5560.31951	4848.8439	5409.60871	5997.45067	5436.86872	5660.73666	5565.06222	6630.36231	4361.39047	5664.97734	5011.21605	5341.6194	5427.47614	5428.88079	5383.1714	5728.85321	5202.91611	4193.00549	5317.25716	5445.00829	5011.86231	4239.76122	4439.68142	4518.09624	4082.54559
