frame_start	frame_end	parasubiculum	HATA	fimbria	hippocampal_fissure	HP_tail	presubiculum-head	presubiculum-body	subiculum-head	subiculum-body	CA1-head	CA1-body	CA3-head	CA3-body	CA4-head	CA4-body	GC-ML-DG-head	GC-ML-DG-body	molecular_layer_HP-head	molecular_layer_HP-body	Lateral-nucleus	Basal-nucleus	Central-nucleus	Medial-nucleus	Cortical-nucleus	Accessory-Basal-nucleus	Corticoamygdaloid-transitio	Anterior-amygdaloid-area-AAA	Paralaminar-nucleus
0	30	309.45127	167.89958	200.65209	209.53592	142.93977	205.43144	193.61073	203.8178	142.61828	260.70163	230.74026	158.83358	213.74285	195.53967	155.80327	236.95496	153.44499	201.68369	179.97464	49.22545	162.09526	104.81351	71.91205	47.10144	97.86633	233.48013	244.8256	186.60223
30	60	6321.36968	3915.60145	4806.60664	4907.14761	3984.12384	5108.86024	4852.17299	4085.32107	4341.84861	4372.86169	3849.28338	5126.09567	4713.69832	4837.28206	4449.46211	4974.59628	4427.2352	4481.07986	4429.02577	3915.29891	5285.50813	3372.2788	4018.08447	4351.93918	4902.98569	4294.88799	6943.71616	4697.162
60	90	9841.50216	8106.49263	11626.2132	11989.68768	9276.86848	11222.52967	10505.70694	9100.15906	10456.89287	9763.57296	9260.3791	14034.14483	10659.44279	13103.14607	10692.69272	12112.16499	10862.20207	10780.39733	10540.61587	7716.7133	10514.90384	8886.86608	7582.2251	7677.05276	8381.30013	6974.12501	13629.05051	9604.96166
90	120	10825.27977	11825.26938	16011.06008	15319.44131	14748.04369	13636.99316	15596.9344	13226.67745	16861.18631	13582.23503	13528.73834	15382.99172	14879.93776	17204.15524	15667.15739	15994.31741	15877.65285	14629.89483	15263.99008	12343.05555	15486.72094	12306.95793	10323.27148	11909.25904	14095.84715	12269.48353	16602.08853	13194.67347
120	150	17814.743	15874.34364	20437.72727	19925.64224	18150.71372	19080.54459	18990.47282	16534.5921	20471.36991	17834.22521	18453.31142	20804.34928	19901.77666	18371.64321	20928.91995	18332.61906	20826.65102	18413.03064	20218.2946	16435.27873	16936.27118	16382.29776	14128.80957	16350.16028	16093.63661	16013.62763	21164.33075	16306.90483
150	180	16661.54325	17285.07677	22137.54201	20316.79773	19444.80262	19587.05652	17868.25072	17930.29268	19568.4377	18827.4415	21162.7372	19824.19135	22395.99175	19380.81024	21641.72904	18638.49529	21638.93387	19232.38542	20535.2485	18446.82314	18330.60829	20602.83961	17084.10938	16871.86477	17499.11875	14302.38199	16236.55963	16825.04846
180	240	14724.86356	17112.96572	21912.35155	19217.56339	17846.05266	18798.86739	17358.26206	18977.50963	19529.95569	17623.71867	21015.72064	16543.62736	22353.12085	18707.09829	21363.71425	18126.58976	21126.75634	18629.9625	20365.70438	16774.27249	18887.82725	19778.92283	16528.08984	17561.98522	18867.31065	16358.67278	18832.0387	17115.3511
240	300	14016.32079	14959.97822	19257.95142	18633.32479	19226.15442	16563.40248	18059.69027	17107.44721	20304.39514	16982.23209	19665.86096	18966.44064	19470.06625	20267.73493	20271.64212	18992.42033	20202.21217	18266.45321	19726.42045	17480.41949	16845.23946	17313.04835	15844.10547	16343.19204	16769.38334	14222.75222	18462.14862	15649.91531
300	360	13342.9423	14313.72384	19504.28851	17874.87027	18074.97679	17251.6871	17836.9028	18004.23757	18878.88227	16435.20689	17783.7316	18539.60363	19813.71354	19141.22304	20694.62782	18077.60918	20226.93686	17955.89113	19371.21599	17559.37131	17463.56104	18466.67839	16188.12012	16483.87848	17943.94164	14658.29599	18259.82373	15744.34802
360	480	13147.77633	13267.52856	17312.95248	17064.70863	16777.76528	16953.69541	15460.33101	17351.86701	17512.81189	16310.04346	16109.17033	16766.36839	16771.09115	19037.90213	17752.77546	18028.68976	17680.01887	17695.15338	16875.87952	17030.05556	17211.81078	16170.31472	15065.71973	15996.02382	17136.31665	14147.20683	18162.01611	14697.05629
