index	name	volume-mm3
8103	Left-AV	157.0
8104	Left-CeM	78.0
8105	Left-CL	20.0
8106	Left-CM	265.0
8108	Left-LD	44.0
8109	Left-LGN	405.0
8110	Left-LP	157.0
8111	Left-L-Sg	22.0
8112	Left-MDl	236.0
8113	Left-MDm	865.0
8115	Left-MGN	99.0
8116	Left-MV(Re)	10.0
8118	Left-Pf	56.0
8120	Left-PuA	281.0
8121	Left-PuI	341.0
8122	Left-PuL	197.0
8123	Left-PuM	1574.0
8126	Left-VA	444.0
8127	Left-VAmc	7.0
8128	Left-VLa	654.0
8129	Left-VLp	998.0
8130	Left-VM	1.0
8133	Left-VPL	1093.0
8203	Right-AV	184.0
8204	Right-CeM	83.0
8205	Right-CL	15.0
8206	Right-CM	277.0
8208	Right-LD	19.0
8209	Right-LGN	371.0
8210	Right-LP	136.0
8211	Right-L-Sg	9.0
8212	Right-MDl	258.0
8213	Right-MDm	890.0
8215	Right-MGN	102.0
8216	Right-MV(Re)	11.0
8218	Right-Pf	49.0
8220	Right-PuA	290.0
8221	Right-PuI	359.0
8222	Right-PuL	211.0
8223	Right-PuM	1696.0
8226	Right-VA	509.0
8227	Right-VAmc	9.0
8228	Right-VLa	720.0
8229	Right-VLp	1001.0
8230	Right-VM	3.0
8233	Right-VPL	1064.0
