index	name	volume-mm3
203	parasubiculum	72.0
211	HATA	84.0
212	fimbria	65.0
215	hippocampal_fissure	91.0
226	HP_tail	736.0
233	presubiculum-head	144.0
234	presubiculum-body	190.0
235	subiculum-head	213.0
236	subiculum-body	262.0
237	CA1-head	757.0
238	CA1-body	144.0
239	CA3-head	121.0
240	CA3-body	101.0
241	CA4-head	148.0
242	CA4-body	131.0
243	GC-ML-DG-head	181.0
244	GC-ML-DG-body	135.0
245	molecular_layer_HP-head	394.0
246	molecular_layer_HP-body	258.0
7001	Lateral-nucleus	692.0
7003	Basal-nucleus	491.0
7005	Central-nucleus	55.0
7006	Medial-nucleus	12.0
7007	Cortical-nucleus	28.0
7008	Accessory-Basal-nucleus	336.0
7009	Corticoamygdaloid-transitio	203.0
7010	Anterior-amygdaloid-area-AAA	32.0
7015	Paralaminar-nucleus	34.0
