index	name	volume-mm3
203	parasubiculum	61.0
211	HATA	79.0
212	fimbria	66.0
215	hippocampal_fissure	87.0
226	HP_tail	642.0
233	presubiculum-head	168.0
234	presubiculum-body	177.0
235	subiculum-head	239.0
236	subiculum-body	221.0
237	CA1-head	753.0
238	CA1-body	148.0
239	CA3-head	129.0
240	CA3-body	112.0
241	CA4-head	159.0
242	CA4-body	132.0
243	GC-ML-DG-head	191.0
244	GC-ML-DG-body	134.0
245	molecular_layer_HP-head	396.0
246	molecular_layer_HP-body	263.0
7001	Lateral-nucleus	643.0
7003	Basal-nucleus	507.0
7005	Central-nucleus	63.0
7006	Medial-nucleus	15.0
7007	Cortical-nucleus	29.0
7008	Accessory-Basal-nucleus	340.0
7009	Corticoamygdaloid-transitio	208.0
7010	Anterior-amygdaloid-area-AAA	32.0
7015	Paralaminar-nucleus	43.0
