frame_start	frame_end	Left-AV	Left-CeM	Left-CL	Left-CM	Left-LD	Left-LGN	Left-LP	Left-L-Sg	Left-MDl	Left-MDm	Left-MGN	Left-MV(Re)	Left-Pf	Left-PuA	Left-PuI	Left-PuL	Left-PuM	Left-VA	Left-VAmc	Left-VLa	Left-VLp	Left-VM	Left-VPL	Right-AV	Right-CeM	Right-CL	Right-CM	Right-LD	Right-LGN	Right-LP	Right-L-Sg	Right-MDl	Right-MDm	Right-MGN	Right-MV(Re)	Right-Pf	Right-PuA	Right-PuI	Right-PuL	Right-PuM	Right-VA	Right-VAmc	Right-VLa	Right-VLp	Right-VM	Right-VPL
3600	3900	5239.77878	4790.4886	3719.53776	5095.95021	3442.97417	6813.37895	3900.3603	4395.57908	3896.09421	4103.2421	4700.20418	4929.37949	4462.01682	4671.29619	4865.99684	6139.57432	5540.50887	5561.08003	5144.76883	5376.68209	4986.93873	5995.49023	5552.89018	3984.6122	4832.8329	4478.26649	4438.75448	4144.26316	5847.61083	4148.44897	4180.82609	4564.76126	4253.62461	4432.27979	4507.93879	4007.37757	4947.84735	4825.03384	5338.75475	4808.85115	4543.0634	5013.08377	5609.159	5299.63384	6331.6569	5790.74906
3900	4200	3892.98317	4299.25269	4432.39467	4906.61162	3807.57293	4671.86783	4363.15051	4821.37595	5040.91427	4142.98548	4806.54029	4305.87727	4181.12784	4423.45834	4351.06394	6047.9214	5185.16992	4520.45869	5801.5791	4988.02717	5487.5023	5582.86572	5627.25732	4605.45267	4137.4237	4506.31388	4307.90334	4128.25193	6702.50808	3997.11601	2871.79753	4093.5094	4094.81075	4035.81277	3766.17589	4810.32918	4099.74724	3904.54055	5080.82513	4659.81933	5200.6309	4437.70079	5093.54867	4402.32062	5060.71761	4530.98529
4200	4500	4336.89422	3966.18713	5095.99687	4422.29549	4281.20926	6222.4681	4594.50479	3760.23525	4624.77589	3518.97121	5192.98549	5150.08315	4124.21169	4068.27813	5466.86853	5135.27196	4998.78713	4953.34902	3907.43823	5683.92255	5218.63983	5332.53369	5217.10564	5188.99809	5921.78212	3996.6366	4359.13175	3056.75478	6481.35442	2885.05322	3099.82954	3725.14184	3622.87006	4217.78496	6229.57706	3633.48602	4760.75341	4838.2521	4482.52752	4361.42272	5478.33685	5503.77517	4776.55731	4830.42476	5787.5804	5458.67739
4500	4800	4251.62512	3334.37153	2936.00012	3125.84361	3018.32416	5344.99114	3499.96605	3724.55741	2863.04358	3118.75227	5694.84722	4861.98997	2930.77471	4028.71246	4492.11199	4581.97001	4728.01187	4973.42355	4663.96899	4792.74099	3977.79489	5148.54004	4857.05145	4316.50999	4422.69381	4206.74941	3895.58027	3680.69165	5040.04283	4042.26548	4421.71026	4075.90568	3967.0244	3943.12489	5033.9751	4138.07357	4404.47005	3854.68446	4305.89863	4571.44519	4242.8994	6149.35596	4464.49288	4389.44931	5464.41715	4828.72052
4800	5100	3903.94283	4464.79926	4568.92454	4433.68466	4643.69072	5227.01657	3866.89696	3489.80676	4894.6688	3894.11428	3806.4339	6774.13433	4715.38982	3256.89611	4194.93207	5213.90531	4701.09046	4446.09006	5541.84835	5324.1492	5056.53961	8006.4502	4503.85638	3423.48345	2801.49498	3695.53262	4739.13181	3727.65277	4737.71915	4032.03641	4309.56763	3543.15294	3599.80601	5254.1698	3252.07591	4918.09755	3966.27959	4179.75786	4849.38392	4118.5621	3847.44021	2617.40069	3898.53132	4146.71818	5558.21891	4552.15723
5100	5400	2825.39859	3826.79613	3830.49962	4026.43986	4219.93015	6510.73647	3456.8614	3674.99618	5091.90928	3808.9583	3618.40537	3176.07834	2755.84921	4129.05695	3911.86	4959.81914	4677.56804	4302.16276	4849.87835	4921.74858	4599.55971	5507.9624	4631.28896	3215.68493	3537.49087	3099.9089	3879.71764	4040.35839	4154.59511	2968.01526	2656.72313	2854.86456	3101.88543	3046.70236	3852.7555	3089.78183	2932.4164	3330.81098	3992.65165	3500.27718	3420.89962	3911.1377	3859.95692	3667.79432	5448.88656	4065.96113
5400	5700	4595.19256	3564.04611	2618.29665	4278.4318	1430.08007	3819.84267	2515.89609	3410.21065	3989.29798	4086.53727	2375.39973	2294.77314	3477.46868	4806.50492	3894.8113	5760.52518	4414.97113	4056.87252	2192.65151	3676.73821	4709.10646	5818.09229	5721.65511	4498.45404	5571.85989	3131.70335	3343.7652	3088.32521	4711.49849	2698.97062	3228.90435	3365.8935	3505.41108	4848.9197	2782.95735	3203.6857	3316.56259	3965.44044	3879.17289	3790.96038	4006.82981	3921.38916	3184.07821	3450.50132	5789.65544	4983.63043
5700	6000	3131.31782	4766.97818	3125.11703	2999.59982	3617.59563	4941.31415	5343.75026	4102.58153	4440.22647	4255.81656	5424.28605	4310.75435	2462.29374	3056.40277	3264.88552	4020.6817	3479.07465	3899.23964	5789.75419	3455.20728	3912.97184	3763.49243	4336.76614	3602.11569	3936.199	3570.37716	2161.48564	3739.61404	3003.90372	3123.67171	2169.87652	3146.08781	3787.13715	3023.53478	2246.88591	3108.08293	2420.1747	2611.90579	3913.9345	3374.68499	3878.38751	2784.84878	3006.37031	2965.35822	3927.17635	3413.82605
6000	6300	3168.13407	2206.31312	2421.58237	2513.45105	1864.4017	4880.11102	2448.94619	2638.10057	2019.44611	2291.655	3408.43757	2115.06838	2839.50403	2922.3424	3963.66435	4013.58327	3433.65177	3447.32456	2406.75551	3394.33565	3163.21674	4925.83838	3921.4871	2842.82069	4473.97787	2792.75472	3645.62317	2286.95377	4211.48672	2687.14512	2641.53815	3658.31295	3341.12311	3808.45353	3698.3178	3054.91896	2235.16515	3292.36909	3524.64478	2970.16952	4225.49618	4458.38235	3306.54111	3175.33233	3657.42651	3421.97104
6300	6600	3523.33083	2471.83858	2487.89574	3165.883	1851.76738	3046.37161	2666.84576	3606.49993	2576.95135	2237.53282	4061.61535	2659.61112	3303.54062	3123.82139	2678.43776	3242.09975	3469.68325	3822.0592	2251.22995	3324.2871	3494.32162	3339.15552	4267.75655	4001.54455	2536.32446	4829.252	3050.32574	2113.2889	4250.89651	1914.62166	4124.78874	3937.59257	2840.74424	2967.22554	2204.6721	2811.98532	2407.4699	3928.23247	4582.84167	3551.21194	2506.35372	2531.06662	4044.65195	3863.29498	3160.40462	3068.23168
6600	6900	2387.06356	3571.82073	1657.44299	2392.92786	2444.45068	3282.44556	1960.55189	4118.78616	3125.20434	2521.89903	2641.17554	5739.05132	1982.82597	2747.55828	3373.3644	2792.35516	3124.63267	3765.54343	4035.567	4761.16293	3878.74493	5362.2832	4049.68256	1820.12037	2793.83448	2712.4026	4183.91925	3161.76762	2670.04035	3232.85343	3446.27714	3177.98269	2744.10698	4956.249	6194.83913	2363.34268	2681.52012	3218.38223	1919.63717	2524.39005	2379.22016	2992.72635	3504.38118	3830.00612	4683.29443	3855.2267
6900	7200	2153.55178	2946.07096	3513.28192	2332.21287	1714.32595	4533.50025	4135.63149	1820.1074	2692.97155	2591.89072	1726.90968	1519.29258	3138.30298	2841.69341	2812.14916	2989.93153	3490.04099	2427.18289	3761.1204	2620.9559	4185.41919	1336.12964	3681.01648	3032.7077	2969.78073	3377.50351	3596.20029	1466.70671	4742.86471	1405.57718	2176.20722	4279.60743	3225.48935	2479.3784	1312.13337	2914.08601	3246.68859	3178.53214	3369.49359	2813.3079	3380.80706	2664.46004	3820.50927	3738.28003	2863.97725	3539.06708
