frame_start	frame_end	Left-Lateral-Ventricle	Left-Inf-Lat-Vent	Left-Cerebellum-White-Matter	Left-Cerebellum-Cortex	Left-Thalamus	Left-Caudate	Left-Putamen	Left-Pallidum	3rd-Ventricle	4th-Ventricle	Brain-Stem	Left-Hippocampus	Left-Amygdala	CSF	Left-Accumbens-area	Left-VentralDC	Left-vessel	Left-choroid-plexus	Right-Lateral-Ventricle	Right-Inf-Lat-Vent	Right-Cerebellum-White-Matter	Right-Cerebellum-Cortex	Right-Thalamus	Right-Caudate	Right-Putamen	Right-Pallidum	Right-Hippocampus	Right-Amygdala	Right-Accumbens-area	Right-VentralDC	Right-choroid-plexus	Optic-Chiasm	CC_Posterior	CC_Mid_Posterior	CC_Central	CC_Mid_Anterior	CC_Anterior	ctx-lh-bankssts	ctx-lh-caudalanteriorcingulate	ctx-lh-caudalmiddlefrontal	ctx-lh-cuneus	ctx-lh-entorhinal	ctx-lh-fusiform	ctx-lh-inferiorparietal	ctx-lh-inferiortemporal	ctx-lh-isthmuscingulate	ctx-lh-lateraloccipital	ctx-lh-lateralorbitofrontal	ctx-lh-lingual	ctx-lh-medialorbitofrontal	ctx-lh-middletemporal	ctx-lh-parahippocampal	ctx-lh-paracentral	ctx-lh-parsopercularis	ctx-lh-parsorbitalis	ctx-lh-parstriangularis	ctx-lh-pericalcarine	ctx-lh-postcentral	ctx-lh-posteriorcingulate	ctx-lh-precentral	ctx-lh-precuneus	ctx-lh-rostralanteriorcingulate	ctx-lh-rostralmiddlefrontal	ctx-lh-superiorfrontal	ctx-lh-superiorparietal	ctx-lh-superiortemporal	ctx-lh-supramarginal	ctx-lh-frontalpole	ctx-lh-temporalpole	ctx-lh-transversetemporal	ctx-lh-insula	ctx-rh-bankssts	ctx-rh-caudalanteriorcingulate	ctx-rh-caudalmiddlefrontal	ctx-rh-cuneus	ctx-rh-entorhinal	ctx-rh-fusiform	ctx-rh-inferiorparietal	ctx-rh-inferiortemporal	ctx-rh-isthmuscingulate	ctx-rh-lateraloccipital	ctx-rh-lateralorbitofrontal	ctx-rh-lingual	ctx-rh-medialorbitofrontal	ctx-rh-middletemporal	ctx-rh-parahippocampal	ctx-rh-paracentral	ctx-rh-parsopercularis	ctx-rh-parsorbitalis	ctx-rh-parstriangularis	ctx-rh-pericalcarine	ctx-rh-postcentral	ctx-rh-posteriorcingulate	ctx-rh-precentral	ctx-rh-precuneus	ctx-rh-rostralanteriorcingulate	ctx-rh-rostralmiddlefrontal	ctx-rh-superiorfrontal	ctx-rh-superiorparietal	ctx-rh-superiortemporal	ctx-rh-supramarginal	ctx-rh-frontalpole	ctx-rh-temporalpole	ctx-rh-transversetemporal	ctx-rh-insula	wm-lh-bankssts	wm-lh-caudalanteriorcingulate	wm-lh-caudalmiddlefrontal	wm-lh-cuneus	wm-lh-entorhinal	wm-lh-fusiform	wm-lh-inferiorparietal	wm-lh-inferiortemporal	wm-lh-isthmuscingulate	wm-lh-lateraloccipital	wm-lh-lateralorbitofrontal	wm-lh-lingual	wm-lh-medialorbitofrontal	wm-lh-middletemporal	wm-lh-parahippocampal	wm-lh-paracentral	wm-lh-parsopercularis	wm-lh-parsorbitalis	wm-lh-parstriangularis	wm-lh-pericalcarine	wm-lh-postcentral	wm-lh-posteriorcingulate	wm-lh-precentral	wm-lh-precuneus	wm-lh-rostralanteriorcingulate	wm-lh-rostralmiddlefrontal	wm-lh-superiorfrontal	wm-lh-superiorparietal	wm-lh-superiortemporal	wm-lh-supramarginal	wm-lh-frontalpole	wm-lh-temporalpole	wm-lh-transversetemporal	wm-lh-insula	wm-rh-bankssts	wm-rh-caudalanteriorcingulate	wm-rh-caudalmiddlefrontal	wm-rh-cuneus	wm-rh-entorhinal	wm-rh-fusiform	wm-rh-inferiorparietal	wm-rh-inferiortemporal	wm-rh-isthmuscingulate	wm-rh-lateraloccipital	wm-rh-lateralorbitofrontal	wm-rh-lingual	wm-rh-medialorbitofrontal	wm-rh-middletemporal	wm-rh-parahippocampal	wm-rh-paracentral	wm-rh-parsopercularis	wm-rh-parsorbitalis	wm-rh-parstriangularis	wm-rh-pericalcarine	wm-rh-postcentral	wm-rh-posteriorcingulate	wm-rh-precentral	wm-rh-precuneus	wm-rh-rostralanteriorcingulate	wm-rh-rostralmiddlefrontal	wm-rh-superiorfrontal	wm-rh-superiorparietal	wm-rh-superiortemporal	wm-rh-supramarginal	wm-rh-frontalpole	wm-rh-temporalpole	wm-rh-transversetemporal	wm-rh-insula	Left-UnsegmentedWhiteMatter	Right-UnsegmentedWhiteMatter
0	30	6.60005	2.09768	13.68457	10.03077	13.12234	5.76645	4.27165	10.23194	4.62451	7.197	13.79258	6.21258	1.7255	19.94128	7.1543	3.1372	0.92159	13.70188	18.49945	28.40361	7.86996	7.32736	11.72726	8.09702	3.41408	5.25517	9.23518	2.79543	0.69326	3.7806	15.367	0.14248	28.03337	6.91564	6.39609	4.13105	1.40806	20.67231	5.29682	6.69887	4.75641	2.82429	3.4706	5.45668	11.29108	35.65385	7.19539	2.72154	9.08018	2.69395	7.08202	18.31211	4.22638	4.89162	11.26833	7.34605	5.46076	8.06188	17.27824	8.74961	4.11359	1.87865	3.23957	7.09014	10.67926	6.22555	5.20529	1.15642	8.42281	3.50636	10.19349	7.5916	4.83865	7.22255	8.77085	22.19137	22.88328	9.59918	16.27815	5.99525	12.20605	2.61515	6.81855	2.15415	12.46943	13.47604	4.60822	21.67614	8.39632	7.44372	18.87483	8.54622	4.0065	7.07693	4.24148	1.68037	5.28181	10.0872	11.65299	6.98266	19.19311	1.68084	9.15058	3.13749	7.25788	11.62422	22.27927	9.21188	4.38238	2.60902	5.89624	8.23439	6.37361	24.74532	7.99395	3.59701	6.92841	2.90091	6.07946	14.57717	4.77183	2.63537	17.34707	3.18463	20.59171	9.78592	18.20612	10.87168	3.74084	1.3765	2.23817	8.45048	5.06035	7.11169	3.9003	1.22843	6.52061	2.38674	11.54245	4.89171	3.79445	13.48291	9.84513	84.73467	33.76073	7.95676	14.11465	9.16585	10.8215	3.52419	4.59261	2.55621	11.48348	17.11508	5.44024	19.18986	6.36338	12.46825	16.22253	8.58577	3.2229	5.09042	4.58772	0.89013	9.83355	7.28692	8.78272	10.68467	14.41168	13.08297	10.47946	1.38403	7.70853	14.40956	7.81035
30	60	510.50223	639.52137	709.06391	779.45301	634.07237	742.57165	1125.69692	802.19033	770.13558	691.18223	742.59553	971.41681	945.78685	605.09694	1297.38123	563.60838	1524.967	710.98561	498.18535	634.7291	547.52915	837.65054	704.58941	834.06278	812.47802	554.58555	743.72499	820.92849	1146.63661	679.59581	467.82979	1319.59161	404.54757	403.6944	425.13975	464.40433	366.69163	837.20908	1039.14601	986.14636	1028.92765	1050.50167	800.4502	799.76044	714.12957	921.01123	825.79268	1008.30594	957.4667	1170.80753	726.81878	878.25772	774.25151	1103.46687	1266.24569	1049.32674	941.79632	789.79426	793.50448	933.7646	986.4438	1121.80933	906.13775	905.76879	739.6937	964.96574	883.37287	1085.36689	981.9712	1448.50334	1280.89157	836.39596	839.44126	944.28888	1079.06918	769.7055	867.18487	727.35491	722.01281	880.24991	801.04737	1170.69097	925.19257	1183.25165	839.41288	821.31399	677.88786	1190.3179	891.86359	1022.00986	927.88368	791.34797	1069.0942	827.46697	836.94303	1056.05762	877.49282	882.91115	739.75729	979.97331	908.93622	977.84591	901.09177	1647.43451	1235.48658	555.65693	671.48085	725.87251	912.38782	876.20559	583.39461	674.40149	597.71332	735.80022	721.46675	729.59361	789.55367	924.14646	579.56044	1018.47071	607.90023	787.51041	1146.70432	714.90869	659.06129	700.0166	459.55636	634.30264	778.20671	767.75313	617.89054	668.61345	652.40158	673.33946	583.4635	953.8863	812.74542	804.41439	774.93632	559.20043	484.56333	587.88535	982.17568	689.15645	632.61845	606.99014	664.27591	511.528	720.88737	770.98693	803.11676	849.27666	670.37566	783.34941	479.52279	754.7781	763.68414	849.83608	711.95539	667.69425	623.39927	560.34429	620.03899	736.60824	706.85678	713.75395	590.09034	755.42057	587.22162	839.17011	756.05946	1065.8265	653.7504	412.87735	448.74834
60	90	5161.74349	6430.58067	7305.34373	9480.25296	9270.4318	8711.21097	10910.51279	6590.15784	7766.44205	7236.709	7448.0631	8318.25471	8330.11732	10347.84466	10950.47415	7882.21047	7099.79921	5914.85179	5418.76982	5831.46955	6546.11005	9160.03609	8756.28166	9644.293	10503.17488	7578.19628	7619.17057	7882.10428	11091.07981	7426.6017	5860.00849	6129.59161	6030.37344	6429.70521	5374.04812	5133.12746	5214.14935	9274.14616	9358.2385	9683.03679	11066.59321	8658.57879	9219.16158	9099.72986	8782.98896	10458.72969	9041.29176	10295.73342	10597.10506	11928.0997	8844.81381	8294.90327	8644.22592	10223.34135	10087.10652	10316.92647	11218.44541	8256.48837	10627.35378	8966.37966	10189.81616	10830.42126	9968.65224	9723.18909	8387.60351	9537.02009	9248.03596	10999.74186	7741.92998	11896.1796	10695.77534	9780.25758	9254.2301	9803.33214	11869.70044	7285.9291	8659.38775	9044.02157	8121.51846	9894.94053	9810.48948	10748.43512	10670.39424	11027.12323	9102.42796	7871.45414	8160.13056	11117.71902	10011.03562	10543.99414	11633.75029	8369.08941	10412.92758	8745.43378	10416.80919	10057.44585	10274.10682	9578.55165	8037.27091	9849.58724	9530.15321	10671.38231	9301.16579	10683.37789	10777.89474	5832.8423	5712.4034	6471.61229	9666.78259	7680.8519	6233.60154	6673.07989	7045.42128	6442.16773	7867.42411	7437.15077	8227.72779	9035.39694	6205.4939	7603.49788	5906.68548	6730.36909	9649.35301	7858.96784	8301.7017	7080.0254	5354.62031	6194.2261	6914.71098	6626.91019	6567.18229	6745.94344	6700.72338	6977.65023	6282.76432	11644.22402	7308.911	8136.37371	7107.55562	5500.6038	5429.90114	6440.58818	10191.2569	6538.10264	5870.64983	6968.96484	6806.40366	6636.39898	7904.22494	8151.78024	9003.52597	8354.6501	6951.05253	7121.97449	5717.2011	7135.96344	8835.07791	7721.35493	8674.57213	7318.71399	6000.10501	6052.89154	7125.60111	6509.51647	7200.89467	6774.13382	6501.0376	7613.77365	6318.57939	9891.98912	7194.73431	6841.2198	6956.70119	4098.35486	4236.85717
90	120	13120.5684	15634.40608	17605.9891	22790.15938	22040.5998	22424.57595	26959.38098	16963.39418	20611.66926	17273.98078	18119.49561	18822.56778	17507.2305	22013.86786	23364.68796	19283.40764	22417.97743	15816.50267	13599.00586	14810.48001	16917.59393	22354.44496	22915.47961	23364.32378	26350.55218	20422.91472	17470.85982	17622.94329	24748.22943	18698.99873	14996.9354	11586.19579	13075.48537	14217.42127	12732.44358	12894.83997	11467.8397	23531.85867	23641.2946	23870.64775	25885.05343	20232.88143	22676.15322	21560.60246	21679.94325	24447.18671	22420.77327	24194.75003	27536.03066	26295.80879	21867.31405	19264.60974	20633.49743	24933.49031	24737.55611	24685.7827	28311.68832	20114.22191	25991.61149	22079.61174	24528.92297	24927.76209	24522.30076	23408.23347	20731.45749	22508.63579	22876.51227	25500.99361	18687.28547	28165.04348	24021.8997	23807.99574	21546.02942	24166.71115	26813.587	17386.37749	21352.57048	22044.34479	20745.21648	24738.34763	23575.86319	25010.26777	25872.94476	24760.45086	22539.04995	19138.38391	20723.88336	26354.82775	23697.69818	25062.86149	28779.50451	20750.04498	24418.14291	21544.88058	24875.07994	24574.92413	25058.06166	23798.23905	20636.71462	23202.61056	23236.50494	26640.94371	20546.63459	26808.00595	23008.76168	15211.5062	14069.60869	16179.47134	22465.03133	19204.01872	16351.27501	16227.44126	17596.8215	15970.86867	19311.65939	17958.80573	21223.21706	19862.64915	15419.1265	17179.44396	14277.59403	16609.34569	23622.13206	18596.26998	20292.33149	18083.05728	14028.09571	15391.54138	16575.53007	15850.19	16110.12415	16266.67988	16054.79503	17218.99787	15433.35368	26491.58229	17894.21488	19223.54776	17529.24031	13602.77177	13383.49269	15624.67248	23771.51709	17490.86597	15616.82993	17222.38963	17415.4673	16259.40318	19112.12617	19068.4629	21514.83803	18242.32484	16643.12729	16939.5603	14244.94656	17731.03461	20971.56284	19045.48721	21521.02082	18137.50306	13883.74579	15104.05717	17404.16799	15584.60792	17276.65463	16892.09095	16064.70858	18798.20057	15799.5862	24303.09048	16604.04432	18371.6761	16789.24201	10292.81686	10792.74516
120	150	20394.87142	24148.59907	28458.71899	36457.24963	35934.82093	37159.40259	43761.69459	30364.82002	30717.64418	28477.16963	28520.87442	29762.13427	28242.72033	36233.04149	36619.71226	28914.30511	30301.56749	23167.30055	22222.75728	23344.75516	27085.8835	36039.90658	36054.09602	37521.06479	42107.8222	31488.54403	30968.18464	28728.0583	42966.42597	28982.25646	23550.02191	17788.93773	20728.44611	20421.17184	18993.48949	19836.45209	19739.37532	36127.17196	37898.35543	38373.90848	43105.34005	28648.97674	35377.28671	35316.35277	34267.95882	38181.83517	35012.49187	39137.02378	42199.94101	42093.64862	35311.27584	31190.57681	33820.35117	39840.27628	38359.04984	39798.61298	45262.49441	33348.06167	41410.37684	36168.39342	39566.21071	39639.85202	39767.87118	37865.69664	34124.14174	34950.84675	36957.70234	42189.28887	29611.24756	42158.70031	36526.16569	36925.14468	36139.93293	38363.05828	43324.57794	28821.33523	34881.60494	35336.13342	33199.63446	40065.12417	37638.44854	39288.00201	41641.95434	39184.54543	35956.48051	29889.79608	34384.75967	40277.5078	38814.64555	39754.47642	46777.68449	33505.14394	40734.84883	34670.97126	40419.07386	37497.37472	40095.68318	37237.25352	33770.997	35819.87266	36762.08966	43571.11533	32162.49472	42538.32232	36108.00337	23612.1209	22666.50362	25178.13038	37576.32642	28421.65547	25726.63472	26560.12839	28152.70666	24529.91319	30508.36284	29223.4554	33952.81421	32834.64613	24864.74186	29400.15705	23806.49924	27416.57075	35956.9332	30350.88512	32237.06121	30086.93984	22383.31059	24988.56756	27656.65524	25396.68903	25860.06195	26473.07785	27084.32484	26895.16489	25650.4211	43810.41438	27590.72053	30545.05999	27930.40587	22275.6845	22339.39939	25721.62542	39188.75239	28009.86212	25302.44413	27395.39898	28294.46478	25729.4151	30959.08628	29688.61446	35177.05587	29247.80732	27500.91689	27938.2731	23616.37004	27534.61667	35312.69166	30043.08942	36033.42558	29044.84115	22909.4752	24335.7961	28196.29456	24721.20185	28285.91027	26729.43239	26620.23426	30065.57505	25764.40365	39339.98722	27530.12164	29083.97255	27431.40012	16450.40273	16858.48249
150	180	25784.23732	30757.0829	35216.96792	44956.96152	44508.19018	46731.95346	54603.86075	36535.44023	38638.91088	36034.69608	35152.9733	36335.44787	37064.06776	43163.79209	52317.24191	35124.208	40930.17231	28105.02962	27275.88805	29644.9778	33954.02981	44421.583	45217.90755	47170.05048	52935.98871	39090.01228	36452.19841	36572.01201	48117.36315	35948.60672	29262.15676	21031.51444	24234.43929	26732.60858	24153.90842	24698.52393	21767.61578	46198.0679	47299.29665	46136.90386	51466.97024	35155.67233	43870.82539	43580.26561	42693.50468	45370.85382	43878.9479	47448.17532	51536.10978	50525.81049	43958.70186	39334.62103	40910.54253	48014.52277	47316.65451	48344.70352	54429.75181	41358.99933	48968.34453	43911.82785	48911.22574	47221.80112	49445.64796	45655.59166	42859.10569	43498.7726	45199.72619	51459.31075	37638.35198	50990.90701	44499.74438	45628.84047	42559.70721	47239.15385	52987.56411	35395.86461	43294.7199	44300.03166	40827.8841	48556.72822	46996.57325	48404.41753	50613.37796	48941.01958	44562.6309	35950.93339	41388.34466	49656.79344	47508.04236	47670.91726	57976.47921	40561.97109	49534.54126	42579.04493	50005.95892	45592.71759	49849.75903	45873.50759	41023.19459	44301.15494	45165.96831	52477.04213	40057.95079	51883.06303	44143.73094	29981.78243	27904.55294	30667.31369	45797.70029	35834.22149	32440.24333	31433.29102	35726.17767	29239.71674	38013.71015	35425.76744	41540.33779	40148.06591	31030.72006	37001.07479	28483.85125	34134.73216	44415.08573	37688.13602	39345.23024	36882.15417	26963.90667	29561.56028	33787.78176	32411.4209	32628.94991	32691.34763	32968.52924	33712.41015	31345.90398	55239.06626	39481.65261	36874.87049	34570.68844	27154.29077	26641.21371	31223.87813	48624.08572	35555.02667	31885.11926	34815.0846	35796.08753	32213.63109	38531.52749	37121.4828	43500.39743	35972.93958	33534.66398	34021.34033	27872.32734	34137.07233	43768.73519	35999.82163	43607.63994	35956.00663	28071.33621	29545.59178	34585.26979	29123.88049	34595.81635	32681.51867	32075.96286	37449.09471	32166.33599	47766.36087	35999.69819	34749.10986	33476.89517	20140.63015	20879.82593
180	240	26742.24034	35645.14692	38854.0493	49457.00807	48349.2351	50017.42482	59933.92959	40356.27214	42957.53847	37608.8621	37687.92867	38819.72946	39565.44937	44489.25162	52311.55099	38114.70174	41881.06944	29212.3347	28426.03591	32225.4051	37556.88892	49414.87728	50712.77914	52880.41174	58612.83498	43236.45524	39544.01523	40464.11225	57106.71272	39665.83862	30333.60504	20533.43353	24303.51516	28529.01185	25695.06297	27690.1396	22790.5879	49889.71118	50180.09175	50351.68413	56287.07658	37103.06771	47937.47059	47178.95395	46449.77148	49747.63332	48008.04314	50638.54844	55374.30743	53997.18439	48376.47145	41428.46679	44820.8924	52005.68605	51338.37606	51311.98847	58770.7449	44227.42541	53098.42082	47636.62031	52112.74491	49975.59784	53509.79786	50083.95231	46012.00877	46196.7172	48933.88737	54265.30883	39267.43038	55562.85386	46633.82594	50927.39487	46178.53618	50045.84842	55217.98491	36049.73447	46784.03826	47528.77295	44310.74916	51359.73697	50459.1952	50588.10177	53331.88979	51131.76321	48238.46957	39527.55314	45236.41049	53201.24982	50057.45236	52239.85386	62089.78119	44582.50794	52683.53645	46225.03171	53760.90452	48384.92648	54132.83473	49610.77437	45440.68401	46933.37554	48416.86518	56175.62504	41194.77304	54442.36624	46625.67036	32178.82104	30400.39494	33283.75609	50626.44587	39020.56257	35761.53236	35680.51106	38993.4809	32227.23608	41605.08226	38463.75704	44321.60866	44047.77209	34647.93297	38379.06818	31938.55548	37101.33485	48684.64942	39047.58633	42199.27865	40905.75212	29895.25778	33141.62234	36795.05682	32959.517	35926.39705	36226.6307	36883.60996	36590.86729	34815.28298	58056.38546	40552.02918	41320.0286	37651.85149	30069.06786	29875.4483	34605.68269	52108.12581	38515.86957	35385.38659	37902.36561	38573.35594	34419.43273	42689.2757	40075.70897	46633.8294	39125.9467	37159.35824	38194.94818	30616.75677	37654.6673	48389.68919	41643.9133	48235.18071	39780.17451	30634.75053	32855.25984	37772.48992	31027.2922	38360.58756	35878.62364	36592.60419	40163.01671	34680.3193	52461.12287	37852.10297	37091.86987	37277.37351	22303.89388	23307.66925
240	300	25630.1645	33810.29861	38686.27457	48452.3739	47751.72587	49249.56087	58711.23524	40506.54504	41985.15617	36036.20883	37699.30046	37882.19217	39003.16531	43341.69303	53305.45671	37857.34822	47321.602	26981.53545	27173.60577	31120.38108	37375.02622	48146.8765	49722.24054	51613.75579	57346.26569	42376.50081	37852.19481	39853.58089	53491.02144	38063.927	27805.06249	16750.33781	23752.14522	26421.72417	23437.31178	25744.21951	21130.66968	48555.79234	47130.70562	48938.43594	54078.61992	36470.61923	47024.55396	46267.6174	45506.74129	47461.7491	46360.36173	49096.73752	54303.0635	51988.75882	46961.60078	39785.48528	43563.64092	48884.4868	48718.53314	49299.53519	55559.86671	43473.46769	50153.95318	46112.54598	50616.80406	48928.20963	51821.55945	48103.92997	44981.72666	45396.8327	47042.69068	53302.78415	39099.70788	51809.8374	46128.66201	49502.58664	44842.92116	48308.48341	53125.10178	34827.95492	46645.11077	46303.56384	43490.37742	48400.22102	48064.63817	48791.63777	52205.37366	49827.52516	46871.49327	39827.96897	44239.18	50284.54867	48304.55416	49444.92014	58174.96353	43108.86772	51214.62549	44378.94055	52211.03482	47526.50586	52328.69828	47904.98795	44277.10363	45764.56852	47140.75284	53003.32039	40839.12776	51490.89375	45229.60368	32188.23339	29420.32269	33600.82609	49090.97263	40863.82236	35856.56866	35129.03656	38916.59137	31973.79542	41178.76332	38102.94609	43509.00741	42714.10228	34470.40566	38445.53514	32216.15424	35513.46908	46494.53988	38671.42917	41056.06679	40048.54363	28615.93181	32867.51772	36153.51768	33399.86282	34991.23467	35305.77524	36578.26842	36389.24502	34383.49884	57861.71098	41490.85504	38305.70738	37508.84061	29873.65352	29858.62027	33618.30796	51015.38655	35625.02671	35097.71056	36835.5204	38487.49383	33390.60014	41092.58394	40114.39993	45599.0796	38637.56568	37038.07335	38318.26819	31510.87544	36872.71073	45765.41051	40010.78077	45397.55693	38832.83741	30516.55459	32588.56419	37299.95298	31515.51309	37618.68564	35223.80485	35779.66353	39587.35601	34314.44688	50648.5723	36243.8509	35508.74271	36344.89808	22337.74509	23382.54572
300	360	23912.08916	31457.91062	36864.33463	45827.25241	46197.16355	45860.52534	54696.81177	40692.11973	40559.68199	34353.21221	35929.10841	36904.89681	38318.0032	38606.47249	49852.84561	37251.59735	42221.87977	24889.18803	26627.55633	30155.31849	35810.71719	45616.86726	48103.49684	48121.7446	54157.35379	41643.90144	38303.3805	39254.55425	49667.05324	37104.02154	27124.32517	17643.61779	22051.32423	24984.07845	23322.71857	27030.26977	20523.45718	45132.74573	45037.34717	45290.19705	49328.70183	36108.48264	44095.66513	43495.24989	43014.7087	44631.59128	42789.28654	46012.34372	49451.72096	49022.62089	45058.34047	38605.99788	40875.55301	46410.87956	46346.36309	46088.09269	50087.97936	39923.45689	46765.02519	42889.01755	46998.90564	45648.41553	48084.62536	44849.25441	41777.35478	42628.78927	43287.47546	49195.03203	37455.8243	47876.81221	43623.55744	46229.63184	41948.89406	45137.03871	48018.07633	34372.84999	44264.46799	43316.38198	41530.34223	43787.36375	45157.73573	46131.47332	48028.75192	45837.30828	44298.15033	38006.22998	41469.21542	46418.71946	45617.14185	45019.23886	52807.42204	40353.05917	47138.18951	41474.50938	48094.31867	45424.16588	47579.87328	44817.86534	41374.58934	42973.57101	44390.68132	50820.165	40584.13358	48896.49722	43050.76883	30759.26267	29302.36946	31865.8966	45183.07822	38299.59874	33993.06289	33673.51015	37579.46977	29904.47066	38231.0798	36636.61668	40618.04155	40476.84561	33809.8207	37114.66873	30471.00041	34955.64425	44904.13999	36873.06971	38061.55287	37352.71178	27716.91356	31479.59412	34543.84568	31410.4546	33915.32061	33918.9987	34506.72586	35031.4625	32817.6194	53323.84578	40425.1032	36385.15496	36438.48417	28006.02001	28011.52879	32434.58883	46904.11677	35919.11431	33884.1825	35463.61188	36803.85445	30551.46624	39228.60891	38606.55719	41981.02283	35672.61818	35101.61361	37707.41215	29817.38821	34861.75444	44101.09486	37294.53328	41986.82137	37268.52332	29006.03296	31197.55607	35359.37876	30246.42781	35698.68485	33928.78798	34369.63713	37640.38508	33580.42954	49208.11436	37185.41933	36218.40581	35427.80165	22349.73787	23005.14892
360	480	22329.19698	30839.33548	34867.32913	41291.64611	43290.96207	41305.65556	50506.579	38675.5518	37222.19485	31439.82168	33424.26339	33538.18704	36820.05438	36363.13349	45629.65663	35298.98944	38860.0612	22961.73733	23813.17306	27459.23786	33613.61073	41378.85357	44460.35336	43540.27514	49490.16289	40795.11731	34257.12788	36535.24534	45975.75722	35811.40178	24385.31186	16518.32326	20909.1371	23553.8565	21054.90015	23854.93252	21439.68504	41003.21348	40346.25496	40282.60584	42692.85183	32690.48785	39711.455	38697.65564	38787.71657	38514.26772	37971.78227	40649.08211	43650.9484	43559.8515	40650.92564	36009.19774	36540.93213	41214.60004	39891.73446	40859.3257	43591.66626	35873.62801	41527.09202	38565.75776	41257.72879	41487.1355	42569.79178	39774.99072	37353.71528	39091.03865	38921.89503	43952.45651	34548.7477	42661.95878	39698.29868	41397.14611	38537.4047	39803.43203	42028.90313	32359.12208	40054.1328	38997.28945	37705.60999	39990.89154	39516.66965	40482.99334	42546.83296	41327.99112	40115.88419	34792.61144	37183.17003	41539.89952	39335.7494	40050.41254	45384.7684	35378.29962	42064.3574	36988.04809	42169.93726	40843.7972	42517.70818	39645.60698	36982.93593	39075.47371	39611.19223	45463.14936	38574.15607	40320.88334	39208.21694	29037.94455	27175.65857	30005.50824	39757.14433	35247.38478	32057.07201	31289.19824	34583.81671	27601.08503	34926.03373	33224.33022	36237.98809	36849.58412	31264.83127	34032.67176	28207.14348	31805.77518	39657.80467	33844.44802	33653.31405	33949.61164	26013.65879	29342.72054	31819.92598	30576.9779	30704.52092	31105.06589	31926.48367	32645.94409	30435.87504	47999.00309	37479.99719	33401.74118	34311.95856	26368.1637	26580.19732	30426.65644	40762.7123	34418.2874	31243.58923	32955.19148	34269.46135	28933.5956	35385.83341	35489.67932	37441.08236	33670.17957	33114.77947	34332.10803	27991.05233	32645.20765	39418.97081	34734.45912	36798.46878	33400.16457	27050.02126	28931.3608	31992.22598	28851.50282	32816.0634	31171.98199	31596.19514	34860.56874	30700.38085	45096.63432	35213.67695	29832.48418	33267.12033	21446.13199	22113.76189
