frame_start	frame_end	Left-AV	Left-CeM	Left-CL	Left-CM	Left-LD	Left-LGN	Left-LP	Left-L-Sg	Left-MDl	Left-MDm	Left-MGN	Left-MV(Re)	Left-Pf	Left-PuA	Left-PuI	Left-PuL	Left-PuM	Left-VA	Left-VAmc	Left-VLa	Left-VLp	Left-VM	Left-VPL	Right-AV	Right-CeM	Right-CL	Right-CM	Right-LD	Right-LGN	Right-LP	Right-L-Sg	Right-MDl	Right-MDm	Right-MGN	Right-MV(Re)	Right-Pc	Right-Pf	Right-PuA	Right-PuI	Right-PuL	Right-PuM	Right-VA	Right-VAmc	Right-VLa	Right-VLp	Right-VM	Right-VPL
480	600	26512.78575	31461.2811	30225.97917	32804.55789	22637.2404	24009.73443	26093.66216	25210.46208	35235.86895	31776.46679	26913.50551	28217.36701	28420.27031	34079.866	27390.65971	25496.87962	26541.43127	25064.09769	31502.71777	28251.96968	30081.41901	19390.4362	26562.77608	25024.11946	28872.83557	29641.91895	34946.61203	24051.05469	27828.2373	27376.333	25135.9723	34904.10963	31574.74645	29498.79586	27292.87097	31737.78516	32028.45493	34606.11207	29366.98934	27407.69234	26416.53519	25157.18393	29403.99382	30478.66902	32705.59345	24175.95508	31147.87768
600	900	21508.62296	24938.59247	22750.27018	27664.08528	19347.10105	22047.71007	21394.31238	20811.3444	27923.44483	24795.71433	24378.19448	22587.1962	23672.49028	26380.5384	23280.18012	21931.2082	21271.07352	22498.74422	25513.61108	25521.06747	26315.2482	18930.65365	23549.69662	20878.47625	25767.74192	23902.44385	29589.30464	20119.79453	23058.138	22323.9272	22807.04705	29285.13643	26116.88338	24741.90977	24015.38574	28850.67188	26446.62561	27759.62855	26224.14975	23920.83263	22605.70405	23203.17202	27082.75228	26605.30645	27985.70204	20878.52246	27096.21898
900	1200	17947.73168	22158.7135	18408.25488	22925.75738	16958.13247	18648.26857	17341.72808	18046.76123	22136.06691	19793.91993	20844.40004	20435.057	19304.54597	21333.10072	19377.66078	18199.59341	18170.31756	19744.84421	22939.74634	21321.71215	20922.13165	18074.57438	19075.91888	17070.41331	20320.42903	18152.90967	22296.45239	15265.64277	18912.05671	17782.50067	18994.10778	20844.06593	19201.89355	20704.97125	19676.90356	21863.80957	20379.59863	21733.97202	21009.25812	20811.5868	18504.01489	19729.72942	20869.83398	22285.40767	22366.44204	19288.09766	22194.7102
1200	1500	15496.77649	17829.96303	14803.24105	18600.44839	13453.00947	17423.65215	13952.28545	14608.03271	16760.05714	15245.04248	19241.38458	17557.25408	15817.99004	16918.69479	17033.61709	15746.34148	14686.45021	17309.17804	18778.60986	18020.04211	17604.63876	14818.21932	16999.20534	14507.39021	17594.50901	15109.85718	18320.567	13126.98008	17467.41526	13654.17175	14278.98207	16619.44886	15394.46751	18055.36382	17496.90283	17322.2168	15443.15835	17537.65567	16736.88992	15717.11583	14829.09437	16644.94346	19263.30013	17677.57882	17568.37679	16956.47119	17989.52376
1500	1800	13000.76391	15760.73538	11845.87956	14798.82905	11404.12564	14659.72457	11974.3851	12809.78158	13550.98054	12176.12411	14778.1367	14804.17179	12420.73247	13315.06044	14200.41706	13042.76877	12164.3237	15203.34984	17596.67065	16154.59454	15148.65591	14399.24504	14494.34635	12622.17426	14144.13658	12029.20288	14743.07463	11491.1001	14761.59307	11046.50697	12286.74458	13539.0901	12568.88441	14580.41936	13484.81482	14415.23633	12383.66377	13256.32307	14086.73385	13567.07194	12139.09712	14183.19097	14821.26693	15231.67893	14860.40011	14535.26855	15071.33168
1800	2100	10702.56002	12217.73595	9709.90234	11877.35837	9365.49584	11546.96426	10133.28547	10657.69735	10624.86834	9986.89706	11419.58188	12022.87536	11275.61384	10919.57394	11035.23687	10689.4016	10303.1099	12641.43346	13140.69666	12415.20924	12099.42644	12912.47583	12439.24718	10459.65278	12073.13426	10422.0813	11479.42415	9573.57021	13252.9713	10653.02771	10620.19496	11461.39099	10536.58099	12365.89776	12446.11316	12698.02441	10344.44511	10917.06415	12348.24757	11830.96232	10517.08035	11802.96721	13122.49561	12072.07751	11879.94576	11845.97998	12509.06096
2100	2400	10183.14674	10913.46293	8645.85075	10541.96198	8253.16701	11301.36969	8781.15909	9491.74312	9664.17907	9028.00403	10619.35554	11291.93803	9604.27632	9417.49673	9618.81314	11066.78943	9388.40648	11356.33416	12057.13794	10488.22883	10037.6196	12173.7867	10571.92695	8745.12671	10056.48324	8914.24622	10006.68987	8728.93384	11370.72536	8794.86266	9727.82768	8968.38742	8489.31275	9990.24625	10132.04724	8843.78857	8612.30274	9457.08675	10401.44538	9892.24157	9146.92289	10242.68474	10791.37874	10049.86458	9839.329	11291.08691	10819.64546
2400	2700	7413.6459	8515.75143	7014.37394	7701.76716	7143.88706	9950.41044	7660.16936	8301.7533	8030.97874	7218.95747	8520.4964	8797.9177	7353.62409	7646.15204	8570.78611	9831.96345	8122.49881	9538.41917	9417.24304	10132.90577	9315.47063	10521.41911	9790.19421	7518.60756	8577.56034	7382.32214	7883.34633	8131.96045	9139.52341	7590.76744	7846.59548	7078.95983	6778.38753	9521.58058	8308.10428	7697.21729	7566.44256	7082.96981	8065.38477	8540.2338	7794.9153	8612.13673	9261.77344	8816.7411	8466.06012	11531.85498	8992.40949
2700	3000	6923.16629	7979.56982	6516.86491	7144.34078	6741.58277	9557.91081	8001.82968	7134.321	6322.97597	6501.31646	8168.60803	7359.82968	7825.9888	6791.05866	7768.97903	7718.80069	6867.67508	8507.12514	7668.22119	8179.01306	8009.88145	9802.18742	8697.72753	7236.18494	7918.87532	6965.94116	6581.37849	6966.69956	9172.33223	7208.40673	7124.65399	6356.49166	6577.2805	7527.32402	6587.71304	8185.24683	5336.12311	6669.11047	7594.20493	7985.68259	6954.48697	8218.55194	7578.552	7750.3684	7251.62522	10115.26514	8161.03203
3000	3300	6273.36998	6791.12763	6010.9528	6581.93056	6540.58736	7833.71902	6336.87217	7656.12382	5817.93148	5645.88063	7634.24929	6705.61723	6865.09349	6190.45077	7002.16639	7302.58673	6346.42651	7069.42459	7602.02588	7361.37788	6726.83587	8419.86287	7788.14435	6190.69203	6627.75875	5143.16724	5821.7432	5403.48125	8047.9522	6289.50786	5600.88095	5449.11269	5574.00048	6593.78727	5498.82043	7160.479	5209.45624	5325.77369	6914.6635	5800.6753	5650.07068	6494.76053	6705.56185	6876.21289	6554.66975	8644.87842	6843.52216
3300	3600	3947.34721	5691.35257	4663.29305	5739.24569	5790.04199	6939.34046	6150.33497	5721.34989	5338.72918	4873.77579	6786.21817	5828.21271	5987.53459	6083.12969	5992.17303	5908.87559	6090.39123	5827.87956	6611.42194	6166.11875	7009.62967	7126.68164	7058.89128	4775.70388	5815.33754	4900.96063	4536.92892	6512.87847	7355.01106	5553.23479	4475.88656	5123.57486	4715.96149	5826.37813	5888.79077	6730.68994	3976.25007	5229.53463	5331.56326	5966.57346	5416.74263	5796.66046	6311.84554	6558.19006	6051.34215	8509.12354	6205.16109
3600	3900	5397.783	5494.79221	4730.78886	4977.27424	4522.99812	6923.79513	6378.68056	5369.00991	5365.07531	4885.678	4477.10323	5493.56485	5357.65261	5191.96549	5137.93246	5446.68227	5227.27674	6525.92333	5369.77026	5593.08785	5643.10755	7190.91939	5804.4772	4712.43601	5388.37672	4209.85303	4766.32839	4332.17991	7783.43255	5036.40551	5103.92689	4831.36684	4772.34207	6202.09412	5470.48846	5348.54639	3848.22323	5211.43214	5271.19492	5480.44594	5373.1024	5882.82487	5470.68937	5128.4522	5016.25806	6020.34546	5655.97281
3900	4200	4592.95254	5863.55431	4407.96611	4550.09443	4722.04711	5637.01321	4959.57804	4850.26617	5207.65883	4739.46325	4289.35344	5916.84664	4630.57444	4412.94626	4222.96123	5629.0009	4592.69382	5628.80468	6548.138	6096.37536	5614.54635	9946.88338	6615.41719	5080.85324	4931.68777	5085.98511	4634.31307	5274.30791	5488.85297	6205.25848	4156.81241	5080.84226	5172.64705	3991.6632	4955.01703	4883.15845	5023.42811	4394.59547	4066.67177	6303.39119	4823.56832	5705.31758	4982.63566	4938.10811	4858.10376	6413.43774	5067.50383
4200	4500	4565.63286	6246.5156	4088.97506	4014.78646	5465.48285	6215.99345	4966.40836	3989.20156	4355.07	4066.74361	5810.00419	6514.00408	4013.54295	4251.21421	4893.00005	5337.14795	4839.85522	5083.80244	7161.039	5392.42134	4909.6557	7240.74548	5662.2691	4303.08103	5292.28198	4203.08966	4500.80128	4789.50603	5579.96064	4505.44581	3679.68246	4460.94848	4231.98702	4730.56451	5396.59161	6189.26001	3552.36228	4233.44665	4846.52163	5507.32332	4508.68437	4435.39735	4960.27279	4996.63084	5162.18485	6319.40161	5020.30315
4500	4800	4492.06767	4689.70225	3764.75008	4450.77679	5077.37523	6051.09576	5007.71038	4433.97782	4456.42064	4184.75245	6078.47936	4670.04372	4531.53761	3653.25064	5713.84084	5170.36705	4478.40527	4457.46947	4550.27011	5323.84745	5276.22633	6070.89596	5173.30294	4141.86125	4950.84184	4363.77142	3077.05739	5270.51968	5135.17203	5255.15183	4276.10194	3487.17544	3703.5596	4555.53434	4093.45279	4396.2019	3853.4238	3812.12339	4199.91741	6094.7872	3920.0245	4565.44976	4488.94661	4080.70691	4011.72009	8338.9021	5396.54239
4800	5100	4018.35915	4536.55475	3675.56966	4217.584	3207.45301	5558.0667	3981.08	5238.83651	3615.39617	3554.39533	4823.26348	4072.20044	4147.63761	3994.0275	4686.62488	5289.40659	4688.49862	5361.13723	4966.63428	5425.79669	5128.77224	6330.57418	5765.49133	4652.51976	4483.02334	4018.07465	4101.47203	4482.96909	6139.70859	4454.13183	4191.75266	4719.34956	4206.85485	3321.78068	3115.51814	5051.25732	3945.65355	3962.18994	4198.2345	4992.08863	3672.49945	4970.91887	4108.38505	5011.80669	4999.70293	4800.74243	4719.5656
5100	5400	3189.25714	2824.1851	3020.2382	2976.77759	3679.20579	4483.33299	4157.65517	4306.34241	3660.33596	3387.94703	4732.96938	2220.06011	3078.4251	4539.13399	4315.60485	4716.88153	5454.00654	3671.523	2535.77316	4653.49778	4734.86031	5924.9106	4826.50847	2862.08143	3237.02593	3056.77991	3689.18205	3264.44424	4519.35812	3724.48371	3465.59359	3283.33306	3556.0766	3265.25989	3552.81488	3081.04358	4317.39453	3380.50634	4054.96875	4227.49219	4012.6406	3613.23042	3196.67839	3200.88866	3290.75316	5441.22754	4005.23174
