index	name	volume-mm3
203	parasubiculum	127.0
211	HATA	141.0
212	fimbria	153.0
215	hippocampal_fissure	172.0
226	HP_tail	1441.0
233	presubiculum-head	284.0
234	presubiculum-body	333.0
235	subiculum-head	404.0
236	subiculum-body	519.0
237	CA1-head	1325.0
238	CA1-body	296.0
239	CA3-head	299.0
240	CA3-body	251.0
241	CA4-head	303.0
242	CA4-body	294.0
243	GC-ML-DG-head	376.0
244	GC-ML-DG-body	320.0
245	molecular_layer_HP-head	723.0
246	molecular_layer_HP-body	509.0
7001	Lateral-nucleus	1540.0
7003	Basal-nucleus	1010.0
7005	Central-nucleus	91.0
7006	Medial-nucleus	16.0
7007	Cortical-nucleus	58.0
7008	Accessory-Basal-nucleus	636.0
7009	Corticoamygdaloid-transitio	379.0
7010	Anterior-amygdaloid-area-AAA	40.0
7015	Paralaminar-nucleus	88.0
