index	name	volume-mm3
8103	Left-AV	138.0
8104	Left-CeM	102.0
8105	Left-CL	6.0
8106	Left-CM	321.0
8108	Left-LD	23.0
8109	Left-LGN	386.0
8110	Left-LP	142.0
8111	Left-L-Sg	12.0
8112	Left-MDl	310.0
8113	Left-MDm	971.0
8115	Left-MGN	94.0
8116	Left-MV(Re)	11.0
8118	Left-Pf	65.0
8120	Left-PuA	290.0
8121	Left-PuI	335.0
8122	Left-PuL	174.0
8123	Left-PuM	1569.0
8126	Left-VA	485.0
8127	Left-VAmc	8.0
8128	Left-VLa	735.0
8129	Left-VLp	1150.0
8130	Left-VM	12.0
8133	Left-VPL	1471.0
8203	Right-AV	159.0
8204	Right-CeM	79.0
8205	Right-CL	4.0
8206	Right-CM	279.0
8208	Right-LD	10.0
8209	Right-LGN	282.0
8210	Right-LP	121.0
8211	Right-L-Sg	11.0
8212	Right-MDl	287.0
8213	Right-MDm	868.0
8215	Right-MGN	71.0
8216	Right-MV(Re)	16.0
8217	Right-Pc	2.0
8218	Right-Pf	54.0
8220	Right-PuA	255.0
8221	Right-PuI	282.0
8222	Right-PuL	161.0
8223	Right-PuM	1358.0
8226	Right-VA	498.0
8227	Right-VAmc	6.0
8228	Right-VLa	738.0
8229	Right-VLp	1052.0
8230	Right-VM	2.0
8233	Right-VPL	1081.0
