index	name	volume-mm3
203	parasubiculum	47.0
211	HATA	41.0
212	fimbria	88.0
215	hippocampal_fissure	77.0
226	HP_tail	580.0
233	presubiculum-head	77.0
234	presubiculum-body	146.0
235	subiculum-head	150.0
236	subiculum-body	149.0
237	CA1-head	654.0
238	CA1-body	141.0
239	CA3-head	103.0
240	CA3-body	92.0
241	CA4-head	120.0
242	CA4-body	98.0
243	GC-ML-DG-head	128.0
244	GC-ML-DG-body	97.0
245	molecular_layer_HP-head	264.0
246	molecular_layer_HP-body	168.0
7001	Lateral-nucleus	728.0
7003	Basal-nucleus	454.0
7005	Central-nucleus	28.0
7006	Medial-nucleus	6.0
7007	Cortical-nucleus	17.0
7008	Accessory-Basal-nucleus	236.0
7009	Corticoamygdaloid-transitio	194.0
7010	Anterior-amygdaloid-area-AAA	32.0
7015	Paralaminar-nucleus	38.0
