index	name	volume-mm3
8103	Left-AV	135.0
8104	Left-CeM	82.0
8105	Left-CL	7.0
8106	Left-CM	254.0
8108	Left-LD	15.0
8109	Left-LGN	307.0
8110	Left-LP	110.0
8111	Left-L-Sg	18.0
8112	Left-MDl	266.0
8113	Left-MDm	877.0
8115	Left-MGN	95.0
8116	Left-MV(Re)	10.0
8118	Left-Pf	58.0
8120	Left-PuA	252.0
8121	Left-PuI	244.0
8122	Left-PuL	194.0
8123	Left-PuM	1236.0
8126	Left-VA	454.0
8127	Left-VAmc	6.0
8128	Left-VLa	635.0
8129	Left-VLp	971.0
8130	Left-VM	7.0
8133	Left-VPL	1102.0
8203	Right-AV	145.0
8204	Right-CeM	78.0
8205	Right-CL	7.0
8206	Right-CM	266.0
8208	Right-LD	15.0
8209	Right-LGN	326.0
8210	Right-LP	111.0
8211	Right-L-Sg	11.0
8212	Right-MDl	275.0
8213	Right-MDm	926.0
8215	Right-MGN	109.0
8216	Right-MV(Re)	11.0
8218	Right-Pf	52.0
8220	Right-PuA	257.0
8221	Right-PuI	263.0
8222	Right-PuL	173.0
8223	Right-PuM	1370.0
8226	Right-VA	391.0
8227	Right-VAmc	8.0
8228	Right-VLa	652.0
8229	Right-VLp	967.0
8230	Right-VM	10.0
8233	Right-VPL	1207.0
