frame_start	frame_end	Left-Lateral-Ventricle	Left-Inf-Lat-Vent	Left-Cerebellum-White-Matter	Left-Cerebellum-Cortex	Left-Thalamus	Left-Caudate	Left-Putamen	Left-Pallidum	3rd-Ventricle	4th-Ventricle	Brain-Stem	Left-Hippocampus	Left-Amygdala	CSF	Left-Accumbens-area	Left-VentralDC	Left-vessel	Left-choroid-plexus	Right-Lateral-Ventricle	Right-Inf-Lat-Vent	Right-Cerebellum-White-Matter	Right-Cerebellum-Cortex	Right-Thalamus	Right-Caudate	Right-Putamen	Right-Pallidum	Right-Hippocampus	Right-Amygdala	Right-Accumbens-area	Right-VentralDC	Right-choroid-plexus	Optic-Chiasm	CC_Posterior	CC_Mid_Posterior	CC_Central	CC_Mid_Anterior	CC_Anterior	ctx-lh-bankssts	ctx-lh-caudalanteriorcingulate	ctx-lh-caudalmiddlefrontal	ctx-lh-cuneus	ctx-lh-entorhinal	ctx-lh-fusiform	ctx-lh-inferiorparietal	ctx-lh-inferiortemporal	ctx-lh-isthmuscingulate	ctx-lh-lateraloccipital	ctx-lh-lateralorbitofrontal	ctx-lh-lingual	ctx-lh-medialorbitofrontal	ctx-lh-middletemporal	ctx-lh-parahippocampal	ctx-lh-paracentral	ctx-lh-parsopercularis	ctx-lh-parsorbitalis	ctx-lh-parstriangularis	ctx-lh-pericalcarine	ctx-lh-postcentral	ctx-lh-posteriorcingulate	ctx-lh-precentral	ctx-lh-precuneus	ctx-lh-rostralanteriorcingulate	ctx-lh-rostralmiddlefrontal	ctx-lh-superiorfrontal	ctx-lh-superiorparietal	ctx-lh-superiortemporal	ctx-lh-supramarginal	ctx-lh-frontalpole	ctx-lh-temporalpole	ctx-lh-transversetemporal	ctx-lh-insula	ctx-rh-bankssts	ctx-rh-caudalanteriorcingulate	ctx-rh-caudalmiddlefrontal	ctx-rh-cuneus	ctx-rh-entorhinal	ctx-rh-fusiform	ctx-rh-inferiorparietal	ctx-rh-inferiortemporal	ctx-rh-isthmuscingulate	ctx-rh-lateraloccipital	ctx-rh-lateralorbitofrontal	ctx-rh-lingual	ctx-rh-medialorbitofrontal	ctx-rh-middletemporal	ctx-rh-parahippocampal	ctx-rh-paracentral	ctx-rh-parsopercularis	ctx-rh-parsorbitalis	ctx-rh-parstriangularis	ctx-rh-pericalcarine	ctx-rh-postcentral	ctx-rh-posteriorcingulate	ctx-rh-precentral	ctx-rh-precuneus	ctx-rh-rostralanteriorcingulate	ctx-rh-rostralmiddlefrontal	ctx-rh-superiorfrontal	ctx-rh-superiorparietal	ctx-rh-superiortemporal	ctx-rh-supramarginal	ctx-rh-frontalpole	ctx-rh-temporalpole	ctx-rh-transversetemporal	ctx-rh-insula	wm-lh-bankssts	wm-lh-caudalanteriorcingulate	wm-lh-caudalmiddlefrontal	wm-lh-cuneus	wm-lh-entorhinal	wm-lh-fusiform	wm-lh-inferiorparietal	wm-lh-inferiortemporal	wm-lh-isthmuscingulate	wm-lh-lateraloccipital	wm-lh-lateralorbitofrontal	wm-lh-lingual	wm-lh-medialorbitofrontal	wm-lh-middletemporal	wm-lh-parahippocampal	wm-lh-paracentral	wm-lh-parsopercularis	wm-lh-parsorbitalis	wm-lh-parstriangularis	wm-lh-pericalcarine	wm-lh-postcentral	wm-lh-posteriorcingulate	wm-lh-precentral	wm-lh-precuneus	wm-lh-rostralanteriorcingulate	wm-lh-rostralmiddlefrontal	wm-lh-superiorfrontal	wm-lh-superiorparietal	wm-lh-superiortemporal	wm-lh-supramarginal	wm-lh-frontalpole	wm-lh-temporalpole	wm-lh-transversetemporal	wm-lh-insula	wm-rh-bankssts	wm-rh-caudalanteriorcingulate	wm-rh-caudalmiddlefrontal	wm-rh-cuneus	wm-rh-entorhinal	wm-rh-fusiform	wm-rh-inferiorparietal	wm-rh-inferiortemporal	wm-rh-isthmuscingulate	wm-rh-lateraloccipital	wm-rh-lateralorbitofrontal	wm-rh-lingual	wm-rh-medialorbitofrontal	wm-rh-middletemporal	wm-rh-parahippocampal	wm-rh-paracentral	wm-rh-parsopercularis	wm-rh-parsorbitalis	wm-rh-parstriangularis	wm-rh-pericalcarine	wm-rh-postcentral	wm-rh-posteriorcingulate	wm-rh-precentral	wm-rh-precuneus	wm-rh-rostralanteriorcingulate	wm-rh-rostralmiddlefrontal	wm-rh-superiorfrontal	wm-rh-superiorparietal	wm-rh-superiortemporal	wm-rh-supramarginal	wm-rh-frontalpole	wm-rh-temporalpole	wm-rh-transversetemporal	wm-rh-insula	Left-UnsegmentedWhiteMatter	Right-UnsegmentedWhiteMatter
0	30	38.47657	74.91162	47.62364	62.33106	58.93756	44.69845	54.70655	83.29949	100.91768	73.97675	114.72618	85.12135	227.92938	69.40513	37.90992	69.73424	19.49725	84.78167	55.61983	32.56193	60.98447	69.7036	55.60862	68.44991	56.84334	34.68693	89.97609	85.04684	90.19353	75.44273	53.8032	336.55085	20.62311	82.98124	44.3656	69.13933	110.22319	119.34955	66.73479	44.09703	49.52509	105.65507	41.08764	53.66699	42.045	63.13026	42.82719	88.24347	35.1006	70.71762	45.70709	76.50432	44.27282	53.31424	59.46777	73.06147	45.75157	35.02666	55.93905	41.34522	61.27567	88.27634	48.31365	55.69229	43.75326	94.9382	42.26279	36.01718	38.86402	13.01764	99.20219	60.41468	68.7561	68.97848	45.79572	192.58944	117.74456	71.78359	44.6674	67.46489	34.89673	109.91295	32.18429	100.18598	68.82989	201.59498	44.44589	89.53599	29.77871	58.01592	30.69757	50.46345	89.6192	54.57227	38.1778	122.0966	46.21157	60.57778	42.64835	81.6669	45.17011	10.99713	98.57022	70.89775	103.47608	61.51297	55.8743	46.05385	47.027	157.01338	25.92945	41.53954	35.73507	50.28315	41.15635	60.51431	45.87114	60.50598	44.06509	80.53963	42.6291	47.16878	50.62954	41.14258	65.58181	30.6325	59.0535	40.21684	43.05074	68.3465	47.08134	60.20457	42.2798	77.01487	33.8547	43.37688	26.76364	17.76068	73.28065	45.9393	41.84631	67.38439	50.35586	163.78697	96.1601	74.37876	55.77117	59.0079	51.4618	77.8916	27.70895	94.97181	86.53958	185.7563	43.15677	48.66913	23.73577	35.51056	31.66193	42.57905	78.86553	49.7587	44.82877	69.72471	34.89391	51.24699	49.5417	58.71179	48.49796	48.41966	153.54388	54.01107	67.22116	38.24265	58.61681
30	60	3779.67197	4832.26869	6174.82594	8391.58763	7968.73189	6972.67578	8740.43162	5777.38693	6421.62794	6417.20551	6401.29005	7337.63454	6412.70667	9718.57731	8166.99517	6656.27981	8600.13965	6259.85257	4700.80786	5348.5576	6185.48445	8263.22319	7206.24304	7050.53979	8702.01856	6264.75217	6587.99933	5523.20017	8215.24434	7011.13348	5907.8552	6764.22356	4115.05823	4546.36006	4073.96485	3547.59338	4356.07889	8060.95803	7978.15504	8547.46037	8512.77696	5967.87834	7075.90576	7584.76353	6670.74829	8170.3303	6232.78573	8578.82182	8964.26687	9892.39187	7279.97816	8059.94889	7362.64037	9161.26279	8880.27825	9230.24618	8960.18021	7415.60558	8879.97771	7318.44016	8464.30811	9194.63473	8575.25717	8850.48543	6486.30347	7750.75159	7928.73695	8671.90592	5185.76939	9777.25045	8474.90238	7971.30782	9164.23909	9962.2571	8222.69211	5777.75303	7035.93965	8027.52771	6367.20455	8820.86619	6711.9454	9682.35149	8673.7252	9430.19772	7420.99786	6572.34781	6688.23762	9979.48912	8577.01848	9857.05441	8938.01142	7870.72411	8225.04761	7877.93902	9054.34312	8821.50175	9176.21383	8953.87345	6677.29648	8181.60107	8091.85857	9694.95242	6240.70833	10370.75579	9070.2935	4707.4526	3682.8863	5598.43802	6964.50827	5986.99757	5424.47033	5038.404	5080.00164	4883.23839	5287.91492	5797.8355	7004.16359	7634.47427	5255.81075	7378.9933	5440.71062	6117.59397	7442.58086	5833.74172	6675.20087	6206.29937	4533.17733	4668.17487	5715.56851	5853.74269	5606.42786	6188.84806	4858.6369	5510.17511	4971.93435	9351.50368	4934.91168	7376.84372	5946.296	4888.14833	4290.44966	6000.64432	6475.24326	5310.43837	5206.77675	5756.90178	5428.63005	5031.49202	5676.91568	6888.84141	6496.76475	6365.70138	6257.68072	6114.79657	4386.34984	6873.53395	7884.81646	7470.19477	6148.83261	6617.72657	4510.61894	5375.13625	5963.80679	5096.19533	6458.85491	5945.14953	5128.68449	6272.92766	5715.72083	9189.32947	5721.81573	6897.46428	6058.25892	3459.36142	3418.40356
60	90	11837.90218	14482.39445	19561.31337	26255.47508	25240.5284	22555.0364	27293.09487	18777.61541	20627.04717	18264.07094	18676.80017	19940.64878	18460.89606	24605.04015	24342.14544	20674.47108	19068.76367	19263.09382	14126.86802	16305.07768	19590.61286	26144.06646	23974.58023	24158.90526	28118.15233	20580.26563	18929.82119	16218.72785	25383.50454	19296.61337	17688.14585	15693.85917	10885.28861	13998.68482	11459.1386	10444.31734	10157.30284	23612.49199	23064.56206	26288.97676	28007.62011	17143.49051	22142.44173	23885.62949	21289.90481	23920.95984	21086.76055	25486.72624	26468.72821	27070.03629	22378.15551	21303.27729	23217.44657	27453.37116	27737.38306	28247.3233	29781.18411	22807.49233	25342.43308	23615.45027	27436.00339	27091.11018	26016.98864	26642.02278	21153.10082	22928.87965	24781.56372	24394.02905	16470.55065	29094.08702	24944.71096	25496.95769	24804.12824	28463.00095	26269.60271	17537.5067	20977.06844	24592.80886	20433.84694	24392.55293	22040.39607	25465.77234	26861.37543	25518.10187	22534.00973	20004.81221	20263.33108	30039.4957	25393.72912	28163.68827	28663.49337	23476.95593	23855.24524	24389.39893	27318.52912	25871.1541	27281.93477	25969.88425	22283.45738	23117.88465	24587.08803	27737.17004	16941.60214	27428.55354	26510.49634	15045.677	11392.31771	18154.71555	23593.58278	16883.46936	17002.88024	16855.07946	16533.18331	14245.91233	17538.70036	18563.20475	21054.55316	21972.55748	17100.56478	19544.03913	16952.50581	17746.60376	24597.60059	18324.32611	21573.03544	19906.64195	13716.07057	15423.33477	19239.27998	16378.17098	17219.30173	19518.36082	15947.47884	16286.94936	16319.23506	24689.58937	16771.05741	22190.72168	18441.54449	15538.10471	12623.70763	18934.32716	21659.804	17338.47755	16236.05999	18548.04796	17689.23908	14818.30083	19092.20907	19552.52439	20810.53946	19376.59679	18478.14753	18935.78126	13872.08423	21418.91412	25787.53036	22827.37687	19620.06941	20376.83094	13501.59671	17225.89319	18320.92848	15272.78167	20129.3336	17796.92766	17288.90375	18500.98795	19374.98102	26585.21845	15865.33064	20767.32009	18547.89937	11058.02328	11165.6977
90	120	18893.51252	24928.3295	33377.52788	43881.78235	41063.98801	37067.89983	45546.73592	32056.75306	34038.79823	31273.77748	30614.67644	33853.90771	29590.71151	40895.11725	37803.09752	31579.40136	37195.19531	27998.11757	23777.44744	29065.1898	31566.34571	43955.29603	38293.66811	41655.17648	46160.25789	35355.68992	30458.45513	27102.01286	37720.33347	30508.143	28152.32605	18165.15769	17390.07049	20622.0022	18587.18575	15385.60441	17923.32829	37264.94908	39164.75921	43338.37318	45960.95313	26987.85222	37640.76276	40140.25985	35723.28815	39849.38792	36123.69725	42221.03369	43557.69547	42161.07939	37211.22592	33994.17539	38469.26922	45384.40777	44607.99429	44018.05796	49240.62604	37430.0544	42762.88935	39192.62807	44825.39044	42806.84547	43546.32345	43633.77897	35435.53311	37203.3436	40488.36799	40473.19722	27548.0692	48550.16426	39507.32692	40218.65067	39502.11959	45241.33472	43743.47477	26812.47153	36293.05967	40959.82834	33531.16843	40400.91299	37298.10955	41587.85788	43811.74889	42198.17107	37432.32533	32400.70991	35157.88607	46601.11413	39866.61407	43380.27805	48657.70205	38276.86532	40744.94998	40529.34061	43780.58288	44595.64329	44361.06458	43290.85451	37076.37413	37482.95814	40281.52742	44718.91687	30201.23151	46496.53068	42155.14053	24694.15859	20397.57796	29832.08769	38812.5865	27676.56124	28031.63138	28237.76155	27463.65899	24202.91891	29792.49012	31509.81205	35102.57872	35295.64925	28809.71776	30985.49471	27786.05727	30567.64732	39862.82044	30993.94986	36194.90855	33495.01714	23619.31335	26405.14364	31045.31913	27763.80556	29063.75124	31989.55712	26773.7609	27722.78467	27309.9752	48131.05772	30410.64871	36789.5835	30577.08391	25778.24765	20179.7066	30680.55209	36415.29732	27616.17727	27862.43788	30562.44176	28944.70757	24260.29625	31721.69816	32862.98062	34571.26906	32061.71521	31875.83843	28957.74986	23891.17232	34088.47441	41598.37302	35706.18175	33146.01533	33836.17808	21851.53231	28770.16661	29953.29551	27925.53153	32409.56745	29939.157	28717.02543	30609.92886	30989.68055	44028.06014	28837.96475	34905.57002	30426.21432	18155.95137	18525.81704
120	150	24929.27208	34627.6389	44101.586	57394.28619	54159.81935	49367.86722	62627.93731	41554.23523	43688.14122	39847.61575	40406.31975	40925.24623	37848.4151	47677.16572	51785.47806	41966.87326	46686.79492	38342.63144	30116.31419	32997.94893	41972.97659	57074.14318	51638.50734	53857.27013	60413.83203	46555.85695	38788.99301	33909.98349	51488.24308	38766.49496	34997.17683	21822.32031	21469.5518	26893.74305	23418.95967	20942.20407	22672.7838	50502.02729	49057.39928	56313.14949	60239.2533	39162.58909	48745.76203	53576.82256	47541.31662	50001.57658	47806.23978	54202.45636	56604.03506	55231.16599	49583.88259	43759.4499	50660.6326	58138.62722	58489.06458	57267.09883	66228.05711	49524.70615	54487.68351	51704.9188	57865.92102	56161.08408	56510.50733	56517.50559	47708.06582	48355.89805	52954.04241	50461.96763	35739.74165	58231.03362	50278.85029	53267.92422	51005.85766	58193.98976	56026.28318	35158.07352	47148.05797	54240.97632	44098.09671	51576.04338	48691.29481	53495.31476	56456.88231	52883.30401	48570.67744	42682.60473	47067.3878	59261.84137	51924.96305	56564.78525	62953.01695	50766.20529	53713.01501	52952.69273	56968.56733	55232.31127	58497.05266	55768.50724	49167.47001	47908.49846	52795.61604	56573.01384	38985.18578	58514.55706	53187.04399	34647.30002	25967.36247	39223.79212	51503.82684	39176.06165	36432.47535	38183.88256	36705.61354	30816.84972	39771.80142	40456.33914	46668.78446	47217.24284	38218.50467	39792.73459	36730.43694	39329.60553	53850.97297	38574.34085	48563.29527	44157.13671	30432.86522	35276.23571	41092.41043	36261.13202	37812.83631	41941.84353	35991.96134	36452.43533	36642.9856	58763.64286	41262.95573	45272.78705	40452.34499	34453.09143	28493.23027	40103.29342	47505.25172	34555.53317	36533.57238	40220.53728	38549.08588	31173.52972	41485.17738	42937.97461	44981.12507	41185.34387	42245.7021	41341.31082	31384.73438	43301.89481	53763.87411	46271.55369	43007.28294	45038.31682	28709.03525	38208.90362	39276.18294	34914.53201	42953.33379	38969.7882	38059.93178	40836.24959	40958.49594	57951.76458	37030.93559	45177.6829	39451.98526	24089.85494	24167.56593
150	180	24880.72574	34659.21077	45762.79486	59773.18522	56803.63839	51790.98366	64686.31375	46375.44197	46734.78212	40326.97643	41705.35115	44052.14869	39504.73477	50267.22827	56296.80147	43524.10117	51199.67188	36955.98559	30302.8255	35205.42582	44563.72015	59955.7461	54611.76446	56364.14934	63141.27013	46182.39449	42000.42031	36456.82912	55746.9606	42063.22572	35864.26619	19423.13999	22999.03039	27838.60232	24721.29166	22217.67959	25348.06138	54871.41581	49175.33547	60468.92475	62483.89729	38889.48818	52386.48065	55600.60853	50288.93307	53030.44039	50206.74654	57663.28057	59225.39333	56157.87614	52704.95441	46189.27612	51990.6827	59775.55918	61129.42637	60014.60088	65840.20519	52085.85426	56921.85312	53274.78125	60638.55053	58028.03874	59561.29745	58807.29095	50377.21479	50543.18717	55199.75863	54786.69342	40128.38896	60321.97605	52347.6457	54944.32508	53995.98364	61732.04528	60880.48595	39281.3942	50020.71448	57092.1717	47750.44215	55258.29547	52485.73075	54852.75831	60222.99032	56031.86311	52172.63398	43512.55694	49426.76516	61610.48064	55773.78578	58629.99474	65843.4586	53596.96252	55298.91657	55887.18619	60341.95089	59764.99166	61518.00366	57848.30593	52214.28478	51330.59126	54918.57886	61287.69606	37618.08606	64239.26625	55527.76165	37796.47375	26546.74775	43148.08463	54969.15053	40881.94993	40009.25422	40509.72731	39700.69615	30811.0617	42228.30107	42996.5521	49294.20124	47872.96871	41549.58829	43337.96009	39179.63707	41569.21514	56985.98746	42334.4797	49869.95676	47120.63649	32525.18471	37413.31794	43064.45516	36003.881	40494.81797	44180.8247	38463.55309	39204.13259	38649.00262	62774.74432	43124.32599	49351.83311	42811.87807	36188.9591	30426.13564	41908.28873	51359.98322	39641.88085	39395.19919	42940.26351	41857.503	34621.36788	45669.74959	43888.68929	48757.86665	43696.73233	44103.44353	40807.39665	34694.77836	46931.63776	57379.08361	48438.79074	46033.36274	47514.70518	30590.04147	41031.18001	41541.011	37972.56548	45525.5631	41951.2316	40612.46523	42602.14899	42818.70956	63325.66077	37870.39984	49530.35494	41846.65673	25651.42295	25752.05426
180	240	25279.3647	34327.54315	46087.0388	58970.0297	57121.30914	53508.61944	65682.75401	47810.74358	47389.10133	39669.83418	41747.6194	44430.70896	40523.45022	48774.67768	55908.2517	43177.91723	42772.77344	33401.247	28679.96666	35085.77309	44808.99122	59423.34749	55364.45787	56208.01161	64905.60244	50005.1843	42239.80568	39278.02808	54971.75706	40830.21968	33683.43907	16549.10368	22365.71302	26150.26566	25395.7235	22498.03208	24652.9494	54580.47474	50634.82591	58807.1156	60773.34794	40886.34357	52658.35219	55202.77523	50122.241	51849.56481	49652.32178	56805.1405	58047.2839	56899.53201	52090.54745	45232.38822	51842.88145	59328.73015	57346.36817	57804.28339	66554.93941	51709.82149	57447.82422	53777.65053	59511.37441	55959.30867	58910.63189	58136.8827	50487.40919	50576.50215	54420.75462	55652.67904	41183.53545	60517.55706	52328.18852	56008.41745	53043.95146	59460.14769	59729.27695	39056.92091	50749.73119	56461.10193	48024.52513	52605.15756	51467.22485	54312.23145	59698.21921	54194.58261	51778.31899	44800.23766	48866.23858	58424.66483	53189.83869	57055.25046	64508.23223	52005.57852	54967.02118	53654.32989	59101.9235	57502.12211	60597.40334	57526.24825	51735.94263	50301.99011	54126.18896	57793.80478	40791.98073	60133.30607	53640.52567	37607.46569	27509.1664	42663.6688	53338.71159	42036.07553	40890.14132	40471.22465	40391.23122	32365.10033	41901.72228	43523.11726	48443.84736	48482.83837	41435.33904	43385.62273	37553.13614	43021.07141	55788.25305	42667.11491	49960.93488	47456.87036	31101.95208	37604.70445	43021.71178	36533.84777	41545.87897	43632.51684	39003.3951	39077.00389	38791.86948	63771.71381	45080.30813	49077.20851	42825.10195	36219.97106	30718.3845	41468.822	50771.65018	40207.4081	39551.96607	41994.97275	41160.20838	32403.7792	44786.465	44505.60827	48536.02765	43195.33688	44128.03468	42306.33916	34631.51684	44352.07905	56287.05707	46391.49409	46682.25932	47148.86471	30850.90164	40016.57155	41869.53951	37002.47439	45019.0511	41646.5777	40410.21863	42843.8622	42497.25684	60731.69356	39952.93834	47253.67487	42133.26336	25409.65482	25955.97732
240	300	24401.63829	34689.37434	44973.50577	56522.42893	55869.42034	50076.79341	63115.26428	47382.32495	45694.93729	39024.51348	40804.58135	42530.51515	42038.8702	47101.69778	53413.21585	42983.54319	44081.13672	32406.38725	28199.06558	36129.957	43837.8376	57191.22585	53310.39117	54949.92773	61618.159	49501.2762	41782.21866	41210.69746	52862.68022	39321.24028	32284.25215	15735.93376	23951.42583	26256.46383	25155.74143	22543.86527	24207.21557	52618.08566	48911.656	54672.05207	58383.69901	38602.48934	51546.9928	52897.40833	48988.72817	49326.4934	48266.29382	52926.93623	54953.92985	54026.46961	50431.5198	45450.75197	50021.79349	55651.46277	52414.72085	54779.75853	62838.43533	48923.70608	55232.31806	50879.0431	56426.59816	53936.0389	55549.88873	54853.41856	47912.00641	48595.56059	52400.74611	53235.20641	40628.39739	57909.40222	51203.20697	53221.19194	51752.92659	54964.786	56662.05531	38808.96389	48668.51083	53773.22846	46329.98223	50247.25386	50083.75691	51772.87258	55989.05024	52405.98647	49656.29611	43998.42434	47533.55709	54916.50223	50781.23161	53706.85656	61000.87333	49588.2146	52796.11719	51431.05473	56253.1006	56338.47175	56671.09249	54154.52614	49585.28348	48587.98519	51181.02932	55051.69958	39341.15249	58132.3946	51961.11746	36828.51259	27302.88466	42084.54598	52261.56915	41856.12234	40095.52868	39449.80427	40261.49009	30816.97669	41341.20399	42132.10589	46052.45758	47206.77329	40819.62239	43135.2509	37666.00745	42364.18371	52764.56189	42598.51537	47405.3564	44681.83299	31223.34412	36797.86093	41049.43626	35414.20001	40053.91069	42368.63771	37461.29364	38263.84029	37901.49999	61854.37971	46692.22105	47103.18915	42784.39971	35385.29956	31202.42567	39687.97235	48879.11051	39556.08116	39187.97133	41339.98219	41495.28237	33167.95963	43774.74316	43704.64085	46592.68698	42391.23617	44056.38229	41894.61648	33447.52831	42654.22648	54312.85196	45551.28576	44152.11743	44979.14153	30512.07856	38686.91686	40654.39005	36865.63789	42408.07687	40421.00499	39510.82169	41974.73012	40818.53239	58885.70084	39537.87265	46509.34198	41324.2782	25776.76927	26221.7303
300	360	23635.70987	35175.18119	43124.72927	52843.32811	53316.1602	47950.39172	60862.01838	46718.65112	44085.75477	35958.37388	39724.74956	41799.67741	40129.93917	43008.99638	53289.78396	40298.03152	45786.45312	29559.88819	26375.649	35500.45792	42115.3208	53325.74101	51890.7285	52008.84914	59270.16605	48336.97272	40482.1291	40992.24579	52364.02848	39024.42711	30862.98083	16233.04273	21254.17444	24601.80769	24641.52513	23127.12406	23917.7783	51579.52514	45075.52099	51026.61907	54724.67321	36973.23373	49190.41858	49904.46571	46599.21861	45556.61198	45127.69756	49674.91844	52102.56244	50381.77524	47564.73821	42428.13241	46139.04727	51745.46987	49422.5471	50775.48222	56075.87357	46012.71322	49554.18493	47687.02518	52571.48464	51797.15419	52301.40102	50843.13734	45295.14485	46137.4654	49660.36933	50059.47835	39851.95377	54018.82024	48499.59204	50972.41582	48000.72313	51489.15919	53621.60891	35714.84705	46835.51037	50695.0135	45100.80272	46723.71604	47008.16579	48244.38875	53169.24411	49492.78694	47272.79336	41405.20267	45292.29509	51258.00164	48121.27286	49232.32157	55448.22709	46488.55948	48730.42801	47874.69988	52631.97074	52887.26653	52463.87464	50709.90847	46442.8003	46487.27716	48228.57988	51798.89039	38147.42244	56199.83654	48727.05608	36322.03157	27251.9839	40014.50109	48259.60308	39927.37273	39301.07761	38215.55034	38979.62212	29569.86356	39542.96126	40621.13392	44776.06658	44412.02244	38980.27652	41810.72106	35816.6264	40425.69246	50187.06911	41149.20349	43581.94873	42924.30942	29564.9264	35795.1905	39219.6557	35103.78396	38975.44923	40019.60237	36506.29255	36856.7747	37120.02054	59035.64091	43209.38817	44111.78404	40754.36708	34878.84005	29831.02936	37607.07121	46362.57087	38745.74916	37939.13871	39706.59532	40363.59966	31073.40942	41425.03735	41956.40453	43488.19302	40123.41509	41565.1416	40731.47849	33373.37979	40487.04895	51452.65229	42462.4854	40657.10546	42310.97565	29454.70035	36728.48361	38959.90561	35434.62686	40690.41409	38491.21029	38010.22298	40581.32825	39186.09653	56537.47339	38224.54296	45844.00194	39440.43485	25372.03882	25580.91267
360	480	21356.11205	32792.57661	39938.03942	47433.79562	50158.32598	43189.23557	54755.81473	44389.32941	40126.66397	32604.23496	37039.19866	38798.0995	38619.02182	38851.377	49087.68706	38557.35739	42892.2793	27113.77788	23984.68566	31621.13656	39334.51636	47602.30983	48481.13168	45761.93833	54501.94046	45037.76224	37673.32476	38530.77883	46022.94444	37671.6939	27331.66039	14650.58921	21433.38469	21828.58653	23067.66738	20060.94957	23428.52384	45283.38292	42405.67254	45157.7592	48515.4619	36470.38966	44890.65034	44346.48845	42824.31248	40868.08142	40743.10676	45557.27489	46392.3733	45362.27149	43489.49626	40358.08752	40946.31234	45601.48447	44508.01697	44871.23208	50311.46318	41169.97517	45242.31211	42783.7913	46234.28702	46157.50938	46399.0321	45101.41772	40993.35101	42168.96586	43806.63508	45133.36373	37696.2711	48471.56266	44155.06283	45176.21099	43414.69342	45297.036	47952.51905	35151.12556	43277.88363	44889.35845	41294.39757	42922.85088	42569.70917	43851.10271	47736.22802	44924.32757	43344.28661	39335.30335	39937.47741	45090.2731	43557.55953	44267.21643	49248.75423	41403.20114	44530.4297	42876.35331	46590.6191	46980.06004	46434.65929	44619.50119	41772.27634	42629.64371	42546.47739	46290.90075	36768.9661	49290.38813	45292.41566	33873.28793	25998.46329	36953.41741	43526.17021	39449.85581	36559.43731	35667.86755	36190.60886	28287.23558	36193.64677	38572.09666	39720.57685	41354.61818	36891.41267	39985.65547	32240.57261	36813.10225	46120.14345	37470.72024	39038.65249	39101.9491	28341.80492	33642.79151	35780.71837	33025.2032	36309.60943	36973.26375	34231.18679	34490.5873	34377.00295	53570.1016	41301.035	41237.74282	38633.06963	32198.77627	28241.9807	35010.10354	42347.95205	38240.50499	35306.81118	36387.7389	37276.49112	30250.62117	38585.68503	38224.52527	40059.64228	38025.58876	38880.7445	37697.85388	30545.10803	36511.92841	46630.07347	38908.86059	37845.98243	38538.58199	28318.00561	34455.691	35791.3568	33321.40782	37725.74465	35562.96335	35281.02901	37693.9287	35552.95708	51490.54089	36820.85182	41274.47039	37832.09058	24755.051	25090.14443
