region	acq	desc	success	VT	VT-se	AIC	BIC	RSS	reduced_chisq
ACC	acq	NA	TRUE	2.3832577236376165	0.013534243766556337	48.18856549504871	49.64328544441271	23.635347682566167	2.3635347682566166
Amygdala	acq	NA	TRUE	1.93574277876045	0.011376298673260978	49.3455612228038	50.8002811721678	26.027656527570475	2.6027656527570473
Caudate	acq	NA	TRUE	1.8359136253837576	0.008246818948211644	40.73148661579919	42.18620656516319	12.696420898054331	1.269642089805433
Frontal	acq	NA	TRUE	2.3880486975793747	0.013503131450901222	47.57632561271016	49.031045562074155	22.459717794737436	2.2459717794737437
Hippocampus	acq	NA	TRUE	1.9459757264455086	0.008505156271698221	40.771097479203426	42.225817428567424	12.738399826998021	1.2738399826998021
Insula	acq	NA	TRUE	2.556135022504704	0.014682851881426876	48.91624645488626	50.37096640425027	25.112945109901556	2.5112945109901554
Occipital	acq	NA	TRUE	2.501640039770862	0.013826328619430013	47.11918564528972	48.57390559465372	21.62020701123139	2.162020701123139
PCC	acq	NA	TRUE	2.4645548474859016	0.013337298248184828	46.85963765480763	48.31435760417163	21.15760442064114	2.115760442064114
Parietal	acq	NA	TRUE	2.3216402583184457	0.014728778911381076	48.6562158450893	50.1109357944533	24.574620837777978	2.4574620837777976
Putamen	acq	NA	TRUE	2.4193108085814545	0.007274227194868957	39.17167014739486	40.62639009675887	11.148839692016779	1.1148839692016779
Temporal	acq	NA	TRUE	2.4828377198346394	0.01348376359047555	46.72513893465902	48.17985888402302	20.92178919821514	2.092178919821514
Thalamus	acq	NA	TRUE	2.0707468968635094	0.005228268947752072	34.14451591924407	35.599235868608076	7.333155467632609	0.7333155467632608
