index	name	volume-mm3
203	parasubiculum	56.0
211	HATA	52.0
212	fimbria	71.0
215	hippocampal_fissure	139.0
226	HP_tail	683.0
233	presubiculum-head	131.0
234	presubiculum-body	152.0
235	subiculum-head	172.0
236	subiculum-body	252.0
237	CA1-head	564.0
238	CA1-body	123.0
239	CA3-head	95.0
240	CA3-body	91.0
241	CA4-head	129.0
242	CA4-body	120.0
243	GC-ML-DG-head	147.0
244	GC-ML-DG-body	133.0
245	molecular_layer_HP-head	298.0
246	molecular_layer_HP-body	210.0
7001	Lateral-nucleus	669.0
7003	Basal-nucleus	421.0
7005	Central-nucleus	19.0
7006	Medial-nucleus	4.0
7007	Cortical-nucleus	18.0
7008	Accessory-Basal-nucleus	226.0
7009	Corticoamygdaloid-transitio	146.0
7010	Anterior-amygdaloid-area-AAA	29.0
7015	Paralaminar-nucleus	31.0
