frame_start	frame_end	Left-AV	Left-CeM	Left-CL	Left-CM	Left-LD	Left-LGN	Left-LP	Left-L-Sg	Left-MDl	Left-MDm	Left-MGN	Left-MV(Re)	Left-Pf	Left-PuA	Left-PuI	Left-PuL	Left-PuM	Left-VA	Left-VAmc	Left-VLa	Left-VLp	Left-VM	Left-VPL	Right-AV	Right-CeM	Right-CL	Right-CM	Right-LD	Right-LGN	Right-LP	Right-L-Sg	Right-MDl	Right-MDm	Right-MGN	Right-MV(Re)	Right-Pc	Right-Pf	Right-PuA	Right-PuI	Right-PuL	Right-PuM	Right-VA	Right-VAmc	Right-VLa	Right-VLp	Right-VM	Right-VPL
0	30	182.44292	211.5569	346.68935	186.00932	410.78345	187.98124	333.79438	81.11047	369.50083	281.76992	63.28633	267.63491	130.48125	259.93978	199.3012	228.45413	240.79887	196.05809	320.2338	387.56008	346.66044	87.84663	145.58938	103.71785	154.93829	72.08285	97.62359	224.24018	68.98624	188.12542	77.4476	196.42704	159.35213	144.42956	165.79853	200.74199	80.3513	115.65449	66.20483	105.23384	125.02405	295.72662	189.34362	234.29844	188.2764	78.49908	110.47184
30	60	4822.67479	4488.39302	6608.84075	3844.02949	6404.60232	6343.48741	6767.2416	4372.59834	5041.67012	5259.09028	5671.98024	4924.5745	4160.42547	5534.83756	6018.89057	4542.83403	5121.36914	3891.04342	5394.13965	4308.48608	4181.04872	4665.43298	4617.00738	4362.58356	4146.76818	3721.3002	3655.82111	6209.2395	5366.25301	6134.3667	4711.77063	6148.31394	6269.0324	5853.02329	4533.33984	4797.64844	3927.29711	5675.7226	4865.53498	5605.66549	5094.92052	3028.82027	4229.82139	4247.39349	4464.33025	4325.59277	4500.43797
60	90	17620.22354	14268.13638	19775.07369	17099.7163	21006.34766	19062.26195	22062.90313	13563.98419	19957.72475	17915.01473	18736.31442	12770.37207	13531.61918	21666.68968	15962.55069	17599.25203	16014.54099	14021.02388	12406.75863	15987.16911	16961.73606	12602.93066	16417.93386	18344.93591	20618.30743	16930.56699	16761.51793	17720.09238	17209.19585	19198.96558	13935.15837	19797.07091	18129.7078	15328.95314	22313.46199	18809.37891	15505.47499	21924.98539	16370.22039	19044.11243	16523.5716	15576.09206	21788.70332	15431.21047	16297.10198	9307.92383	16119.00166
90	120	32333.70639	30481.91007	36133.74384	33392.22354	35855.29863	34135.65091	38573.68782	23490.12788	38119.91686	36030.95994	25614.15403	27489.95996	28169.07995	37458.02572	28815.03552	30823.84307	29366.97058	28574.39401	28181.48796	29518.25924	33063.27917	27083.36035	30096.48682	29800.27067	27943.10066	31190.54297	31878.60913	41008.21875	29224.4495	38154.55584	24182.27271	40711.74342	36800.21431	28525.61869	27057.27284	33173.41016	29381.02495	34574.30981	27820.80243	30835.21853	26949.70288	23349.21284	27182.54141	28643.46057	32015.83748	23423.53418	30254.32499
120	150	47783.29294	43785.08701	54603.73708	50543.90615	42916.02617	46230.07232	45092.96597	39705.3045	52447.89517	48797.61436	43165.92461	38734.89388	40181.52565	53790.09287	45106.16284	49896.11613	41638.23988	40509.10727	41514.85742	44268.65353	46487.26312	33706.75293	46336.79907	45859.80462	47901.30344	46323.99922	49632.81383	44669.51719	40015.27067	47703.53245	40573.82731	57734.6077	53077.64169	43886.10958	40282.07392	57513.95312	43483.85902	52570.51764	44161.36775	47464.16341	42121.45054	38730.79042	44851.72578	43501.80885	47565.67701	35578.09863	44418.45664
150	180	54924.87597	52993.88462	60897.31641	57820.60516	41827.46855	47634.62799	46057.52199	42654.39639	63314.12417	57150.75062	49080.41376	45840.0918	44824.59505	59417.537	50503.92805	54593.84624	45257.70081	42914.9454	48382.10612	48314.58493	52414.38561	38128.50391	53786.23123	51189.23001	56339.39181	46343.73906	57993.1585	50381.45117	45912.97466	52334.88752	42421.29655	62014.37718	58171.02183	49317.29456	48267.15775	62184.19922	49020.96267	59684.89771	50150.85339	52225.71061	47976.19723	44384.89373	51278.2207	49309.40632	51743.81462	36903.43359	49021.66659
180	240	46526.24858	51526.02814	54368.814	50367.18352	48011.76973	44701.03875	54254.09729	41457.77883	56996.35939	51367.90122	43066.75273	50894.57878	44578.24826	52507.68938	45372.07119	48138.96173	44393.56895	43518.84667	51475.43099	48304.25426	49648.43943	37066.48535	46445.54643	42912.72751	48146.79704	46489.44375	53793.63395	51623.46484	44727.80865	54583.46022	42079.63249	57196.19149	52870.02787	41368.97542	50125.20883	49118.17188	50318.19496	56026.9683	45357.67501	48320.75481	46144.96701	41042.11893	50682.30547	44416.84101	48455.6945	38239.89355	46148.20429
240	300	51904.54064	51998.34398	57054.52524	59136.88888	45225.27148	46998.92858	49993.38837	39941.69048	61635.93768	54737.35708	42818.37318	47157.92904	50049.39735	58897.94846	44505.8882	50225.98296	44690.45082	44272.62866	49913.44466	49572.33642	52478.62898	40335.54297	50325.65027	50005.87275	50916.8262	47969.64375	56090.58862	46661.97891	48037.44862	51796.54034	41500.61393	60076.59269	55032.06532	43679.24976	45578.17488	57662.39062	49853.36004	57917.88641	47314.46939	50828.65724	45869.87737	43240.27901	47868.98633	49220.41069	53519.76923	38749.49121	51625.7193
300	360	46678.74183	48747.72266	52137.15835	50638.21929	39894.84727	43457.33788	45272.9199	36248.11626	56480.20502	49681.78487	43044.71939	45456.59212	42420.7178	53990.62891	42495.49478	47312.95092	40219.08188	44595.14527	50420.29883	48181.05851	48869.28395	38706.66992	47211.52237	45585.93986	52822.902	41559.69219	56087.72055	44091.70469	42325.19308	48715.97106	39824.88721	61243.5805	53801.95639	42245.0811	49258.122	59618.01562	50305.85338	59125.25834	45766.37674	49313.35331	42395.18249	40873.48313	53426.94805	46173.34068	50639.6639	36553.16211	49387.33673
360	480	40825.13468	46015.55072	45083.36839	51427.22298	33774.87705	39486.86784	36777.68939	34564.69643	52438.57226	44012.6187	38774.50857	40514.07617	40659.40052	50786.08172	39916.31483	41993.92486	37243.00315	40761.91885	45550.72852	44308.55832	44929.6855	33037.4668	44826.23938	38399.82485	43428.51749	36662.37773	49703.446	34564.87344	40163.14464	38370.43573	37083.74561	52873.40845	45695.51009	38702.02384	38861.48708	51065.46484	43424.67063	50328.53603	41729.17895	43713.59593	38168.70402	37823.73267	42933.13945	44284.03261	46221.7476	34348.07031	44834.485
