index	name	volume-mm3
203	parasubiculum	40.0
211	HATA	20.0
212	fimbria	96.0
215	hippocampal_fissure	150.0
226	HP_tail	1.0
233	presubiculum-head	97.0
234	presubiculum-body	57.0
235	subiculum-head	145.0
236	subiculum-body	112.0
237	CA1-head	383.0
238	CA1-body	100.0
239	CA3-head	63.0
240	CA3-body	64.0
241	CA4-head	82.0
242	CA4-body	69.0
243	GC-ML-DG-head	83.0
244	GC-ML-DG-body	78.0
245	molecular_layer_HP-head	201.0
246	molecular_layer_HP-body	117.0
7001	Lateral-nucleus	443.0
7003	Basal-nucleus	272.0
7005	Central-nucleus	5.0
7007	Cortical-nucleus	7.0
7008	Accessory-Basal-nucleus	119.0
7009	Corticoamygdaloid-transitio	99.0
7010	Anterior-amygdaloid-area-AAA	23.0
7015	Paralaminar-nucleus	20.0
