pet	frame_start	frame_end	frame_dur	frame_mid	TAC	weights
sub-15_ses-retest	0	30	30	15	0.7265407443000903	0.5333059206640277
sub-15_ses-retest	30	60	30	45	7.81482859273477	0.7122193973732712
sub-15_ses-retest	60	90	30	75	17.942927994905077	0.8420317114547015
sub-15_ses-retest	90	120	30	105	27.327570655140143	0.9288552799532955
sub-15_ses-retest	120	150	30	135	34.836713522828006	0.9856235760494052
sub-15_ses-retest	150	180	30	165	35.77833195766642	0.9882040303074445
sub-15_ses-retest	180	240	60	210	34.76146301298692	1.1893043874151625
sub-15_ses-retest	240	300	60	270	32.70383463965233	1.1551891278548734
sub-15_ses-retest	300	360	60	330	30.575164674822535	1.1205572313454255
sub-15_ses-retest	360	480	120	420	28.676544452321288	1.344059263712187
sub-15_ses-retest	480	600	120	540	26.996951842735182	1.288741260461324
sub-15_ses-retest	600	900	300	750	25.05784568959795	1.6528218460166584
sub-15_ses-retest	900	1200	300	1050	22.467044877737507	1.4966944538061797
sub-15_ses-retest	1200	1500	300	1350	20.2535965134834	1.3633592539474475
sub-15_ses-retest	1500	1800	300	1650	18.329161197428963	1.2486116092213686
sub-15_ses-retest	1800	2100	300	1950	16.76850275613957	1.1521182786076802
sub-15_ses-retest	2100	2400	300	2250	15.32968732827626	1.0671196547482489
sub-15_ses-retest	2400	2700	300	2550	14.278951806672918	0.9975291513546779
sub-15_ses-retest	2700	3000	300	2850	13.295712943994271	0.935753520090715
sub-15_ses-retest	3000	3300	300	3150	12.36256374745794	0.8806932504146057
sub-15_ses-retest	3300	3600	300	3450	11.598137077539596	0.8336178494044917
sub-15_ses-retest	3600	3900	300	3750	10.927753926141792	0.7924598193721076
sub-15_ses-retest	3900	4200	300	4050	10.318595724647611	0.7560917923995447
sub-15_ses-retest	4200	4500	300	4350	9.715607069959772	0.7232449521229265
sub-15_ses-retest	4500	4800	300	4650	9.195323006792329	0.6945900555849446
sub-15_ses-retest	4800	5100	300	4950	8.797649275583842	0.6701510584747836
sub-15_ses-retest	5100	5400	300	5250	8.31864094025549	0.6470522678425017
