index	name	volume-mm3
8103	Left-AV	147.0
8104	Left-CeM	100.0
8105	Left-CL	10.0
8106	Left-CM	233.0
8108	Left-LD	18.0
8109	Left-LGN	237.0
8110	Left-LP	125.0
8111	Left-L-Sg	16.0
8112	Left-MDl	247.0
8113	Left-MDm	815.0
8115	Left-MGN	86.0
8116	Left-MV(Re)	12.0
8118	Left-Pf	48.0
8120	Left-PuA	228.0
8121	Left-PuI	172.0
8122	Left-PuL	160.0
8123	Left-PuM	1033.0
8126	Left-VA	430.0
8127	Left-VAmc	6.0
8128	Left-VLa	645.0
8129	Left-VLp	929.0
8130	Left-VM	3.0
8133	Left-VPL	860.0
8203	Right-AV	150.0
8204	Right-CeM	80.0
8205	Right-CL	13.0
8206	Right-CM	221.0
8208	Right-LD	24.0
8209	Right-LGN	236.0
8210	Right-LP	121.0
8211	Right-L-Sg	15.0
8212	Right-MDl	233.0
8213	Right-MDm	817.0
8215	Right-MGN	83.0
8216	Right-MV(Re)	14.0
8217	Right-Pc	2.0
8218	Right-Pf	38.0
8220	Right-PuA	216.0
8221	Right-PuI	165.0
8222	Right-PuL	149.0
8223	Right-PuM	1031.0
8226	Right-VA	377.0
8227	Right-VAmc	7.0
8228	Right-VLa	610.0
8229	Right-VLp	884.0
8230	Right-VM	5.0
8233	Right-VPL	800.0
