frame_start	frame_end	Left-AV	Left-CeM	Left-CL	Left-CM	Left-LD	Left-LGN	Left-LP	Left-L-Sg	Left-MDl	Left-MDm	Left-MGN	Left-MV(Re)	Left-Pf	Left-PuA	Left-PuI	Left-PuL	Left-PuM	Left-VA	Left-VAmc	Left-VLa	Left-VLp	Left-VM	Left-VPL	Right-AV	Right-CeM	Right-CL	Right-CM	Right-LD	Right-LGN	Right-LP	Right-L-Sg	Right-MDl	Right-MDm	Right-MGN	Right-MV(Re)	Right-Pc	Right-Pf	Right-PuA	Right-PuI	Right-PuL	Right-PuM	Right-VA	Right-VAmc	Right-VLa	Right-VLp	Right-VM	Right-VPL
0	30	936.0106	674.67203	1250.94427	457.59691	1386.93786	965.15558	1060.04757	767.21336	936.19766	863.91541	1177.87562	507.12422	812.71906	462.74326	664.1664	464.92556	461.60192	677.1286	515.11802	679.93689	653.70467	580.87335	555.85331	609.68237	840.15444	1268.97041	834.93579	1581.27335	619.92917	1344.12661	1128.00862	1407.54344	1043.3975	1083.28113	1007.85913	1154.72733	520.89376	965.2403	889.05385	714.94455	790.10041	596.52684	1153.63128	1152.05136	1216.63801	759.9826	972.77434
30	60	9892.04695	9018.67033	14567.36982	9253.78348	12258.02192	8168.76682	9437.69097	9053.05411	12437.6715	11199.37149	9828.17772	7209.22542	9944.92752	10443.96817	7372.01938	9640.07286	7963.92409	6924.29806	6694.61613	8829.69145	10483.08467	6489.45117	9525.94302	10428.83645	8453.67106	11282.75413	9949.28618	10520.54586	7844.53385	9425.30466	8308.99603	11182.41001	10852.23021	9068.28327	6568.9413	11223.88818	9065.30575	10210.48509	8036.99797	9827.47879	8756.43604	8641.59077	6862.01228	9326.21744	9909.9575	6521.29482	9093.79647
60	90	23985.31777	19874.47043	25761.14375	22354.31433	20010.90354	19941.88946	19087.09538	17438.16925	25702.85373	25033.06764	21717.04842	15358.46436	18161.82617	21503.52782	19459.16331	19806.88477	18698.50916	17578.17205	17445.95443	21237.85835	22376.14588	15682.11035	19699.4931	21826.6149	17697.97142	25146.35622	21611.43504	22211.07707	22026.8263	20749.67137	23724.85085	27799.33701	26251.44216	24644.95389	15584.63525	22379.45996	19482.46932	23938.97368	20641.07124	19452.94109	19509.32528	15270.54773	16592.14453	20880.67258	24279.51315	14595.40801	21377.12491
90	120	34092.56286	32343.76842	42115.51055	38102.04291	36577.82899	29924.90958	31126.88592	26898.08887	40766.44622	38253.83325	32518.69624	30677.24495	33180.8422	35306.55214	27403.29173	29813.77877	27445.65934	27228.41564	28462.45345	33043.26864	35219.57694	20976.40365	31418.43014	30739.07158	33661.27749	39251.31986	35199.90636	34387.42757	30870.86595	32972.93435	27559.1987	41183.95872	39428.43292	34851.78101	30210.66657	37123.26562	29906.14494	38191.51531	29772.04677	31796.76506	29421.35502	28025.69389	30786.69141	31164.15867	35238.5719	26335.86328	34081.45697
120	150	40523.97517	35680.30213	49821.40547	43859.0008	42967.80556	31726.51505	39974.93158	34258.9292	51462.56432	45823.26431	39001.78775	33443.1027	41818.18986	46673.47738	35821.70046	39007.77631	34715.29388	32034.74251	32889.63444	37738.18061	44361.81484	34147.51172	42323.37458	41674.77643	39002.35615	43914.05829	42107.08945	38165.13452	38543.71879	39606.38599	27927.59466	46088.01071	43440.31696	38550.60264	37027.15011	43225.67188	36392.41098	43463.23977	33714.59223	36991.45315	34388.63591	33408.39651	36730.30413	38291.25246	42965.33805	32694.0168	42851.07701
150	180	43272.72784	39717.71531	48410.99062	44642.42134	35708.26031	37170.35462	40363.67342	36020.5033	50488.46271	47699.54649	42502.79529	31948.68896	44722.2028	48037.8004	41104.94331	42254.87797	35497.07743	35569.89324	32851.46484	40885.73467	45855.14389	32243.89518	43865.08646	42109.27667	40207.75977	46850.22837	49750.46712	38398.29183	33325.37389	39213.19433	34102.07878	53341.61543	50091.68115	36834.52756	34042.3517	47428.51172	46278.27652	48296.30987	37236.67449	38833.34573	37165.98745	34773.31149	38071.28627	41953.61896	46162.7442	30817.12578	43791.75381
180	240	38904.23965	42015.31883	46049.48125	44411.36333	36313.72949	32965.54047	34926.60137	32317.55383	48866.8211	45319.25247	37027.2014	36444.04053	44384.05859	47432.9542	35505.75534	38215.85137	33651.93354	34730.09504	36313.44336	40367.23763	42874.71147	30176.51758	41891.36419	37028.89353	39379.47866	41645.32181	46545.06126	34019.54858	33523.54473	34441.13914	33022.61732	50634.52825	46508.53098	37833.62133	34103.1536	49028.72852	39171.46978	47044.18932	35334.34486	38562.00645	33007.74085	32829.65949	36366.74191	39509.18955	44637.6821	31538.99961	44643.3358
240	300	36804.07006	37732.26137	44458.99727	42788.43661	31518.72179	32611.14306	32025.64481	33585.90894	48215.87905	43928.33134	38074.82749	34552.2819	38992.64213	44971.62106	35870.88418	37210.31382	33007.18135	33192.18269	35425.81055	38543.35078	42929.73416	30533.31706	39875.36793	37358.40863	36077.39866	41284.77885	43597.76849	35216.58773	32871.74072	36542.83193	33475.31055	47093.14135	43169.51322	37486.69343	33712.79827	41741.91211	39236.30664	45191.44545	37554.93268	40187.98601	33179.84235	33968.99073	33317.26367	38401.29284	43008.93095	32305.84961	44149.09354
300	360	33495.87989	38393.68004	41038.21406	41744.66007	30404.93978	31242.73624	30632.367	30276.32373	45736.52007	41413.68684	33507.05071	37002.21517	40664.72432	42649.22435	31608.08547	32751.05837	30179.97539	31240.25688	37139.7181	37879.79539	41156.79231	27601.30599	37084.69793	31163.15643	35559.34907	37200.39694	41022.51464	31549.43148	30013.74148	32342.21341	29249.65859	44671.39099	41236.04925	33984.67703	34281.9594	43491.99023	39317.25642	39295.98893	32557.81825	34448.55469	27909.20256	30214.62947	34568.97126	34770.53162	39338.64174	29204.0125	39276.87834
360	480	32069.89494	32713.9183	35080.28555	37624.86902	26351.58539	29938.4076	28225.35991	26857.6438	38873.24827	36147.64284	31431.20235	30874.82715	33174.8031	36762.44745	30942.9958	31656.87084	26984.77869	29675.88606	30656.24219	32655.69714	35046.45655	27734.66992	34773.10576	31896.77668	31328.11025	34945.37395	37372.30087	28437.94173	28690.48975	29748.42455	28097.17617	40537.39762	37022.30238	31357.58438	28974.44545	37249.31445	33182.64176	38365.77665	31200.59324	33571.16042	27856.60015	29141.72669	29142.87807	34094.29316	37374.18041	27820.24648	36674.52719
