index	name	volume-mm3
203	parasubiculum	65.0
211	HATA	62.0
212	fimbria	74.0
215	hippocampal_fissure	87.0
226	HP_tail	674.0
233	presubiculum-head	129.0
234	presubiculum-body	162.0
235	subiculum-head	181.0
236	subiculum-body	212.0
237	CA1-head	530.0
238	CA1-body	112.0
239	CA3-head	102.0
240	CA3-body	93.0
241	CA4-head	127.0
242	CA4-body	113.0
243	GC-ML-DG-head	156.0
244	GC-ML-DG-body	128.0
245	molecular_layer_HP-head	287.0
246	molecular_layer_HP-body	194.0
7001	Lateral-nucleus	639.0
7003	Basal-nucleus	428.0
7005	Central-nucleus	39.0
7006	Medial-nucleus	12.0
7007	Cortical-nucleus	27.0
7008	Accessory-Basal-nucleus	266.0
7009	Corticoamygdaloid-transitio	185.0
7010	Anterior-amygdaloid-area-AAA	29.0
7015	Paralaminar-nucleus	40.0
