index	name	volume-mm3
203	parasubiculum	81.0
211	HATA	53.0
212	fimbria	94.0
215	hippocampal_fissure	60.0
226	HP_tail	490.0
233	presubiculum-head	132.0
234	presubiculum-body	142.0
235	subiculum-head	168.0
236	subiculum-body	202.0
237	CA1-head	490.0
238	CA1-body	74.0
239	CA3-head	94.0
240	CA3-body	47.0
241	CA4-head	106.0
242	CA4-body	95.0
243	GC-ML-DG-head	128.0
244	GC-ML-DG-body	118.0
245	molecular_layer_HP-head	253.0
246	molecular_layer_HP-body	152.0
7001	Lateral-nucleus	686.0
7003	Basal-nucleus	431.0
7005	Central-nucleus	53.0
7006	Medial-nucleus	2.0
7007	Cortical-nucleus	13.0
7008	Accessory-Basal-nucleus	262.0
7009	Corticoamygdaloid-transitio	148.0
7010	Anterior-amygdaloid-area-AAA	31.0
7015	Paralaminar-nucleus	32.0
