index	name	volume-mm3
8103	Left-AV	112.0
8104	Left-CeM	80.0
8105	Left-CL	9.0
8106	Left-CM	285.0
8108	Left-LD	18.0
8109	Left-LGN	277.0
8110	Left-LP	116.0
8111	Left-L-Sg	23.0
8112	Left-MDl	237.0
8113	Left-MDm	728.0
8115	Left-MGN	77.0
8116	Left-MV(Re)	11.0
8118	Left-Pf	57.0
8120	Left-PuA	232.0
8121	Left-PuI	241.0
8122	Left-PuL	219.0
8123	Left-PuM	1123.0
8126	Left-VA	385.0
8127	Left-VAmc	4.0
8128	Left-VLa	624.0
8129	Left-VLp	1011.0
8130	Left-VM	7.0
8133	Left-VPL	1182.0
8203	Right-AV	116.0
8204	Right-CeM	66.0
8205	Right-CL	8.0
8206	Right-CM	260.0
8208	Right-LD	24.0
8209	Right-LGN	218.0
8210	Right-LP	121.0
8211	Right-L-Sg	9.0
8212	Right-MDl	230.0
8213	Right-MDm	734.0
8215	Right-MGN	97.0
8216	Right-MV(Re)	3.0
8218	Right-Pf	52.0
8220	Right-PuA	190.0
8221	Right-PuI	198.0
8222	Right-PuL	155.0
8223	Right-PuM	1019.0
8226	Right-VA	402.0
8227	Right-VAmc	8.0
8228	Right-VLa	620.0
8229	Right-VLp	948.0
8230	Right-VM	3.0
8233	Right-VPL	983.0
