frame_start	frame_end	parasubiculum	HATA	fimbria	hippocampal_fissure	HP_tail	presubiculum-head	presubiculum-body	subiculum-head	subiculum-body	CA1-head	CA1-body	CA3-head	CA3-body	CA4-head	CA4-body	GC-ML-DG-head	GC-ML-DG-body	molecular_layer_HP-head	molecular_layer_HP-body	Lateral-nucleus	Basal-nucleus	Central-nucleus	Medial-nucleus	Cortical-nucleus	Accessory-Basal-nucleus	Corticoamygdaloid-transitio	Anterior-amygdaloid-area-AAA	Paralaminar-nucleus
0	30	28.84662	24.57942	3.45268	190.67784	18.96128	81.33054	8.62531	111.12212	10.99478	145.43557	38.40049	98.7983	12.77561	528.80558	4.85003	371.2537	6.41378	219.54101	10.79191	64.01157	84.09358	6.12655	3.75033	9.91459	22.96695	12.93475	11.0619	151.83306
30	60	3693.64243	3404.483	4612.00063	3704.96855	3643.52124	2947.7545	3756.9058	2170.85151	3810.68006	3299.25228	3521.62851	3815.04776	4335.17704	3254.65555	4869.75017	3283.71603	4662.89643	3013.71767	4235.45882	3369.45451	4787.83872	2647.1614	2179.67569	2792.78907	4108.83138	4079.29211	8527.4366	3042.36398
60	90	9878.84608	14032.71554	18301.88159	14247.6137	13765.41031	12549.45846	15335.83905	12370.42286	15086.10015	13793.8516	16824.45565	14751.73051	17933.52681	13609.44395	17302.32822	13852.75004	16952.0238	13636.17659	16249.18473	12965.93012	15704.72008	15002.05442	15146.93799	14089.64017	16164.0648	14660.70746	20569.12552	11928.37306
90	120	23501.13087	25177.73463	30786.94308	28026.75712	22535.55187	27483.89498	28179.46787	26647.84695	27163.83889	25994.92047	31544.67837	29760.64763	31957.27443	29866.55151	30620.64788	29353.64318	30315.36895	28252.84941	29999.12192	22586.13945	26465.81942	26047.94976	26684.23438	24473.44907	24706.27721	24022.43748	34593.66033	23558.30843
120	150	31148.11798	33361.09161	41242.05843	40332.56035	30866.70796	41131.79614	43118.02687	37892.54393	41936.73449	37862.35804	42592.72304	41642.32382	43097.17393	38173.14636	42454.34067	38774.90392	42333.37888	39680.82688	42765.23304	34690.62635	37870.48746	34741.61289	34313.48047	38728.92879	40628.36403	34990.48568	42756.80262	35771.84704
150	180	38429.77557	38139.74411	49560.73131	43090.43214	34670.46877	42590.35901	42833.78269	39669.53953	44351.59896	41620.49988	46219.00147	46048.64844	48513.06786	44285.33934	48287.3256	43729.26989	48197.69836	43350.5317	46426.70023	42558.41899	44523.4809	41047.25986	38011.09473	41055.4384	44428.07942	39529.49795	50677.40705	38796.2635
180	240	36713.36307	37729.37251	50805.35973	46988.15691	34730.35712	44612.28736	45425.63304	43862.06281	46472.52217	44041.89158	47891.68039	46572.48696	48162.6013	48922.49046	48625.37763	46623.4442	49269.72919	46644.72732	48232.60837	46089.52308	43947.36812	41665.03184	40039.22363	41574.01743	42094.92304	36645.72673	46587.14108	41982.43231
240	300	37701.1586	34923.67641	47427.37305	44637.60739	35748.50346	46129.69812	44005.54309	46574.92848	47521.14568	42132.06435	45174.45793	41845.40783	45904.64089	44608.78011	46930.47642	43820.84788	47265.02493	45410.68648	46555.3416	44107.06502	46574.85308	44525.46855	41256.11426	41110.52825	46055.24714	37417.92232	42860.0764	43884.36328
300	360	36200.47235	33806.6244	46075.5065	45437.84574	35221.01052	48483.01459	42751.67214	48529.66218	46529.49206	43719.57557	43239.22938	40843.57838	44091.71398	45839.64395	47400.91434	45166.22797	47046.19326	46933.41299	45621.04042	47200.90123	44515.93744	41517.47207	40117.9541	39335.78996	40956.02968	35244.86932	47377.34743	44254.19459
360	480	32807.94946	34649.15373	41937.72581	40309.76702	31638.08755	42018.81477	40477.58931	41434.97865	40759.8198	39576.09057	40613.70133	37795.38808	40167.84852	40471.0141	41267.81762	39495.24632	41617.5466	41328.83933	41027.99596	43703.93503	45384.62532	43160.14932	42198.0166	41651.503	42563.82691	36417.74336	42820.10306	42488.67935
480	600	30616.84375	29436.46673	37878.86067	37582.29234	29676.89484	40167.7399	37899.91443	39720.60581	39774.46317	35887.56462	36449.57652	33775.71026	36048.77393	36299.84485	38021.77084	35965.45875	38435.70555	38024.85148	38177.24757	40955.59376	41344.9614	36460.45957	36858.55957	37080.6845	37863.08762	31780.4419	35904.92992	40021.02467
600	900	27520.66339	26525.18177	32823.10055	32302.42754	24285.04831	34321.54464	32015.63892	34942.56928	34129.55686	30909.97534	30416.83248	30008.46893	30641.27205	31730.01581	32618.04819	31249.4758	32932.2892	32791.99547	32484.19603	35687.82507	34939.43412	32506.96558	32337.93359	33265.78696	33381.99224	28174.0025	32852.82456	34108.93616
900	1200	21870.74168	22105.80116	25909.59303	25846.48146	19250.48183	27388.88583	25829.09311	28341.96102	26823.64781	25391.32728	25547.01742	24339.86744	25100.94488	25786.55995	25451.33198	25387.90675	25658.46128	26547.73349	25716.46903	30460.77169	29005.67178	27999.98384	28605.07129	29656.89814	28255.48603	23953.0478	26597.6921	27818.72846
1200	1500	18511.79651	19606.11541	22436.81216	22058.71369	16515.84578	23059.50339	21672.5674	24373.17361	23127.74567	21223.83448	22172.38381	21680.1205	22135.88602	22106.55626	22150.27848	21679.59361	22109.80911	22586.7136	22048.88228	25878.69407	24693.33834	24365.83843	24596.14453	25148.30679	23432.49656	20086.96917	24469.88574	23361.69302
1500	1800	15245.26282	18027.13919	20441.43142	18657.5028	14622.42565	18422.94823	18662.34425	20597.94343	19865.01519	18215.19974	19288.4083	18160.9182	20158.77532	17829.60098	19654.31803	18294.70788	19669.78902	18677.15252	19465.29061	22565.47404	19773.32882	21246.10669	21640.36621	22099.97882	19085.95255	16772.29069	19732.06606	18076.7541
1800	2100	15012.66585	16661.52159	17598.42303	16615.05444	13186.46702	18491.1815	15578.96912	19146.5138	17610.58119	16012.06298	18414.76425	16848.37591	17927.60519	16518.65971	17198.39731	16860.59422	17041.39889	17226.2802	16927.91004	18363.04561	16447.07709	19256.40005	19617.6626	20373.80168	17253.45745	15069.1575	16624.93902	16488.57634
2100	2400	12635.09178	14464.63467	14867.29511	14058.1248	11215.46233	15126.2921	13434.20943	16589.41095	13701.80771	13821.51298	15953.65945	14390.15341	15224.98098	14143.04715	13340.37818	14479.61059	13563.96228	14564.30205	13826.55683	16866.8372	14364.05288	18021.40693	19074.22681	17713.28553	14897.59665	12906.62849	15289.4367	13690.44247
2400	2700	10993.32584	14010.28186	13218.82107	12540.12339	10576.46776	13625.22481	11953.62386	14608.63116	13939.73239	12349.99114	14861.73658	13468.83287	14656.92034	12703.06131	13780.26628	12815.65053	13475.0656	13004.83164	13354.40283	15470.86009	12473.29299	15576.20022	16404.88794	14634.71635	12736.54614	11708.93412	13695.63836	12222.1911
2700	3000	9083.74381	12924.89794	12259.12849	11292.42864	9636.55501	11076.11074	10886.83832	12598.45627	12168.27334	11006.06373	13339.24033	11666.96103	13138.45941	10917.03039	12452.17612	11043.77624	12158.60534	11273.88764	12021.31972	13779.91595	12825.97188	13748.01169	14701.54736	15286.63852	12912.3865	11550.92122	10276.45884	12791.05188
3000	3300	9238.13961	14275.81481	11208.04384	9596.68725	9059.98672	9606.72105	9578.57432	10252.23729	10154.89495	10167.57934	11919.6417	12135.66067	11872.04078	9546.2831	10641.09451	9978.08142	10586.54339	9995.99315	10416.33286	12421.90594	10723.32583	11869.36182	11049.64893	12894.38454	11707.23122	10453.51204	10106.02686	10327.06193
3300	3600	8174.77971	11163.81355	9336.73523	9236.11873	7524.21069	9485.30905	8629.39919	10745.12324	9550.50385	8848.36744	12148.0707	10232.85266	10656.81197	9510.67179	9368.56996	9751.09788	9195.33071	9236.88148	9523.91362	10892.42785	7847.85305	10124.29849	12909.34692	11000.66151	8482.27542	9105.57323	9050.91521	8018.91119
3600	3900	6283.83043	8948.47559	8239.12305	8660.47621	7086.02821	8067.39036	8122.57812	9998.1396	8713.2283	8317.76265	9877.98871	9521.31567	8785.93588	8915.98205	7903.01918	9036.61363	7957.56798	8500.26757	8438.41263	10704.43443	8367.69599	10153.73215	10855.2561	10216.70388	9003.17852	7671.38998	8644.12427	7302.96711
3900	4200	7864.72438	7934.71132	8833.19038	7238.13504	7582.60503	8679.54945	6742.96133	8830.14048	7592.15565	7302.05914	8992.77608	8616.94347	9005.89635	7405.91219	8018.20524	7642.83483	8102.66533	7992.37166	7827.99101	7922.27525	7157.19657	8769.83372	9754.62598	9591.50368	8182.14412	7714.41417	8274.96538	7065.42227
