frame_start	frame_end	parasubiculum	HATA	fimbria	hippocampal_fissure	HP_tail	presubiculum-head	presubiculum-body	subiculum-head	subiculum-body	CA1-head	CA1-body	CA3-head	CA3-body	CA4-head	CA4-body	GC-ML-DG-head	GC-ML-DG-body	molecular_layer_HP-head	molecular_layer_HP-body	Lateral-nucleus	Basal-nucleus	Central-nucleus	Medial-nucleus	Cortical-nucleus	Accessory-Basal-nucleus	Corticoamygdaloid-transitio	Anterior-amygdaloid-area-AAA	Paralaminar-nucleus
0	30	18.02826	18.96517	7.25762	75.78768	18.6081	45.52193	11.33764	68.69455	10.25576	78.02429	23.19004	48.88572	10.21833	262.33879	7.89319	178.92623	8.3157	117.11261	11.15837	49.81227	70.65476	5.75747	3.85187	6.95612	17.87758	23.17024	153.20758	78.66633
30	60	4222.69378	3504.96902	4275.47203	3517.08367	3547.65238	3215.75947	3903.69259	2618.57243	3612.02058	3180.91636	3027.40784	3797.0632	4060.9377	3011.05957	4471.22117	3158.58859	4280.31126	2921.34234	3896.3023	3166.39118	4814.9494	3360.56744	2777.2667	2851.02496	4253.44309	4472.22	8214.90424	3438.45333
60	90	13074.96437	14177.83693	17051.2692	14373.4553	13311.63002	14743.10099	14898.34004	14113.14443	14522.67949	13916.58276	12683.77787	15533.41565	15260.62303	14828.49672	15841.47613	14528.39488	15698.60098	14582.21629	14688.39909	12553.88803	15324.50416	13995.86134	15090.77799	14389.38633	16034.54871	15749.28947	21881.02899	12619.28432
90	120	23586.00995	24256.29142	28779.08111	26761.45301	24257.1476	26562.76116	28993.84224	25767.75634	27158.97417	24637.50469	24891.19018	30441.40942	26525.4056	28139.04142	28495.57898	26798.3203	28567.45088	26729.14811	27672.27791	24198.00059	27856.66781	25667.50826	25067.52843	23921.74693	25372.8271	23729.14534	34084.63958	25875.88735
120	150	37096.96401	37204.53901	41175.04624	39195.99032	33363.64133	43174.08057	40992.6419	37582.5136	40447.0439	38595.33866	35655.07531	44124.6584	39462.27467	40158.98041	41948.35277	39736.56915	41614.56566	40940.17997	40298.07211	34961.93419	38304.23507	36313.03896	35570.09245	38057.69531	40139.65104	34980.28992	41064.8202	37194.48751
150	180	36906.19945	37933.64535	47446.55918	42117.05172	37841.09343	42123.6774	42699.12901	41003.82319	43786.45663	40261.00268	37708.67754	46182.03797	42805.2383	43969.2239	45960.55927	42158.21116	45911.66576	42591.66145	43364.34337	42389.12853	44554.454	43347.6312	38041.8329	39100.80714	43350.19231	37989.74025	45217.56844	40498.00352
180	240	37210.83024	37964.35594	48061.96309	44525.31605	38029.18484	46044.78914	43763.06387	45148.40312	45141.56636	42213.77271	40557.1869	46625.38389	43868.76275	47087.96373	46310.70604	45212.79977	46595.39019	45861.04862	44852.44067	44251.20914	44127.04783	42046.05906	40007.9553	40966.99799	43374.0375	37262.59247	44588.91791	41987.49307
240	300	37557.1113	37644.13758	46032.51324	42433.88141	38077.50159	46119.6748	43051.45992	46386.77024	45802.02494	41656.13976	39248.56483	43852.44062	41226.30626	45463.08932	44348.99717	43643.79007	44887.1028	45306.20356	43396.81008	44178.07514	45213.53363	44137.64323	41598.63628	42561.62734	45495.89302	38405.47551	43103.63523	42735.62915
300	360	36601.6976	36468.76589	43881.42414	43678.17409	36486.59224	46574.42269	41710.05249	46070.31884	45560.56504	41806.4824	40165.57827	40712.59401	40146.14653	45034.08968	44691.05535	43905.24949	44676.11516	45100.40761	43227.7432	45598.62321	43668.32152	40156.50703	39567.13715	40286.70759	40881.17113	35842.78858	42927.83198	44149.99695
360	480	33674.1271	35293.51424	41379.51336	40217.49076	34226.23915	43347.59578	38637.15725	42652.13108	41091.88805	39362.95815	37242.96426	38855.75312	37955.94054	41157.04959	40737.48652	39795.16806	40807.8873	42065.63753	39724.06626	43809.07649	43798.23003	43299.53255	41693.76259	41173.28694	42494.39871	35902.0994	40040.27129	42238.3292
480	600	29873.12698	31306.1366	37616.8232	36749.01074	31700.60911	39703.76912	36278.642	39652.7672	38489.99286	35474.13739	32892.88498	35038.85237	33640.07148	37886.27619	36559.76583	36537.52839	37038.26276	38179.64766	36030.07981	41301.58028	40596.46997	38019.38771	37765.28559	38862.72388	38778.4034	32704.6917	35385.63201	38351.14728
600	900	26707.64135	27985.48953	32187.70131	31774.6199	26108.43618	33369.49261	31010.20044	34127.31642	33321.05213	30652.93503	28651.83666	30556.88872	29342.81129	32563.1314	31576.63613	31480.39746	31819.22475	32718.73792	31048.12919	35104.84373	34474.64563	32672.86359	32337.6428	32871.00006	33842.3623	28588.49247	32280.3742	32740.58712
900	1200	22244.07607	23151.5622	26089.4857	25621.28997	21325.94251	27490.38609	24993.95506	28473.29605	26531.27306	25296.11145	24784.68267	24594.17987	24494.05984	25852.24749	25432.20213	25448.87237	25569.21876	26631.35581	25327.90981	30261.49963	28898.52837	28283.93138	27998.33898	28679.5111	27748.63936	23570.07973	26064.78312	27101.32016
1200	1500	18324.0691	20350.58027	22643.16203	21487.83192	17770.31701	22414.01255	21210.60018	23971.77699	22828.54002	21260.67335	21256.67803	21105.61787	21555.78758	21780.72123	21643.58419	21586.83017	21797.09268	22198.50178	21571.14716	25504.35373	23611.05395	24322.10005	24630.72721	25136.9341	23070.92455	20053.04365	23624.56957	22405.21163
