pet	frame_start	frame_end	frame_dur	frame_mid	TAC	weights
sub-02_ses-baseline	0	30	30	15	0.02341854980563732	0.44372389540741164
sub-02_ses-baseline	30	60	30	45	4.121562551926815	0.6080541270177188
sub-02_ses-baseline	60	90	30	75	17.58937120109182	0.7945047755036744
sub-02_ses-baseline	90	120	30	105	33.35233219554515	0.9276078627237833
sub-02_ses-baseline	120	150	30	135	47.45616545107587	1.0185101178268405
sub-02_ses-baseline	150	180	30	165	52.779390149415306	1.045381091357306
sub-02_ses-baseline	180	240	60	210	54.57804588749601	1.3037107945008903
sub-02_ses-baseline	240	300	60	270	53.55281807252267	1.2808919211975667
sub-02_ses-baseline	300	360	60	330	51.021735206303376	1.2465579792760497
sub-02_ses-baseline	360	480	120	420	46.483360235341024	1.5045119634912458
sub-02_ses-baseline	480	600	120	540	40.62709937835391	1.4010079745891628
sub-02_ses-baseline	600	900	300	750	32.96372466127169	1.7336933849886307
sub-02_ses-baseline	900	1200	300	1050	26.085782206863257	1.4953283500581347
sub-02_ses-baseline	1200	1500	300	1350	22.040505017133796	1.3295321199813364
sub-02_ses-baseline	1500	1800	300	1650	19.30977695497525	1.2034275089968436
sub-02_ses-baseline	1800	2100	300	1950	17.16402136722182	1.0998340859720697
sub-02_ses-baseline	2100	2400	300	2250	15.537402229666167	1.0154300485160292
sub-02_ses-baseline	2400	2700	300	2550	14.178318932109132	0.943722172942833
sub-02_ses-baseline	2700	3000	300	2850	13.162521120155528	0.8846915451415603
sub-02_ses-baseline	3000	3300	300	3150	12.302824535112238	0.8338157981800394
sub-02_ses-baseline	3300	3600	300	3450	11.592886051212686	0.7900910395296029
sub-02_ses-baseline	3600	3900	300	3750	11.00585090807936	0.7523043631911681
sub-02_ses-baseline	3900	4200	300	4050	10.522457260992237	0.7195030173022776
sub-02_ses-baseline	4200	4500	300	4350	10.176067446381616	0.6915328323269837
sub-02_ses-baseline	4500	4800	300	4650	9.84695910546857	0.6663373684499129
sub-02_ses-baseline	4800	5100	300	4950	9.48795102464277	0.6431166440095799
sub-02_ses-baseline	5100	5400	300	5250	9.23731461318322	0.6231772175213498
