index	name	volume-mm3
203	parasubiculum	58.0
211	HATA	65.0
212	fimbria	90.0
215	hippocampal_fissure	93.0
226	HP_tail	604.0
233	presubiculum-head	112.0
234	presubiculum-body	144.0
235	subiculum-head	172.0
236	subiculum-body	237.0
237	CA1-head	543.0
238	CA1-body	113.0
239	CA3-head	113.0
240	CA3-body	106.0
241	CA4-head	139.0
242	CA4-body	116.0
243	GC-ML-DG-head	161.0
244	GC-ML-DG-body	134.0
245	molecular_layer_HP-head	298.0
246	molecular_layer_HP-body	203.0
7001	Lateral-nucleus	677.0
7003	Basal-nucleus	444.0
7005	Central-nucleus	49.0
7006	Medial-nucleus	13.0
7007	Cortical-nucleus	21.0
7008	Accessory-Basal-nucleus	256.0
7009	Corticoamygdaloid-transitio	187.0
7010	Anterior-amygdaloid-area-AAA	28.0
7015	Paralaminar-nucleus	39.0
