index	name	volume-mm3
8103	Left-AV	128.0
8104	Left-CeM	62.0
8105	Left-CL	10.0
8106	Left-CM	251.0
8108	Left-LD	15.0
8109	Left-LGN	337.0
8110	Left-LP	121.0
8111	Left-L-Sg	5.0
8112	Left-MDl	246.0
8113	Left-MDm	732.0
8115	Left-MGN	62.0
8116	Left-MV(Re)	10.0
8118	Left-Pf	49.0
8120	Left-PuA	213.0
8121	Left-PuI	240.0
8122	Left-PuL	145.0
8123	Left-PuM	1163.0
8126	Left-VA	376.0
8127	Left-VAmc	5.0
8128	Left-VLa	566.0
8129	Left-VLp	889.0
8130	Left-VM	5.0
8133	Left-VPL	948.0
8203	Right-AV	117.0
8204	Right-CeM	54.0
8205	Right-CL	12.0
8206	Right-CM	236.0
8208	Right-LD	14.0
8209	Right-LGN	323.0
8210	Right-LP	120.0
8211	Right-L-Sg	12.0
8212	Right-MDl	218.0
8213	Right-MDm	688.0
8215	Right-MGN	50.0
8216	Right-MV(Re)	4.0
8218	Right-Pf	54.0
8220	Right-PuA	211.0
8221	Right-PuI	250.0
8222	Right-PuL	139.0
8223	Right-PuM	1189.0
8226	Right-VA	372.0
8227	Right-VAmc	9.0
8228	Right-VLa	587.0
8229	Right-VLp	876.0
8230	Right-VM	2.0
8233	Right-VPL	966.0
