frame_start	frame_end	Left-AV	Left-CeM	Left-CL	Left-CM	Left-LD	Left-LGN	Left-LP	Left-L-Sg	Left-MDl	Left-MDm	Left-MGN	Left-MV(Re)	Left-Pf	Left-PuA	Left-PuI	Left-PuL	Left-PuM	Left-VA	Left-VAmc	Left-VLa	Left-VLp	Left-VM	Left-VPL	Right-AV	Right-CeM	Right-CL	Right-CM	Right-LD	Right-LGN	Right-LP	Right-L-Sg	Right-MDl	Right-MDm	Right-MGN	Right-MV(Re)	Right-Pf	Right-PuA	Right-PuI	Right-PuL	Right-PuM	Right-VA	Right-VAmc	Right-VLa	Right-VLp	Right-VM	Right-VPL
0	30	59.5077	34.4064	32.83415	25.93241	14.67327	18.81333	21.09914	18.25461	34.2428	48.28636	8.1285	21.54212	11.35934	45.71855	35.53507	23.80943	23.40331	49.20588	32.38665	36.37941	21.04935	35.29032	42.12414	89.156	106.31505	86.13247	142.60113	10.67088	68.17194	58.61928	74.56542	159.17064	145.42857	74.67212	28.38128	59.11574	253.97065	71.171	145.7603	128.10534	154.54972	122.55433	140.56506	72.8643	1.93301	111.02412
30	60	3261.69994	2190.28813	3660.02224	4006.97073	4013.41164	3192.35914	4087.90037	5596.94014	3980.36357	4282.59911	5670.30589	2180.9454	3567.58082	3810.32115	3042.49848	4090.6268	3082.32294	2368.98984	2064.64128	2787.10686	2745.5772	1989.23486	2870.88303	3133.76867	2214.25429	4218.77264	4328.63383	4284.90904	2600.76256	4338.03193	3529.95839	4160.73672	3821.57591	3252.52993	1930.31625	2833.25723	5104.56306	3802.82059	4319.40758	4407.40561	2547.14726	2214.61538	3679.25805	3920.75516	1740.46851	3877.44299
60	90	18581.88685	10059.64033	14679.78809	12494.19731	16350.31667	12085.5587	15337.36649	11877.08008	13530.01191	13955.30377	12648.13369	7907.3207	10918.19342	16696.56527	13998.81939	11828.39689	12795.29095	11841.75326	7557.15996	10926.70117	12541.61288	7610.58252	11962.81372	14052.63643	8841.72036	14773.05005	14340.43065	14493.27023	12688.08534	15323.12128	12464.36353	15136.55331	14307.62042	15135.83611	6892.12964	12029.70671	16888.28719	13988.55533	14379.81815	13359.2761	10066.86078	8654.64339	11607.7108	13727.48967	9107.07617	14564.10942
90	120	25731.52904	18079.01189	24825.43789	28662.18675	20973.83008	19180.44818	23133.8083	24466.51289	30208.7053	27988.35064	27010.28632	15494.86631	27178.54249	29773.24134	23350.16092	24733.32548	23882.50949	19179.62555	15204.99316	22356.55112	24880.9094	20416.46445	23929.6083	23743.92583	18452.25908	26229.60189	28117.9198	23563.24944	20286.84091	27674.63773	17933.49463	30048.85	28374.59733	20990.84555	18068.37598	20549.48061	30452.25704	22243.8218	23751.58908	24287.93607	19061.14117	19045.56424	23730.79855	25678.08654	15157.42578	24037.59227
120	150	37106.68732	29387.36917	39489.68496	39265.58475	40427.69401	31657.48845	39560.66634	32699.57773	42513.73872	39650.02833	39985.76808	24173.58398	33660.88891	47326.94178	34849.97117	36949.52192	34846.16486	29435.36203	27252.10938	33145.56798	34136.77109	20549.26953	33514.04567	37012.82445	28510.42108	36633.37533	39763.6473	32765.63184	30734.71184	36463.85871	28297.32178	41060.72804	38381.86375	33290.34371	24653.98145	30653.21973	42654.85738	33461.58156	35063.57478	33174.9161	29764.34659	26646.58898	34597.58503	37360.97276	28035.82715	36916.69332
150	180	43047.19806	36787.45057	45212.60313	47533.48164	39726.99349	32468.25394	43216.73867	39073.05391	49718.18134	46225.42669	40530.47631	31607.2748	43607.53555	53041.10785	38044.24937	44078.34127	38061.27306	33271.63748	34436.51953	37847.47975	41680.74033	31108.81406	43385.05699	41838.56829	39317.6731	45868.42871	48039.98596	39519.55469	34172.23047	47005.52354	36617.9165	53135.14946	48250.41718	43978.73125	34792.64648	38053.98481	52065.66064	38761.27985	44313.57146	39802.20241	34682.73076	38199.42969	41001.44985	46349.84604	29502.48438	45187.10483
180	240	43501.61581	37041.44219	42020.37031	48117.54859	39955.86406	36622.21247	45172.82958	35315.18594	52406.2315	47891.14451	41345.18114	34153.60859	40809.14421	53010.15471	39074.5885	44522.63311	39669.3635	36121.65535	35624.42109	40381.22015	43522.83014	31483.54375	43321.75051	41735.9282	36928.59274	43576.53776	49923.96633	37644.16253	35965.89604	44586.69023	38595.91276	50356.34178	46930.00436	39529.36609	30335.00439	38168.08851	52354.07827	40335.72259	45558.69402	38246.03433	35408.56899	34974.13194	42404.06446	46471.6207	33542.63672	47033.71191
240	300	42483.93927	35315.00936	42115.63477	45437.33371	36245.17682	35624.5207	42704.8331	34737.93437	47773.51482	42843.29134	36919.21799	34420.55781	40963.47321	53377.12056	36186.65273	44520.89089	39889.60335	35798.18846	35190.0	39579.10244	41944.10828	28724.64805	42427.44711	40010.03058	35621.57733	43409.76888	49151.12788	35354.45564	32855.93112	43390.07871	37541.41504	53250.01388	46262.97806	36138.6575	29950.7627	38837.07892	52697.79852	37581.06845	44040.94209	38616.23113	33049.19727	34224.29688	40668.58534	47163.0028	31158.66797	45092.23153
300	360	36756.89703	33721.48879	41157.30742	45541.64363	37769.59089	32638.3694	40767.9846	33886.92461	47185.15434	42548.29815	38428.57469	31095.99941	41779.68527	48056.33359	34969.72197	41609.70467	36729.00886	32557.83568	31486.70078	38985.83169	42246.64341	29424.30469	40801.42251	35767.84906	35626.75326	39652.64323	45000.57001	34905.09961	32404.09994	41546.72775	35064.4375	46940.86829	42023.4806	35772.86449	29172.03174	37427.53476	48266.2631	36399.44607	41190.66204	36708.41419	31947.55274	34489.4299	38658.31985	43261.14656	31730.65234	41986.70548
360	480	33889.60246	33016.3137	35071.19688	40997.67054	31637.68802	30873.7849	38791.03947	34009.85938	42927.86765	37575.81968	35750.21428	31737.64785	37320.36818	44582.13649	34691.19212	38624.55381	33764.27791	33208.78278	33762.52891	36416.11833	38479.42364	27841.81797	39262.85629	31540.88275	32041.43551	35590.51872	42837.00448	30965.47001	31611.20708	37340.77832	31019.396	41076.37131	37005.14016	34795.25344	27600.7666	35410.1641	44535.10194	34091.19381	38987.29742	33874.06572	30751.9989	31260.50065	37772.89105	40542.76054	29359.66504	40556.16404
