index	name	volume-mm3
203	parasubiculum	130.0
211	HATA	139.0
212	fimbria	189.0
215	hippocampal_fissure	182.0
226	HP_tail	1340.0
233	presubiculum-head	311.0
234	presubiculum-body	380.0
235	subiculum-head	495.0
236	subiculum-body	539.0
237	CA1-head	1301.0
238	CA1-body	214.0
239	CA3-head	220.0
240	CA3-body	160.0
241	CA4-head	284.0
242	CA4-body	255.0
243	GC-ML-DG-head	333.0
244	GC-ML-DG-body	288.0
245	molecular_layer_HP-head	722.0
246	molecular_layer_HP-body	421.0
7001	Lateral-nucleus	1407.0
7003	Basal-nucleus	1031.0
7005	Central-nucleus	91.0
7006	Medial-nucleus	6.0
7007	Cortical-nucleus	42.0
7008	Accessory-Basal-nucleus	561.0
7009	Corticoamygdaloid-transitio	364.0
7010	Anterior-amygdaloid-area-AAA	65.0
7015	Paralaminar-nucleus	79.0
