pet	frame_start	frame_end	frame_dur	frame_mid	TAC	weights
sub-04_ses-baseline	0	30	30	15	0.00563479505909803	0.4919140610074496
sub-04_ses-baseline	30	60	30	45	0.05088084966063971	0.5066979351517331
sub-04_ses-baseline	60	90	30	75	3.1204605427843553	0.657234829561782
sub-04_ses-baseline	90	120	30	105	10.582336097974402	0.7999525053865754
sub-04_ses-baseline	120	150	30	135	20.11018500190332	0.9157034266678384
sub-04_ses-baseline	150	180	30	165	28.749574284919756	0.995721773790357
sub-04_ses-baseline	180	240	60	210	35.49395639001951	1.277688525988891
sub-04_ses-baseline	240	300	60	270	38.64807342763076	1.2982400789708557
sub-04_ses-baseline	300	360	60	330	37.91245331275816	1.2768804632613713
sub-04_ses-baseline	360	480	120	420	34.781888641440474	1.5309191316680257
sub-04_ses-baseline	480	600	120	540	30.199783924296653	1.4269800199919194
sub-04_ses-baseline	600	900	300	750	23.93141671677385	1.7351225379889204
sub-04_ses-baseline	900	1200	300	1050	18.207405279621415	1.4865063375129277
sub-04_ses-baseline	1200	1500	300	1350	15.244305948330688	1.326679898672605
sub-04_ses-baseline	1500	1800	300	1650	13.37543594975468	1.209118711223996
sub-04_ses-baseline	1800	2100	300	1950	12.117417270566104	1.1180268045012085
sub-04_ses-baseline	2100	2400	300	2250	11.078214335687887	1.040914907632687
sub-04_ses-baseline	2400	2700	300	2550	10.257685727205256	0.9763040192041917
sub-04_ses-baseline	2700	3000	300	2850	9.493941806577965	0.9191037033699005
sub-04_ses-baseline	3000	3300	300	3150	8.84633980829114	0.8698488662519354
sub-04_ses-baseline	3300	3600	300	3450	8.216611187929677	0.8256298987193945
sub-04_ses-baseline	3600	3900	300	3750	7.680057432078493	0.787439573393559
sub-04_ses-baseline	3900	4200	300	4050	7.286436717124988	0.755538687763974
sub-04_ses-baseline	4200	4500	300	4350	6.925774674214459	0.7272206854533975
sub-04_ses-baseline	4500	4800	300	4650	6.683995449130887	0.7035227595246508
sub-04_ses-baseline	4800	5100	300	4950	6.329765001430017	0.6802768151866814
sub-04_ses-baseline	5100	5400	300	5250	6.084745047951399	0.6608130421531703
